mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible
25	24		94	0.5	1	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	298						
25	24		189/2	0.5	1	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	299						
25	24		95	0.5	1	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	300						
25	24		191/2	0.5	1	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	301						
26	24	93	96	3.0	2	0	0	Chord	2/2	1	1	3/4	1/2	3/2	302						
26	24	93	96	1.0	2	0	0	Chord	2/2	2	1	1/4	1/4	1	303						
26	24	94	97	1.0	2	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	304						
26	24	95	98	1.0	2	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	305						
27	24	96	99	1.0		0	3/4	Chord	2/2	1	1	1/4	1/4	1	306						
27	24	96	99	0.5		0	3/4	Chord	2/2	2	1	1/8	1/8	1	307						
27	24	193/2	199/2	0.5		1/8	7/8	Chord	2/2	2	1	1/8	1/8	1	308						
28	25	97	100	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	309	ornamentShortTrill					
28	25	98	101	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	310						
28	25	197/2	203/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	311						
28	25	99	102	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	312						
28	25	100	103	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	313						
28	25	201/2	207/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	314						
28	25	97	100	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	315						
28	25	195/2	201/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	316						
28	25	98	101	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	317						
28	25	197/2	203/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	318						
28	25	99	102	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	319						
28	25	199/2	205/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	320						
28	25	100	103	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	321						
28	25	201/2	207/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	322						
29	26	101	104	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	323						
29	26	102	105	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	324						
29	26	205/2	211/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	325						
29	26	103	106	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	326						
29	26	207/2	213/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	327						
29	26	104	107	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	328						
29	26	101	104	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	329						
29	26	203/2	209/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	330						
29	26	102	105	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	331						
29	26	205/2	211/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	332						
29	26	103	106	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	333						
29	26	207/2	213/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	334						
29	26	104	107	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	335						
29	26	209/2	215/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	336						
30	27	105	108	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	337						
30	27	106	109	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	338	ornamentShortTrill					
30	27	213/2	219/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	339						
30	27	107	110	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	340						
30	27	108	111	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	341	ornamentShortTrill					
30	27	217/2	223/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	342						
30	27	105	108	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	343						
30	27	211/2	217/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	344						
30	27	106	109	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	345						
30	27	213/2	219/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	346						
30	27	107	110	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	347						
30	27	215/2	221/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	348						
30	27	108	111	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	349						
30	27	217/2	223/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	350						
31	28	109	112	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	351						
31	28	219/2	225/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	352						
31	28	110	113	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	353						
31	28	221/2	227/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	354						
31	28	111	114	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	355						
31	28	223/2	229/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	356						
31	28	112	115	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	357						
31	28	225/2	231/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	358						
31	28	109	112	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	359						
31	28	110	113	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	360						
31	28	111	114	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	361						
31	28	223/2	229/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	362						
31	28	112	115	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	363						
31	28	225/2	231/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	364						
32	29	113	116	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	365						
32	29	227/2	233/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	366						
32	29	114	117	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	367						
32	29	229/2	235/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	368						
32	29	115	118	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	369						
32	29	231/2	237/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	370						
32	29	116	119	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	371						
32	29	233/2	239/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	372						
32	29	113	116	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	373						
32	29	227/2	233/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	374						
32	29	114	117	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	375						
32	29	229/2	235/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	376						
32	29	115	118	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	377						
32	29	231/2	237/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	378						
32	29	116	119	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	379						
32	29	233/2	239/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	380						
33	30	117	120	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	381						
33	30	235/2	241/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	382						
33	30	118	121	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	383						
33	30	237/2	243/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	384						
33	30	119	122	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	385						
33	30	239/2	245/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	386						
33	30	120	123	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	387						
33	30	241/2	247/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	388						
33	30	117	120	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	389						
33	30	235/2	241/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	390						
33	30	118	121	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	391						
33	30	237/2	243/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	392						
33	30	119	122	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	393						
33	30	239/2	245/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	394						
33	30	120	123	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	395						
33	30	241/2	247/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	396						
34	31	121	124	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	397						
34	31	243/2	249/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	398						
34	31	122	125	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	399						
34	31	245/2	251/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	400						
34	31	123	126	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	401						
34	31	247/2	253/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	402						
34	31	124	127	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	403						
34	31	249/2	255/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	404						
34	31	121	124	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	405						
34	31	243/2	249/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	406						
34	31	122	125	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	407						
34	31	245/2	251/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	408						
34	31	123	126	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	409						
34	31	247/2	253/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	410						
34	31	124	127	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	411						
34	31	249/2	255/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	412						
35	32	125	128	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	413						
35	32	251/2	257/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	414						
35	32	126	129	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	415						
35	32	253/2	259/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	416						
35	32	127	130	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	417						
35	32	255/2	261/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	418						
35	32	128	131	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	419						
35	32	257/2	263/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	420						
35	32	125	128	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	421						
35	32	126	129	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	422						
35	32	127	130	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	423						
35	32	128	131	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	424						
36	33	129	132	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	425						
36	33	259/2	265/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	426						
36	33	130	133	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	427						
36	33	261/2	267/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	428						
36	33	131	134	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	429						
36	33	263/2	269/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	430						
36	33	132	135	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	431						
36	33	265/2	271/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	432						
36	33	129	132	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	433						
36	33	130	133	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	434						
36	33	131	134	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	435						
36	33	132	135	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	436						
37	34	133	136	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	437						
37	34	267/2	273/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	438						
37	34	134	137	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	439						
37	34	269/2	275/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	440						
37	34	135	138	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	441						
37	34	271/2	277/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	442						
37	34	136	139	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	443						
37	34	273/2	279/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	444						
37	34	133	136	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	445						
37	34	134	137	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	446						
37	34	135	138	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	447						
37	34	136	139	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	448						
38	35	137	140	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	449						
38	35	275/2	281/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	450						
38	35	138	141	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	451						
38	35	277/2	283/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	452						
38	35	139	142	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	453						
38	35	279/2	285/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	454						
38	35	140	143	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	455						
38	35	281/2	287/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	456						
38	35	137	140	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	457						
38	35	138	141	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	458						
38	35	139	142	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	459						
38	35	140	143	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	460						
39	36	141	144	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	461						
39	36	283/2	289/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	462						
39	36	142	145	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	463						
39	36	285/2	291/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	464						
39	36	143	146	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	465						
39	36	287/2	293/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	466						
39	36	144	147	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	467						
39	36	289/2	295/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	468						
39	36	141	144	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	469						
39	36	142	145	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	470						
39	36	143	146	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	471						
39	36	144	147	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	472						
40	37	145	148	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	473						
40	37	291/2	297/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	474						
40	37	146	149	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	475						
40	37	293/2	299/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	476						
40	37	147	150	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	477						
40	37	295/2	301/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	478						
40	37	148	151	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	479						
40	37	297/2	303/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	480						
40	37	145	148	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	481						
40	37	146	149	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	482						
40	37	147	150	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	483						
40	37	148	151	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	484						
41	38	149	152	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	485						
41	38	299/2	305/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	486						
41	38	150	153	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	487						
41	38	301/2	307/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	488						
41	38	151	154	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	489						
41	38	303/2	309/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	490						
41	38	152	155	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	491						
41	38	305/2	311/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	492						
41	38	149	152	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	493						
41	38	150	153	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	494						
41	38	151	154	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	495						
41	38	152	155	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	496						
42	39	153	156	1.5		0	0	Chord	2/2	1	1	3/8	1/4	3/2	497	ornamentTurn					
42	39	309/2	315/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	498						
42	39	155	158	1.5		1/2	1/2	Chord	2/2	1	1	3/8	1/4	3/2	499	ornamentShortTrill					
42	39	313/2	319/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	500						
42	39	153	156	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	501						
42	39	154	157	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	502						
42	39	155	158	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	503						
42	39	156	159	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	504						
43	40	157	160	3.0		0	0	Chord	2/2	1	1	3/4	1/2	3/2	505						
43	40	160	163	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	506						
43	40	321/2	327/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	507						
43	40	157	160	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	508						
43	40	315/2	321/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	509						
43	40	158	161	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	510						
43	40	317/2	323/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	511						
43	40	159	162	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	512						
43	40	319/2	325/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	513						
43	40	160	163	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	514						
43	40	321/2	327/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	515						
44	41	161	164	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	516						
44	41	162	165	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	517						
44	41	325/2	331/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	518						
44	41	163	166	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	519						
44	41	164	167	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	520						
44	41	329/2	335/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	521						
44	41	161	164	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	522						
44	41	323/2	329/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	523						
44	41	162	165	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	524						
44	41	325/2	331/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	525						
44	41	163	166	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	526						
44	41	327/2	333/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	527						
44	41	164	167	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	528						
44	41	329/2	335/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	529						
45	42	165	168	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	530						
45	42	166	169	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	531						
45	42	333/2	339/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	532						
45	42	167	170	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	533						
45	42	168	171	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	534						
45	42	337/2	343/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	535						
45	42	165	168	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	536						
45	42	331/2	337/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	537						
45	42	166	169	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	538						
45	42	333/2	339/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	539						
45	42	167	170	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	540						
45	42	335/2	341/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	541						
45	42	168	171	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	542						
45	42	337/2	343/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	543						
46	43	169	172	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	544						
46	43	170	173	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	545						
46	43	341/2	347/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	546						
46	43	171	174	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	547						
46	43	172	175	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	548						
46	43	345/2	351/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	549						
46	43	169	172	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	550						
46	43	339/2	345/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	551						
46	43	170	173	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	552						
46	43	341/2	347/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	553						
46	43	171	174	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	554						
46	43	343/2	349/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	555						
46	43	172	175	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	556						
46	43	345/2	351/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	557						
47	44	173	176	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	558						
47	44	174	177	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	559						
47	44	349/2	355/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	560						
47	44	175	178	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	561						
47	44	176	179	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	562						
47	44	353/2	359/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	563						
47	44	173	176	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	564						
47	44	347/2	353/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	565						
47	44	174	177	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	566						
47	44	349/2	355/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	567						
47	44	175	178	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	568						
47	44	351/2	357/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	569						
47	44	176	179	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	570						
47	44	353/2	359/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	571						
48	45	177	180	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	572						
48	45	178	181	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	573	ornamentShortTrill					
48	45	357/2	363/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	574						
48	45	179	182	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	575						
48	45	180	183	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	576						
48	45	361/2	367/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	577						
48	45	177	180	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	578						
48	45	355/2	361/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	579						
48	45	178	181	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	580						
48	45	357/2	363/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	581						
48	45	179	182	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	582						
48	45	359/2	365/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	583						
48	45	180	183	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	584						
48	45	361/2	367/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	585						
49	46	181	184	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	586						
49	46	182	185	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	587	ornamentShortTrill					
49	46	365/2	371/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	588						
49	46	183	186	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	589						
49	46	184	187	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	590	ornamentShortTrill					
49	46	369/2	375/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	591						
49	46	181	184	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	592						
49	46	363/2	369/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	593						
49	46	182	185	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	594						
49	46	365/2	371/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	595						
49	46	183	186	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	596						
49	46	367/2	373/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	597						
