mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
30	29	171/2	171/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	294							
30	29	86	86	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	295							
30	29	173/2	173/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	296							
30	29	87	87	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	297							
31	30	175/2	175/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	298							
31	30	88	88	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	299							
31	30	177/2	177/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	300							
31	30	89	89	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	301							
31	30	179/2	179/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	302							
31	30	90	90	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	303							
31	30	175/2	175/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	304							
31	30	88	88	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	305							
31	30	177/2	177/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	306							
31	30	89	89	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	307							
31	30	179/2	179/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	308							
31	30	90	90	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	309							
32	31	181/2	181/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	310							
32	31	91	91	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	311							
32	31	183/2	183/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	312							
32	31	92	92	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	313							
32	31	185/2	185/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	314							
32	31	93	93	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	315							
32	31	181/2	181/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	316							
32	31	91	91	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	317							
32	31	183/2	183/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	318							
32	31	92	92	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	319							
32	31	185/2	185/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	320							
32	31	93	93	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	321							
33	32	187/2	187/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	322							
33	32	94	94	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	323							
33	32	189/2	189/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	324							
33	32	95	95	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	325							
33	32	191/2	191/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	326							
33	32	96	96	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	327							
33	32	187/2	187/2	0.5		0	0	Chord	6/8	1	2	1/8	1/8	1	328							
33	32	94	94	0.5		1/8	1/8	Chord	6/8	1	2	1/8	1/8	1	329							
33	32	189/2	189/2	0.5		1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	330							
33	32	95	95	0.5		3/8	3/8	Chord	6/8	1	2	1/8	1/8	1	331							
33	32	191/2	191/2	0.5		1/2	1/2	Chord	6/8	1	2	1/8	1/8	1	332							
33	32	96	96	0.5		5/8	5/8	Chord	6/8	1	2	1/8	1/8	1	333							
34	33	193/2	193/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	334							
34	33	97	97	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	335							
34	33	195/2	195/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	336							
34	33	98	98	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	337	ornamentShortTrill						
34	33	197/2	197/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	338							
34	33	99	99	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	339							
34	33	193/2	193/2	1.0		0	0	Chord	6/8	1	2	1/4	1/4	1	340							
34	33	195/2	195/2	0.5		1/4	1/4	Chord	6/8	1	2	1/8	1/8	1	341							
34	33	98	98	1.0		3/8	3/8	Chord	6/8	1	2	1/4	1/4	1	342							
34	33	99	99	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	343							
35	34		199/2	0.5	1	0	0	Chord	6/8	1	1	1/8	1/8	1	344							
35	34		100	0.5	1	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	345							
35	34		201/2	0.5	1	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	346							
35	34		101	1.0	1	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	347							
35	34		102	0.5	1	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	348							
35	34		199/2	1.5	1	0	0	Chord	6/8	2	1	3/8	1/4	3/2	349							
35	34		101	0.5	1	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	350							
35	34		203/2	0.5	1	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	351							
35	34		102	0.5	1	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	352							
36	34	199/2	205/2	0.5	2	0	0	Chord	6/8	1	1	1/8	1/8	1	353							
36	34	100	103	0.5	2	1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	354							
36	34	201/2	207/2	0.5	2	1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	355							
36	34	101	104	1.0	2	3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	356							
36	34	102	105	0.5	2	5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	357							
36	34	199/2	205/2	1.5	2	0	0	Chord	6/8	2	1	3/8	1/4	3/2	358							
36	34	101	104	0.5	2	3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	359							
36	34	203/2	209/2	0.5	2	1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	360							
36	34	102	105	0.5	2	5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	361							
37	35	205/2	211/2	1.0		0	0	Chord	6/8	1	1	1/4	1/4	1	362							
37	35	207/2	213/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	363							
37	35	104	107	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	364							
37	35	209/2	215/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	365							
37	35	105	108	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	366							
37	35	205/2	211/2	1.5		0	0	Chord	6/8	2	1	3/8	1/4	3/2	367							
37	35	104	107	1.5		3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	368							
38	36	211/2	217/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	369							
38	36	106	109	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	370							
38	36	213/2	219/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	371							
38	36	107	110	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	372							
38	36	215/2	221/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	373							
38	36	108	111	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	374							
38	36	211/2	217/2	1.5		0	0	Chord	6/8	2	1	3/8	1/4	3/2	375							
38	36	107	110	1.5		3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	376							
39	37	217/2	223/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	377							
39	37	109	112	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	378							
39	37	219/2	225/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	379							
39	37	110	113	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	380							
39	37	221/2	227/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	381							
39	37	111	114	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	382							
39	37	217/2	223/2	1.5		0	0	Chord	6/8	2	1	3/8	1/4	3/2	383							
39	37	110	113	1.5		3/8	3/8	Chord	6/8	2	1	3/8	1/4	3/2	384							
40	38	223/2	229/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	385							
40	38	112	115	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	386							
40	38	225/2	231/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	387							
40	38	113	116	1.0		3/8	3/8	Chord	6/8	1	1	1/4	1/4	1	388							
40	38	114	117	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	389							
40	38	223/2	229/2	1.5		0	0	Chord	6/8	2	1	3/8	1/4	3/2	390							
40	38	113	116	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	391							
40	38	227/2	233/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	392							
40	38	114	117	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	393							
41	39	229/2	235/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	394							
41	39	115	118	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	395							
41	39	231/2	237/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	396							
41	39	116	119	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	397							
41	39	233/2	239/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	398							
41	39	117	120	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	399							
41	39	229/2	235/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	400							
41	39	115	118	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	401							
41	39	231/2	237/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	402							
41	39	116	119	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	403							
41	39	233/2	239/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	404							
41	39	117	120	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	405							
42	40	235/2	241/2	1.0		0	0	Chord	6/8	1	1	1/4	1/4	1	406							
42	40	237/2	243/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	407							
42	40	119	122	1.5		3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	408							
42	40	235/2	241/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	409							
42	40	118	121	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	410							
42	40	237/2	243/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	411							
42	40	119	122	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	412							
42	40	239/2	245/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	413							
42	40	120	123	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	414							
43	41	241/2	247/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	415							
43	41	121	124	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	416							
43	41	243/2	249/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	417							
43	41	122	125	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	418							
43	41	245/2	251/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	419							
43	41	123	126	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	420							
43	41	241/2	247/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	421							
43	41	121	124	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	422							
43	41	243/2	249/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	423							
43	41	122	125	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	424							
43	41	245/2	251/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	425							
43	41	123	126	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	426							
44	42	247/2	253/2	1.0		0	0	Chord	6/8	1	1	1/4	1/4	1	427							
44	42	249/2	255/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	428							
44	42	125	128	1.5		3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	429							
44	42	247/2	253/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	430							
44	42	124	127	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	431							
44	42	249/2	255/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	432							
44	42	125	128	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	433							
44	42	251/2	257/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	434							
44	42	126	129	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	435							
45	43	253/2	259/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	436							
45	43	127	130	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	437							
45	43	255/2	261/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	438							
45	43	128	131	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	439							
45	43	257/2	263/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	440							
45	43	129	132	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	441							
45	43	253/2	259/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	442							
45	43	127	130	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	443							
45	43	255/2	261/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	444							
45	43	128	131	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	445							
45	43	257/2	263/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	446							
45	43	129	132	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	447							
46	44	259/2	265/2	1.0		0	0	Chord	6/8	1	1	1/4	1/4	1	448							
46	44	261/2	267/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	449							
46	44	131	134	1.5		3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	450							
46	44	259/2	265/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	451							
46	44	130	133	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	452							
46	44	261/2	267/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	453							
46	44	131	134	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	454							
46	44	263/2	269/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	455							
46	44	132	135	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	456							
47	45	265/2	271/2	1.0		0	0	Chord	6/8	1	1	1/4	1/4	1	457							
47	45	267/2	273/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	458							
47	45	134	137	1.5		3/8	3/8	Chord	6/8	1	1	3/8	1/4	3/2	459							
47	45	265/2	271/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	460							
47	45	133	136	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	461							
47	45	267/2	273/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	462							
47	45	134	137	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	463							
47	45	269/2	275/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	464							
47	45	135	138	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	465							
48	46	271/2	277/2	1.0		0	0	Chord	6/8	1	1	1/4	1/4	1	466							
48	46	273/2	279/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	467							
48	46	137	140	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	468							
48	46	275/2	281/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	469							
48	46	138	141	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	470							
48	46	271/2	277/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	471							
48	46	136	139	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	472							
48	46	273/2	279/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	473							
48	46	137	140	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	474							
48	46	275/2	281/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	475							
48	46	138	141	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	476							
49	47	277/2	283/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	477							
49	47	139	142	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	478							
49	47	279/2	285/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	479							
49	47	140	143	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	480							
49	47	281/2	287/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	481							
49	47	141	144	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	482							
49	47	277/2	283/2	1.5		0	0	Chord	6/8	2	1	3/8	1/4	3/2	483							
49	47	140	143	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	484							
49	47	281/2	287/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	485							
49	47	141	144	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	486							
50	48	283/2	289/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	487							
50	48	142	145	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	488							
50	48	285/2	291/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	489							
50	48	143	146	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	490							
50	48	287/2	293/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	491							
50	48	144	147	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	492							
50	48	283/2	289/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	493							
50	48	142	145	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	494							
50	48	285/2	291/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	495							
50	48	143	146	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	496							
50	48	287/2	293/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	497							
50	48	144	147	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	498							
51	49	289/2	295/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	499							
51	49	145	148	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	500							
51	49	291/2	297/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	501							
51	49	146	149	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	502							
51	49	293/2	299/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	503							
51	49	147	150	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	504							
51	49	289/2	295/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	505							
51	49	145	148	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	506							
51	49	291/2	297/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	507							
51	49	146	149	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	508							
51	49	293/2	299/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	509							
51	49	147	150	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	510							
52	50	295/2	301/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	511							
52	50	148	151	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	512							
52	50	297/2	303/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	513							
52	50	149	152	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	514							
52	50	299/2	305/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	515							
52	50	150	153	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	516							
52	50	295/2	301/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	517							
52	50	148	151	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	518							
52	50	297/2	303/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	519							
52	50	149	152	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	520							
52	50	299/2	305/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	521							
52	50	150	153	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	522							
53	51	301/2	307/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	523							
53	51	151	154	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	524							
53	51	303/2	309/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	525							
53	51	152	155	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	526							
53	51	305/2	311/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	527							
53	51	153	156	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	528							
53	51	301/2	307/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	529							
53	51	151	154	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	530							
53	51	303/2	309/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	531							
53	51	152	155	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	532							
53	51	305/2	311/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	533							
53	51	153	156	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	534							
54	52	307/2	313/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	535							
54	52	154	157	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	536							
54	52	309/2	315/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	537							
54	52	155	158	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	538	ornamentShortTrill						
54	52	311/2	317/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	539							
54	52	156	159	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	540							
54	52	307/2	313/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	541							
54	52	154	157	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	542							
54	52	309/2	315/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	543							
54	52	155	158	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	544	ornamentShortTrill						
54	52	311/2	317/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	545							
54	52	156	159	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	546							
55	53	313/2	319/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	547							
55	53	157	160	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	548							
55	53	315/2	321/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	549							
55	53	158	161	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	550							
55	53	317/2	323/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	551							
55	53	159	162	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	552							
55	53	313/2	319/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	553							
55	53	157	160	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	554							
55	53	315/2	321/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	555							
55	53	158	161	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	556							
55	53	317/2	323/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	557							
55	53	159	162	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	558							
56	54	319/2	325/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	559							
56	54	160	163	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	560							
56	54	321/2	327/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	561							
56	54	161	164	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	562	ornamentShortTrill						
56	54	323/2	329/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	563							
56	54	162	165	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	564							
56	54	319/2	325/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	565							
56	54	160	163	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	566							
56	54	321/2	327/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	567							
56	54	161	164	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	568	ornamentShortTrill						
56	54	323/2	329/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	569							
56	54	162	165	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	570							
57	55	325/2	331/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	571							
57	55	163	166	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	572							
57	55	327/2	333/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	573							
57	55	164	167	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	574							
57	55	329/2	335/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	575							
57	55	165	168	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	576							
57	55	325/2	331/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	577							
57	55	163	166	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	578							
57	55	327/2	333/2	0.5		1/4	1/4	Chord	6/8	2	1	1/8	1/8	1	579							
57	55	164	167	0.5		3/8	3/8	Chord	6/8	2	1	1/8	1/8	1	580							
57	55	329/2	335/2	0.5		1/2	1/2	Chord	6/8	2	1	1/8	1/8	1	581							
57	55	165	168	0.5		5/8	5/8	Chord	6/8	2	1	1/8	1/8	1	582							
58	56	331/2	337/2	0.5		0	0	Chord	6/8	1	1	1/8	1/8	1	583							
58	56	166	169	0.5		1/8	1/8	Chord	6/8	1	1	1/8	1/8	1	584							
58	56	333/2	339/2	0.5		1/4	1/4	Chord	6/8	1	1	1/8	1/8	1	585							
58	56	167	170	0.5		3/8	3/8	Chord	6/8	1	1	1/8	1/8	1	586	ornamentShortTrill						
58	56	335/2	341/2	0.5		1/2	1/2	Chord	6/8	1	1	1/8	1/8	1	587							
58	56	168	171	0.5		5/8	5/8	Chord	6/8	1	1	1/8	1/8	1	588							
58	56	331/2	337/2	0.5		0	0	Chord	6/8	2	1	1/8	1/8	1	589							
58	56	166	169	0.5		1/8	1/8	Chord	6/8	2	1	1/8	1/8	1	590							
