mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	0	0	0	0.0	0	11/8	Tempo	6/4	1	1	0					𝅗𝅥.=52	156.0	𝅗𝅥.	52.0	0.0
1	0	0	0	0.5	0	11/8	Chord	6/4	1	1	1/8	1/8	1	0						
2	1	1/2	1/2	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	1						
2	1	7/2	7/2	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	2						
2	1	4	4	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	3						
2	1	9/2	9/2	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	4						
2	1	5	5	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	5						
2	1	11/2	11/2	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	6						
2	1	6	6	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	7						
2	1	1/2	1/2	3.0	0	0	Chord	6/4	1	2	3/4	1/2	3/2	8						
2	1	1	1	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	9						
2	1	3/2	3/2	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	10						
2	1	2	2	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	11						
2	1	5/2	5/2	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	12						
2	1	3	3	0.5	5/8	5/8	Chord	6/4	2	1	1/8	1/8	1	13						
2	1	7/2	7/2	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	14						
2	1	9/2	9/2	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	15						
2	1	11/2	11/2	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	16						
3	2	13/2	13/2	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	17						
3	2	19/2	19/2	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	18						
3	2	10	10	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	19						
3	2	21/2	21/2	0.5	1	1	Chord	6/4	1	1	1/8	1/8	1	20						
3	2	11	11	0.5	9/8	9/8	Chord	6/4	1	1	1/8	1/8	1	21						
3	2	23/2	23/2	0.5	5/4	5/4	Chord	6/4	1	1	1/8	1/8	1	22						
3	2	12	12	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	23						
3	2	7	7	0.5	1/8	1/8	Chord	6/4	1	2	1/8	1/8	1	24						
3	2	15/2	15/2	0.5	1/4	1/4	Chord	6/4	1	2	1/8	1/8	1	25						
3	2	8	8	0.5	3/8	3/8	Chord	6/4	1	2	1/8	1/8	1	26						
3	2	17/2	17/2	0.5	1/2	1/2	Chord	6/4	1	2	1/8	1/8	1	27						
3	2	9	9	0.5	5/8	5/8	Chord	6/4	1	2	1/8	1/8	1	28						
3	2	19/2	19/2	3.0	3/4	3/4	Chord	6/4	1	2	3/4	1/2	3/2	29						
3	2	13/2	13/2	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	30						
3	2	15/2	15/2	1.0	1/4	1/4	Chord	6/4	2	1	1/4	1/4	1	31						
3	2	17/2	17/2	1.0	1/2	1/2	Chord	6/4	2	1	1/4	1/4	1	32						
3	2	19/2	19/2	1.0	3/4	3/4	Chord	6/4	2	1	1/4	1/4	1	33						
3	2	21/2	21/2	1.0	1	1	Chord	6/4	2	1	1/4	1/4	1	34						
3	2	23/2	23/2	1.0	5/4	5/4	Chord	6/4	2	1	1/4	1/4	1	35						
4	3	25/2	25/2	3.0	0	0	Chord	6/4	1	1	3/4	1/2	3/2	36						
4	3	31/2	31/2	1.0	3/4	3/4	Chord	6/4	1	1	1/4	1/4	1	37						
4	3	33/2	33/2	1.5	1	1	Chord	6/4	1	1	3/8	1/4	3/2	38	ornamentTrill					
4	3	18	18	0.25	11/8	11/8	Chord	6/4	1	1	1/16	1/16	1	39						
4	3	73/4	73/4	0.25	23/16	23/16	Chord	6/4	1	1	1/16	1/16	1	40						
4	3	25/2	25/2	0.5	0	0	Chord	6/4	1	2	1/8	1/8	1	41						
4	3	13	13	0.5	1/8	1/8	Chord	6/4	1	2	1/8	1/8	1	42						
4	3	27/2	27/2	0.5	1/4	1/4	Chord	6/4	1	2	1/8	1/8	1	43						
4	3	14	14	0.5	3/8	3/8	Chord	6/4	1	2	1/8	1/8	1	44						
4	3	29/2	29/2	0.5	1/2	1/2	Chord	6/4	1	2	1/8	1/8	1	45						
4	3	15	15	0.5	5/8	5/8	Chord	6/4	1	2	1/8	1/8	1	46						
4	3	31/2	31/2	0.5	3/4	3/4	Chord	6/4	1	2	1/8	1/8	1	47						
4	3	16	16	0.5	7/8	7/8	Chord	6/4	1	2	1/8	1/8	1	48						
4	3	33/2	33/2	0.5	1	1	Chord	6/4	1	2	1/8	1/8	1	49						
4	3	17	17	0.5	9/8	9/8	Chord	6/4	1	2	1/8	1/8	1	50						
4	3	35/2	35/2	0.5	5/4	5/4	Chord	6/4	1	2	1/8	1/8	1	51						
4	3	18	18	0.5	11/8	11/8	Chord	6/4	1	2	1/8	1/8	1	52						
4	3	25/2	25/2	1.0	0	0	Chord	6/4	2	1	1/4	1/4	1	53						
5	4	37/2	37/2	1.5	0	0	Chord	6/4	1	1	3/8	1/4	3/2	54						
5	4	20	20	0.5	3/8	3/8	Chord	6/4	1	1	1/8	1/8	1	55						
5	4	41/2	41/2	0.5	1/2	1/2	Chord	6/4	1	1	1/8	1/8	1	56						
5	4	21	21	0.5	5/8	5/8	Chord	6/4	1	1	1/8	1/8	1	57						
5	4	43/2	43/2	0.5	3/4	3/4	Chord	6/4	1	1	1/8	1/8	1	58						
5	4	22	22	0.5	7/8	7/8	Chord	6/4	1	1	1/8	1/8	1	59						
5	4	45/2	45/2	1.5	1	1	Chord	6/4	1	1	3/8	1/4	3/2	60						
5	4	24	24	0.5	11/8	11/8	Chord	6/4	1	1	1/8	1/8	1	61						
5	4	39/2	39/2	2.0	1/4	1/4	Chord	6/4	1	2	1/2	1/2	1	62						
5	4	43/2	43/2	1.0	3/4	3/4	Chord	6/4	1	2	1/4	1/4	1	63						
5	4	45/2	45/2	2.0	1	1	Chord	6/4	1	2	1/2	1/2	1	64						
5	4	37/2	37/2	0.5	0	0	Chord	6/4	2	1	1/8	1/8	1	65						
5	4	19	19	0.5	1/8	1/8	Chord	6/4	2	1	1/8	1/8	1	66						
5	4	39/2	39/2	0.5	1/4	1/4	Chord	6/4	2	1	1/8	1/8	1	67						
5	4	20	20	0.5	3/8	3/8	Chord	6/4	2	1	1/8	1/8	1	68						
5	4	41/2	41/2	0.5	1/2	1/2	Chord	6/4	2	1	1/8	1/8	1	69						
