mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
22	19	155/2	159/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	298							
22	19	74	76	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	299							
22	19	149/2	153/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	300							
22	19	75	77	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	301							
22	19	151/2	155/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	302							
22	19	76	78	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	303							
22	19	153/2	157/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	304							
22	19	77	79	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	305							
22	19	155/2	159/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	306							
22	19	74	76	4.0		0	0	Chord	2/2	2	1	1	1	1	307							
23	20	78	80	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	308							
23	20	80	82	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	309							
23	20	81	83	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	310							
23	20	78	80	2.0		0	0	Chord	2/2	1	2	1/2	1/2	1	311							
23	20	80	82	1.0		1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	312							
23	20	81	83	1.0		3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	313							
23	20	78	80	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	314							
23	20	157/2	161/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	315							
23	20	79	81	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	316							
23	20	159/2	163/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	317							
23	20	80	82	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	318							
23	20	161/2	165/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	319							
23	20	81	83	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	320							
23	20	163/2	167/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	321							
24	21	82	84	1.5		0	0	Chord	2/2	1	1	3/8	1/4	3/2	322							
24	21	167/2	171/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	323							
24	21	335/4	343/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	324							
24	21	84	86	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	325							
24	21	169/2	173/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	326							
24	21	85	87	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	327							
24	21	171/2	175/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	328							
24	21	82	84	1.0		0	0	Chord	2/2	1	2	1/4	1/4	1	329							
24	21	83	85	1.0		1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	330							
24	21	84	86	2.0		1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	331							
24	21	82	84	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	332							
24	21	165/2	169/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	333							
24	21	83	85	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	334							
24	21	167/2	171/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	335							
24	21	84	86	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	336							
24	21	169/2	173/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	337							
24	21	85	87	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	338							
24	21	171/2	175/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	339							
25	22	86	88	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	340							
25	22	173/2	177/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	341							
25	22	87	89	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	342							
25	22	175/2	179/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	343							
25	22	88	90	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	344							
25	22	177/2	181/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	345							
25	22	89	91	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	346							
25	22	179/2	183/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	347							
25	22	86	88	4.0		0	0	Chord	2/2	1	2	1	1	1	348							
25	22	86	88	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	349							
25	22	87	89	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	350							
25	22	88	90	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	351							
25	22	89	91	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	352							
26	23	90	92	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	353							
26	23	181/2	185/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	354							
26	23	91	93	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	355							
26	23	183/2	187/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	356							
26	23	92	94	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	357							
26	23	185/2	189/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	358							
26	23	93	95	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	359							
26	23	187/2	191/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	360							
26	23	90	92	2.0		0	0	Chord	2/2	1	2	1/2	1/2	1	361							
26	23	90	92	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	362							
26	23	91	93	1.0		1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	363							
26	23	92	94	1.0		1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	364							
26	23	93	95	1.0		3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	365							
27	24	94	96	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	366							
27	24	189/2	193/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	367							
27	24	95	97	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	368							
27	24	191/2	195/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	369							
27	24	96	98	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	370							
27	24	193/2	197/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	371							
27	24	97	99	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	372							
27	24	96	98	1.0		1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	373							
27	24	97	99	1.0		3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	374							
27	24	94	96	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	375							
27	24	95	97	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	376							
27	24	191/2	195/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	377							
27	24	96	98	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	378							
27	24	193/2	197/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	379							
27	24	97	99	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	380							
27	24	195/2	199/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	381							
28	25	98	100	4.0		0	0	Chord	2/2	1	1	1	1	1	382							
28	25	98	100	1.5		0	0	Chord	2/2	1	2	3/8	1/4	3/2	383							
28	25	199/2	203/2	0.25		3/8	3/8	Chord	2/2	1	2	1/16	1/16	1	384							
28	25	399/4	407/4	0.25		7/16	7/16	Chord	2/2	1	2	1/16	1/16	1	385							
28	25	100	102	1.0		1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	386							
28	25	101	103	1.0		3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	387							
28	25	98	100	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	388							
28	25	197/2	201/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	389							
28	25	99	101	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	390							
28	25	199/2	203/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	391							
28	25	100	102	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	392							
28	25	201/2	205/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	393							
28	25	101	103	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	394							
28	25	203/2	207/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	395							
29	26	102	104	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	396							
29	26	104	106	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	397							
29	26	102	104	2.0		0	0	Chord	2/2	1	2	1/2	1/2	1	398							
29	26	104	106	1.0		1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	399							
29	26	105	107	1.0		3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	400							
29	26	102	104	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	401							
29	26	205/2	209/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	402							
29	26	103	105	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	403							
29	26	207/2	211/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	404							
29	26	104	106	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	405							
29	26	209/2	213/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	406							
29	26	105	107	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	407							
29	26	211/2	215/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	408							
30	27	106	108	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	409							
30	27	108	110	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	410							
30	27	106	108	0.5		0	0	Chord	2/2	1	2	1/8	1/8	1	411							
30	27	213/2	217/2	0.5		1/8	1/8	Chord	2/2	1	2	1/8	1/8	1	412							
30	27	107	109	0.5		1/4	1/4	Chord	2/2	1	2	1/8	1/8	1	413							
30	27	215/2	219/2	0.5		3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	414							
30	27	108	110	0.5		1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	415							
30	27	217/2	221/2	0.5		5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	416							
30	27	109	111	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	417							
30	27	219/2	223/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	418							
30	27	106	108	1.5		0	0	Chord	2/2	2	1	3/8	1/4	3/2	419	ornamentShortTrill						
30	27	215/2	219/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	420							
30	27	108	110	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	421							
30	27	217/2	221/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	422							
30	27	109	111	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	423							
30	27	219/2	223/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	424							
31	28	110	112	1.0		0	0	Chord	2/2	1	1	1/4	1/4	1	425							
31	28	111	113	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	426							
31	28	223/2	227/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	427							
31	28	112	114	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	428							
31	28	225/2	229/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	429							
31	28	113	115	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	430							
31	28	110	112	1.0		0	0	Chord	2/2	1	2	1/4	1/4	1	431	ornamentShortTrill						
31	28	111	113	1.0		1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	432							
31	28	113	115	0.5		3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	433							
31	28	227/2	231/2	0.5		7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	434							
31	28	110	112	1.0		0	0	Chord	2/2	2	1	1/4	1/4	1	435							
31	28	111	113	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	436							
31	28	223/2	227/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	437							
31	28	112	114	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	438							
31	28	225/2	229/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	439							
31	28	113	115	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	440							
31	28	227/2	231/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	441							
32	29	114	116	1.5		0	0	Chord	2/2	1	1	3/8	1/4	3/2	442	ornamentShortTrill						
32	29	231/2	235/2	0.25		3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	443							
32	29	463/4	471/4	0.25		7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	444							
32	29	116	118	1.0		1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	445							
32	29	117	119	1.0		3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	446							
32	29	114	116	2.0		0	0	Chord	2/2	1	2	1/2	1/2	1	447							
32	29	116	118	1.0		1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	448							
32	29	117	119	1.0		3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	449							
32	29	114	116	0.5		0	0	Chord	2/2	2	1	1/8	1/8	1	450							
32	29	229/2	233/2	0.5		1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	451							
32	29	115	117	0.5		1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	452							
32	29	231/2	235/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	453							
32	29	116	118	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	454							
32	29	233/2	237/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	455							
32	29	117	119	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	456							
32	29	235/2	239/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	457							
33	30	118	120	0.5		0	0	Chord	2/2	1	1	1/8	1/8	1	458							
33	30	237/2	241/2	0.5		1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	459							
33	30	119	121	0.5		1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	460							
33	30	239/2	243/2	0.5		3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	461							
33	30	120	122	0.5		1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	462							
33	30	241/2	245/2	0.5		5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	463							
33	30	121	123	0.5		3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	464							
33	30	243/2	247/2	0.5		7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	465							
33	30	118	120	2.0		0	0	Chord	2/2	1	2	1/2	1/2	1	466							
33	30	118	120	1.5		0	0	Chord	2/2	2	1	3/8	1/4	3/2	467							
33	30	239/2	243/2	0.5		3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	468							
33	30	120	122	0.5		1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	469							
33	30	241/2	245/2	0.5		5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	470							
33	30	121	123	0.5		3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	471							
33	30	243/2	247/2	0.5		7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	472							
34	31	122	124	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	473	articStaccatoAbove						
34	31	124	126	2.0		1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	474	articStaccatoAbove						
34	31	122	124	2.0		0	0	Chord	2/2	1	2	1/2	1/2	1	475							
34	31	124	126	2.0		1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	476							
34	31	122	124	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	477	articStaccatoBelow						
34	31	124	126	2.0		1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	478	articStaccatoBelow						
35	32	126	128	2.0		0	0	Chord	2/2	1	1	1/2	1/2	1	479							
35	32	126	128	2.0		0	0	Chord	2/2	1	2	1/2	1/2	1	480							
35	32	126	128	2.0		0	0	Chord	2/2	2	1	1/2	1/2	1	481							
