mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
10	10	59/2	59/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	122								
10	10	27	27	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	123								
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	124								
11	11	30	30	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	125	ornamentTurn							
11	11	61/2	61/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	126								
11	11	31	31	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	127								
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	128								
11	11	32	32	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	129								
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	130								
11	11	31	31	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	131								
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	132								
11	11	31	31	1.0	1/4	1/4	Chord	3/4	1	3	1/4		1/4	1	133								
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	3	1/4		1/4	1	134								
11	11	31	31	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	135								
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	136								
12	12	33	33	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	137								
12	12	34	34	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	138								
12	12	33	33	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	139								
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	140								
12	12	34	34	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	141								
12	12	33	33	1.0	0	0	Chord	3/4	1	3	1/4		1/4	1	142								
12	12	34	34	2.0	1/4	1/4	Chord	3/4	1	3	1/2		1/2	1	143								
12	12	33	33	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	144								
12	12	34	34	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	145								
13	13	36	36	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	146								
13	13	37	37	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	147								
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	148								
13	13	38	38	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	149								
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	150								
13	13	36	36	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	151								
13	13	37	37	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	152								
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	153								
13	13	38	38	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	154								
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	155								
13	13	36	36	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	156								
13	13	37	37	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	157								
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	158								
13	13	36	36	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	159								
13	13	73/2	73/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	160								
13	13	37	37	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	161								
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	162								
14	14	39	39	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	163								
14	14	40	40	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	164								
14	14	39	39	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	165								
14	14	40	40	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	166								
14	14	39	39	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	167								
14	14	40	40	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	168								
14	14	39	39	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	169								
14	14	40	40	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	170								
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	171								
14	14	41	41	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	172								
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	173								
15	15	42	42	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	174								
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	175								
15	15	43	43	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	176								
15	15	87/2	87/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	177								
15	15	44	44	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	178								1
15	15	177/4	177/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	179								1
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	180								
15	15	42	42	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	181								
15	15	43	43	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	182								
15	15	44	44	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	183								
15	15	42	42	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	184								
15	15	43	43	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	185								
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	186								
15	15	42	42	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	187								
15	15	43	43	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	188								
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	189								
16	16	45	45	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	190								
16	16	91/2	91/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	191								
16	16	183/4	183/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	192								
16	16	46	46	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	193								
16	16	46	46	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	194								
16	16	47	47	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	195								
16	16	45	45	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	196								
16	16	46	46	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	197								
16	16	45	45	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	198								
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	199								
16	16	46	46	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	200								
16	16	45	45	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	201								
16	16	46	46	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	202								
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	203								
16	16	47	47	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	204								
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	205								
17	17	48	48	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	206								
17	17	97/2	97/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	207								
17	17	49	49	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	208								
17	17	99/2	99/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	209								
17	17	50	50	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	210								
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	211								
17	17	48	48	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	212								
17	17	49	49	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	213								
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	214								
18	18	51	51	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	215								
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	216								
18	18	52	52	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	217								
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	218								
18	18	53	53	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	219								
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	220								
18	18	51	51	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	221								
18	18	52	52	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	222								
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	223								
19	19	54	54	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	224								
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	225								
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	226								
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	227								
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	228								
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	229								
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	230								
19	19	55	55	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	231								
19	19	111/2	111/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	232								
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	233								
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	234								
19	19	55	55	1.0	1/4	1/4	Chord	3/4	1	3	1/4		1/4	1	235								
19	19	56	56	1.0	1/2	1/2	Chord	3/4	1	3	1/4		1/4	1	236								
19	19	54	54	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	237								
19	19	55	55	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	238								
19	19	56	56	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	239								
20	20	57	57	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	240								
20	20	57	57	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	241								
20	20	58	58	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	242								
20	20	58	58	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	243								
20	20	57	57	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	244								
20	20	58	58	2.0	1/4	1/4	Chord	3/4	1	2	1/2		1/2	1	245								
20	20	57	57	1.0	0	0	Chord	3/4	1	3	1/4		1/4	1	246								
20	20	58	58	2.0	1/4	1/4	Chord	3/4	1	3	1/2		1/2	1	247								
20	20	57	57	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	248								
20	20	58	58	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	249								
20	20	59	59	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	250								
21	21	60	60	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	251								
21	21	121/2	121/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	252								
21	21	61	61	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	253								
21	21	123/2	123/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	254								
21	21	62	62	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	255								
21	21	125/2	125/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	256								
21	21	60	60	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	257								
21	21	61	61	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	258								
21	21	62	62	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	259								
22	22	63	63	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	260								
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	261								
22	22	64	64	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	262								
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	263								
22	22	64	64	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	264								
22	22	129/2	129/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	265								
22	22	65	65	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	266								
22	22	131/2	131/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	267								
22	22	63	63	1.0	0	0	Chord	3/4	1	3	1/4		1/4	1	268								
22	22	64	64	2.0	1/4	1/4	Chord	3/4	1	3	1/2		1/2	1	269								
22	22	63	63	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	270								
23	23	66	66	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	271								
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	272								
23	23	67	67	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	273								
23	23	135/2	135/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	274								
23	23	68	68	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	275								
23	23	137/2	137/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	276								
23	23	66	66	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	277								
23	23	66	66	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	278								
23	23	67	67	1.0	1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	279								
23	23	68	68	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	280								
24	24	69	69	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	281								
24	24	139/2	139/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	282								
24	24	70	70	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	283								
24	24	139/2	139/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	284								
24	24	70	70	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	285								
24	24	141/2	141/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	286								
24	24	71	71	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	287								
24	24	143/2	143/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	288								
24	24	69	69	1.0	0	0	Chord	3/4	1	3	1/4		1/4	1	289								
24	24	70	70	2.0	1/4	1/4	Chord	3/4	1	3	1/2		1/2	1	290								
24	24	69	69	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	291								
25	25	72	72	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	292								
25	25	145/2	145/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	293								
25	25	73	73	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	294								
25	25	73	73	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16	1/16	1	295								
25	25	73	73	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	296								
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	297								
25	25	74	74	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	298								
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	299								
25	25	72	72	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	300								
