mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible
1	0	0	0	0.0	0	3/8	Tempo	3/4	1	1	0					𝅘𝅥=168	168.0	𝅘𝅥	168.0	0.0
1	0	0	0	0.5	0	3/8	Chord	3/4	1	1	1/8	1/8	1	0						
1	0	1/2	1/2	0.5	1/8	1/2	Chord	3/4	1	1	1/8	1/8	1	1						
1	0	1	1	0.5	1/4	5/8	Chord	3/4	1	1	1/8	1/8	1	2						
2	1	3/2	3/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	3						
2	1	2	2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	4						
2	1	5/2	5/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	5						
2	1	3	3	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	6						
2	1	7/2	7/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	7						
2	1	4	4	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	8						
2	1	3/2	3/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	9						
2	1	5/2	5/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	10						
2	1	7/2	7/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	11						
3	2	9/2	9/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	12						
3	2	5	5	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	13						
3	2	11/2	11/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	14						
3	2	6	6	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	15						
3	2	13/2	13/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	16						
3	2	7	7	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	17						
3	2	9/2	9/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	18						
3	2	11/2	11/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	19						
3	2	13/2	13/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	20						
4	3	15/2	15/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	21						
4	3	8	8	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	22						
4	3	17/2	17/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	23						
4	3	9	9	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	24						
4	3	19/2	19/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	25						
4	3	10	10	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	26						
4	3	15/2	15/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	27						
4	3	17/2	17/2	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	28	ornamentTremblement					
5	4	21/2	21/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	29						
5	4	11	11	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	30						
5	4	23/2	23/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	31						
5	4	21/2	21/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	32						
5	4	12	12	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	33						
5	4	25/2	25/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	34						
5	4	13	13	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	35						
6	5	14	14	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	36						
6	5	29/2	29/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	37						
6	5	15	15	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	38						
6	5	31/2	31/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	39						
6	5	16	16	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	40						
6	5	27/2	27/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	41						
6	5	29/2	29/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	42						
6	5	31/2	31/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	43						
7	6	33/2	33/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	44						
7	6	17	17	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	45						
7	6	35/2	35/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	46						
7	6	33/2	33/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	47						
7	6	18	18	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	48						
7	6	37/2	37/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	49						
7	6	19	19	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	50						
8	7	20	20	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	51						
8	7	41/2	41/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	52						
8	7	21	21	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	53						
8	7	43/2	43/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	54						
8	7	22	22	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	55						
8	7	39/2	39/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	56						
8	7	41/2	41/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	57						
8	7	43/2	43/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	58						
9	8	45/2	45/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	59						
9	8	23	23	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	60						
9	8	47/2	47/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	61						
9	8	45/2	45/2	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	62						
9	8	24	24	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	63						
9	8	49/2	49/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	64						
9	8	25	25	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	65						
10	9	26	26	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	66						
10	9	53/2	53/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	67						
10	9	27	27	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	68						
10	9	55/2	55/2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	69						
10	9	28	28	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	70						
10	9	51/2	51/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	71						
10	9	53/2	53/2	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	72						
10	9	55/2	55/2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	73						
11	10	57/2	57/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	74						
11	10	29	29	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	75						
11	10	59/2	59/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	76						
