mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text
5	4	21/4	21/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	22	ornamentShortTrill	
5	4	6	6	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	23		
5	4	25/4	25/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	24		
6	5	27/4	27/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	25	ornamentMordent	
6	5	15/2	15/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	26		
6	5	31/4	31/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	27		
6	5	27/4	27/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	28		
6	5	15/2	15/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	29		
6	5	31/4	31/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	30		
7	6	33/4	33/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	31		
7	6	9	9	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	32		
7	6	37/4	37/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	33		
7	6	33/4	33/4	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	34	ornamentMordent	
7	6	37/4	37/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	35		
8	7	39/4	39/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	36	ornamentShortTrill	
8	7	21/2	21/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	37		
8	7	43/4	43/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	38		
8	7	39/4	39/4	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	39		
8	7	43/4	43/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	40		
9	8	45/4	45/4	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	41		
9	8	45/4	45/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	42	ornamentShortTrill	
9	8	12	12	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	43		
9	8	49/4	49/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	44		
10	9	51/4	51/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	45		
10	9	27/2	27/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	46		
10	9	55/4	55/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	47		
10	9	51/4	51/4	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	48		
10	9	55/4	55/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	49		
11	10	57/4	57/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	50	ornamentMordent	
11	10	15	15	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	51		
11	10	61/4	61/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	52		
11	10	57/4	57/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	53		
11	10	15	15	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	54		
11	10	61/4	61/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	55		
12	11	63/4	63/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	56	ornamentShortTrill	
12	11	33/2	33/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	57		
12	11	67/4	67/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	58		
12	11	63/4	63/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	59		
12	11	33/2	33/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	60		
12	11	67/4	67/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	61		
13	12	69/4	69/4	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	62	ornamentMordent	
13	12	69/4	69/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	63	ornamentShortTrill	
13	12	18	18	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	64		
13	12	73/4	73/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	65		
14	13	75/4	75/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	66		
14	13	39/2	39/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	67		
14	13	79/4	79/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	68		
14	13	75/4	75/4	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	69		
14	13	79/4	79/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	70		
15	14	81/4	81/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	71	ornamentMordent	
15	14	21	21	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	72		
15	14	85/4	85/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	73		
15	14	81/4	81/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	74		
15	14	21	21	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	75		
15	14	85/4	85/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	76		
16	15	87/4	87/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	77		
16	15	45/2	45/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	78		
16	15	91/4	91/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	79		
16	15	87/4	87/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	80	ornamentMordent	
16	15	45/2	45/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	81		
16	15	91/4	91/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	82		
17	16	93/4	93/4	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	83	ornamentShortTrill	
17	16	93/4	93/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	84		
17	16	24	24	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	85		
17	16	97/4	97/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	86		
18	17	99/4	99/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	87		
18	17	51/2	51/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	88		
18	17	103/4	103/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	89		
18	17	99/4	99/4	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	90	ornamentShortTrill	
19	18	105/4	105/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	91	ornamentMordent	
19	18	27	27	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	92		
19	18	109/4	109/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	93		
19	18	105/4	105/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	94		
19	18	27	27	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	95		
19	18	109/4	109/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	96		
20	19	111/4	111/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	97	ornamentShortTrill	
20	19	57/2	57/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	98		
20	19	115/4	115/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	99		
20	19	111/4	111/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	100		
20	19	57/2	57/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	101		
20	19	115/4	115/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	102		
21	20	117/4	117/4	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	103	ornamentMordent	
21	20	117/4	117/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	104		
21	20	30	30	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	105		
21	20	121/4	121/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	106		
22	21	123/4	123/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	107		
22	21	63/2	63/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	108		
22	21	127/4	127/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	109		
22	21	123/4	123/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	110	ornamentMordent	
22	21	63/2	63/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	111		
22	21	127/4	127/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	112		
23	22	129/4	129/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	113	ornamentShortTrill	
23	22	33	33	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	114		
23	22	133/4	133/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	115		
23	22	129/4	129/4	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	116		
23	22	133/4	133/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	117		
24	23	135/4	135/4	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	118	ornamentShortTrill	
24	23	139/4	139/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	119		
24	23	135/4	135/4	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	120		
25	24	141/4	141/4	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	121	ornamentMordent	
25	24	141/4	141/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	122		
25	24	36	36	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	123		
25	24	145/4	145/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	124		
26	25	147/4	147/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	125		
26	25	75/2	75/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	126		
26	25	151/4	151/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	127		
26	25	147/4	147/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	128		
26	25	75/2	75/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	129		
26	25	151/4	151/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	130		
27	26	153/4	153/4	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	131	ornamentMordent	
27	26	153/4	153/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	132		
27	26	39	39	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	133		
27	26	157/4	157/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	134		
28	27	159/4	159/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	135		
28	27	81/2	81/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	136		
28	27	163/4	163/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	137		
28	27	159/4	159/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	138	ornamentMordent	
28	27	81/2	81/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	139		
28	27	163/4	163/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	140		
29	28	165/4	165/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	141	ornamentMordent	
29	28	42	42	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	142		
29	28	169/4	169/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	143		
29	28	165/4	165/4	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	144		
29	28	169/4	169/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	145		
30	29	171/4	171/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	146	ornamentMordent	
30	29	87/2	87/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	147		
30	29	175/4	175/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	148		
30	29	171/4	171/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	149	ornamentShortTrill	
30	29	87/2	87/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	150		
30	29	175/4	175/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	151		
31	30	177/4	177/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	152		
31	30	45	45	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	153		
31	30	181/4	181/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	154		
31	30	177/4	177/4	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	155		
31	30	181/4	181/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	156		
32	31	183/4	183/4	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	157	ornamentMordent	
32	31	183/4	183/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	158		
32	31	93/2	93/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	159		
32	31	187/4	187/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	160		
33	32	189/4	189/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	161		
33	32	189/4	189/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	162	ornamentMordent	
34	32	48	48	0.25	0	3/16	Chord	3/8	1	1	1/16	1/16	1	163		
34	32	193/4	193/4	0.5	1/16	1/4	Chord	3/8	1	1	1/8	1/8	1	164		
35	33	195/4	195/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	165	ornamentShortTrill	
35	33	99/2	99/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	166		
35	33	199/4	199/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	167		
35	33	99/2	99/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	168		
35	33	199/4	199/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	169		
36	34	201/4	201/4	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	170	ornamentMordent	
36	34	201/4	201/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	171	ornamentShortTrill	
36	34	51	51	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	172		
36	34	205/4	205/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	173		
37	35	207/4	207/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	174		
37	35	105/2	105/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	175		
37	35	211/4	211/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	176		
37	35	207/4	207/4	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	177	ornamentMordent	
38	36	213/4	213/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	178	ornamentMordent	
38	36	54	54	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	179		
38	36	217/4	217/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	180		
38	36	213/4	213/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	181		
38	36	54	54	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	182		
38	36	217/4	217/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	183		
39	37	219/4	219/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	184		
39	37	111/2	111/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	185		
39	37	223/4	223/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	186		
39	37	219/4	219/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	187	ornamentShortTrill	
39	37	111/2	111/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	188		
39	37	223/4	223/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	189		
40	38	225/4	225/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	190	ornamentShortTrill	
40	38	57	57	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	191		
40	38	229/4	229/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	192		
40	38	225/4	225/4	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	193	ornamentMordent	
41	39	231/4	231/4	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	194	ornamentMordent	
41	39	231/4	231/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	195		
41	39	117/2	117/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	196		
41	39	235/4	235/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	197		
42	40	237/4	237/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	198		
42	40	60	60	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	199		
42	40	241/4	241/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	200		
42	40	237/4	237/4	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	201		
42	40	239/4	239/4	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	202		
43	41	243/4	243/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	203	ornamentShortTrill	
43	41	123/2	123/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	204		
43	41	247/4	247/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	205		
43	41	123/2	123/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	206		
43	41	247/4	247/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	207		
44	42	249/4	249/4	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	208	ornamentMordent	
44	42	249/4	249/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	209	ornamentShortTrill	
44	42	63	63	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	210		
44	42	253/4	253/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	211		
45	43	255/4	255/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	212		
45	43	129/2	129/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	213		
45	43	259/4	259/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	214		
45	43	255/4	255/4	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	215	ornamentMordent	
46	44	261/4	261/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	216	ornamentMordent	
46	44	66	66	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	217		
46	44	265/4	265/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	218		
46	44	261/4	261/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	219		
46	44	66	66	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	220		
46	44	265/4	265/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	221		
47	45	267/4	267/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	222	ornamentShortTrill	
47	45	135/2	135/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	223		
47	45	271/4	271/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	224		
47	45	267/4	267/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	225		
47	45	135/2	135/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	226		
47	45	271/4	271/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	227		
48	46	273/4	273/4	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	228	ornamentMordent	
48	46	273/4	273/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	229	ornamentShortTrill	
48	46	69	69	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	230		
48	46	277/4	277/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	231		
49	47	279/4	279/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	232		
49	47	141/2	141/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	233		
49	47	283/4	283/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	234		
49	47	279/4	279/4	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	235	ornamentMordent	
50	48	285/4	285/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	236	ornamentMordent	
50	48	72	72	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	237		
50	48	289/4	289/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	238		
50	48	285/4	285/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	239		
50	48	72	72	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	240		
50	48	289/4	289/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	241		
51	49	291/4	291/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	242	ornamentShortTrill	
51	49	147/2	147/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	243		
51	49	295/4	295/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	244		
51	49	291/4	291/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	245		
51	49	147/2	147/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	246		
51	49	295/4	295/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	247		
52	50	297/4	297/4	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	248	ornamentMordent	
52	50	297/4	297/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	249		
52	50	75	75	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	250		
52	50	301/4	301/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	251		
53	51	303/4	303/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	252		
53	51	153/2	153/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	253		
53	51	307/4	307/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	254		
53	51	303/4	303/4	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	255		
54	52	309/4	309/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	256		
54	52	78	78	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	257		
54	52	313/4	313/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	258		
54	52	309/4	309/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	259		
54	52	78	78	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	260		
54	52	313/4	313/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	261		
55	53	315/4	315/4	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	262	ornamentMordent	
55	53	159/2	159/2	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	263		
55	53	319/4	319/4	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	264		
55	53	315/4	315/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	265		
55	53	159/2	159/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	266		
55	53	319/4	319/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	267		
56	54	321/4	321/4	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	268		
56	54	323/4	323/4	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	269		
56	54	81	81	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	270		
56	54	325/4	325/4	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	271		
56	54	163/2	163/2	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	272		
56	54	321/4	321/4	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	273		
56	54	325/4	325/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	274		
57	55	327/4	327/4	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	275	ornamentShortTrill	
57	55	327/4	327/4	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	276		
57	55	165/2	165/2	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	277		
57	55	331/4	331/4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	278		
