mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	3/4	1	1	0						𝅘𝅥=60	60.0	𝅘𝅥	60.0	0.0	
1	1	0	0	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	0	ornamentMordent						
1	1	3/2	3/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1							
1	1	2	2	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	2	ornamentShortTrill						
1	1	11/4	11/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	3							
1	1	1	1	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	4							
1	1	0	0	2.0	0	0	Chord	3/4	2	2	1/2		1/2	1	5							
1	1	2	2	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	6							
2	2	3	3	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	7							
2	2	4	4	0.0	1/4	1/4	Chord	3/4	1	1	0	appoggiatura	1/8	1	8							
2	2	4	4	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	9	ornamentMordent						
2	2	3	3	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	10							
2	2	9/2	9/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	11							
2	2	5	5	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	12							
2	2	11/2	11/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	13							
2	2	3	3	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	14							
2	2	4	4	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	15							
3	3	6	6	0.0	0	0	Chord	3/4	1	1	0	appoggiatura	1/8	1	16							
3	3	6	6	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	17							
3	3	15/2	15/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	18							
3	3	8	8	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	19	ornamentShortTrill						
3	3	35/4	35/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	20							
3	3	6	6	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	21							
3	3	7	7	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	22							
