mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	2	9	9	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	28						
4	3	10	10	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	29						
4	3	11	11	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	30						
4	3	23/2	23/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	31						
4	3	47/4	47/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	32						
4	3	12	12	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	33						
4	3	13	13	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	34						
4	3	27/2	27/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	35						
4	3	55/4	55/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	36						
4	3	10	10	3.0	0	0	Chord	2/2	1	2	3/4	1/2	3/2	37						
4	3	13	13	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	38						
4	3	10	10	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	39						
4	3	11	11	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	40						
4	3	12	12	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	41						
4	3	13	13	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	42						
5	4	14	14	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	43						
5	4	15	15	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	44						
5	4	61/4	61/4	0.75	5/16	5/16	Chord	2/2	1	1	3/16	1/8	3/2	45						
5	4	16	16	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	46						
5	4	17	17	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	47						
5	4	14	14	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	48						
5	4	16	16	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	49						
5	4	17	17	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	50						
5	4	14	14	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	51						
5	4	29/2	29/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	52						
5	4	15	15	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	53						
5	4	31/2	31/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	54						
5	4	16	16	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	55						
6	5	18	18	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	56						
6	5	19	19	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	57						
6	5	20	20	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	58						
6	5	41/2	41/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	59						
6	5	21	21	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	60						
6	5	18	18	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	61						
6	5	19	19	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	62						
6	5	20	20	0.5	1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	63						
6	5	41/2	41/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	64						
6	5	21	21	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	65						
6	5	18	18	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	66						
6	5	20	20	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	67						
7	6	22	22	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	68						
7	6	23	23	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	69						
7	6	24	24	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	70						
7	6	25	25	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	71						
7	6	51/2	51/2	0.25	7/8	7/8	Chord	2/2	1	1	1/16	1/16	1	72						
7	6	103/4	103/4	0.25	15/16	15/16	Chord	2/2	1	1	1/16	1/16	1	73						
7	6	22	22	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	74						
7	6	23	23	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	75						
7	6	24	24	2.0	1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	76						
7	6	22	22	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	77						
7	6	23	23	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	78						
7	6	47/2	47/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	79						
7	6	24	24	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	80						
7	6	49/2	49/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	81						
7	6	25	25	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	82						
7	6	51/2	51/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	83						
8	7	26	26	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	84						
8	7	27	27	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	85						
8	7	55/2	55/2	0.25	3/8	3/8	Chord	2/2	1	1	1/16	1/16	1	86						
8	7	111/4	111/4	0.25	7/16	7/16	Chord	2/2	1	1	1/16	1/16	1	87						
8	7	28	28	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	88						
8	7	29	29	0.5	3/4	3/4	Chord	2/2	1	1	1/8	1/8	1	89						
8	7	59/2	59/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8	1/8	1	90						
8	7	26	26	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	91						
8	7	28	28	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	92						
8	7	29	29	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	93						
8	7	26	26	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	94						
8	7	53/2	53/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	95						
8	7	27	27	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	96						
8	7	55/2	55/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	97						
8	7	28	28	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	98						
8	7	29	29	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	99						
9	8	30	30	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	100						
9	8	30	30	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	101						
9	8	30	30	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	102						
10	8	32	32	1.0	0	1/2	Chord	2/2	1	1	1/4	1/4	1	103						
10	8	33	33	1.0	1/4	3/4	Chord	2/2	1	1	1/4	1/4	1	104						
10	8	32	32	2.0	0	1/2	Chord	2/2	1	2	1/2	1/2	1	105						
10	8	32	32	1.0	0	1/2	Chord	2/2	2	1	1/4	1/4	1	106						
10	8	33	33	1.0	1/4	3/4	Chord	2/2	2	1	1/4	1/4	1	107						
11	9	34	34	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	108						
11	9	35	35	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	109						
11	9	71/2	71/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	110						
11	9	36	36	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	111						
11	9	73/2	73/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	112						
11	9	37	37	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	113						
11	9	34	34	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	114						
11	9	36	36	2.0	1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	115						
11	9	34	34	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	116						0
11	9	35	35	1.0	1/4	1/4	Chord	2/2	2	1	1/4	1/4	1	117						
11	9	36	36	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	118						
11	9	73/2	73/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	119						
11	9	37	37	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	120						
12	10	38	38	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	121						
12	10	39	39	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	122						
12	10	40	40	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	123						
12	10	41	41	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	124						
12	10	38	38	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	125						
12	10	40	40	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	126						
12	10	41	41	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	127						
12	10	38	38	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	128						
12	10	40	40	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	129						
12	10	81/2	81/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	130						
12	10	41	41	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	131						
12	10	83/2	83/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	132						
13	11	42	42	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	133						
13	11	43	43	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	134						
13	11	44	44	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	135						
13	11	89/2	89/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	136						
13	11	45	45	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	137						
13	11	42	42	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	138						
13	11	43	43	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	139						
13	11	44	44	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	140						
13	11	45	45	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	141						
13	11	42	42	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	142						
13	11	85/2	85/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	143						
13	11	43	43	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	144						
13	11	87/2	87/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	145						
13	11	44	44	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	146						
13	11	89/2	89/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	147						
13	11	45	45	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	148						
13	11	91/2	91/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	149						
14	12	46	46	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	150						
14	12	47	47	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	151						
14	12	189/4	189/4	0.75	5/16	5/16	Chord	2/2	1	1	3/16	1/8	3/2	152						
14	12	48	48	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	153						
14	12	49	49	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	154						
14	12	46	46	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	155						
14	12	48	48	2.0	1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	156						
14	12	46	46	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	157						
14	12	93/2	93/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	158						
14	12	47	47	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	159						
14	12	95/2	95/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	160						
14	12	48	48	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	161						
15	13	50	50	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	162						
15	13	51	51	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	163						
15	13	52	52	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	164						
15	13	105/2	105/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	165						
15	13	53	53	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	166						
15	13	50	50	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	167						
15	13	53	53	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	168						
15	13	50	50	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	169						
15	13	52	52	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	170						
16	14	54	54	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	171						
16	14	56	56	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	172						
16	14	57	57	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	173						
16	14	54	54	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	174						
16	14	56	56	2.0	1/2	1/2	Chord	2/2	1	2	1/2	1/2	1	175						
16	14	54	54	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	176						
16	14	109/2	109/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	177						
16	14	55	55	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	178						
16	14	111/2	111/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	179						
16	14	56	56	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	180						
16	14	113/2	113/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	181						
16	14	57	57	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	182						
16	14	115/2	115/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	183						
17	15	58	58	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	184						
17	15	59	59	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	185						
17	15	60	60	0.5	1/2	1/2	Chord	2/2	1	1	1/8	1/8	1	186						
17	15	121/2	121/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8	1/8	1	187						
17	15	61	61	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	188						
17	15	58	58	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	189						
17	15	60	60	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	190						
17	15	61	61	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	191						
17	15	58	58	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	192						
17	15	117/2	117/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	193						
17	15	59	59	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	194						
17	15	119/2	119/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	195						
17	15	60	60	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	196						
17	15	121/2	121/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	197						
17	15	61	61	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	198						
17	15	123/2	123/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	199						
18	16	62	62	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	200						
18	16	63	63	0.25	1/4	1/4	Chord	2/2	1	1	1/16	1/16	1	201						
18	16	253/4	253/4	0.75	5/16	5/16	Chord	2/2	1	1	3/16	1/8	3/2	202						
18	16	64	64	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	203						
18	16	65	65	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	204						
18	16	62	62	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	205						
18	16	64	64	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	206						
18	16	65	65	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	207						
18	16	62	62	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	208						
18	16	125/2	125/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	209						
18	16	63	63	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	210						
18	16	127/2	127/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	211						
18	16	64	64	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	212						
19	17	66	66	1.0	0	0	Chord	2/2	1	1	1/4	1/4	1	213						1
19	17	67	67	1.0	1/4	1/4	Chord	2/2	1	1	1/4	1/4	1	214						
19	17	68	68	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	215						
19	17	66	66	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	216						
19	17	67	67	1.0	1/4	1/4	Chord	2/2	1	2	1/4	1/4	1	217						
19	17	68	68	0.5	1/2	1/2	Chord	2/2	1	2	1/8	1/8	1	218						
19	17	137/2	137/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8	1/8	1	219						
19	17	69	69	1.0	3/4	3/4	Chord	2/2	1	2	1/4	1/4	1	220						
19	17	66	66	1.0	0	0	Chord	2/2	2	1	1/4	1/4	1	221						
19	17	68	68	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	222						
20	18	70	70	0.5	0	0	Chord	2/2	1	1	1/8	1/8	1	223						
20	18	141/2	141/2	0.5	1/8	1/8	Chord	2/2	1	1	1/8	1/8	1	224						
20	18	71	71	0.5	1/4	1/4	Chord	2/2	1	1	1/8	1/8	1	225						
20	18	143/2	143/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8	1/8	1	226						
20	18	72	72	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	227						
20	18	70	70	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	228						
20	18	72	72	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	229						
20	18	73	73	0.25	3/4	3/4	Chord	2/2	1	2	1/16	1/16	1	230						
20	18	293/4	293/4	0.25	13/16	13/16	Chord	2/2	1	2	1/16	1/16	1	231						
20	18	147/2	147/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	232						
20	18	70	70	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	233						
20	18	141/2	141/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	234						
20	18	71	71	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	235						
20	18	143/2	143/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	236						
20	18	72	72	0.5	1/2	1/2	Chord	2/2	2	1	1/8	1/8	1	237						
20	18	145/2	145/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8	1/8	1	238						
20	18	73	73	0.5	3/4	3/4	Chord	2/2	2	1	1/8	1/8	1	239						
20	18	147/2	147/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8	1/8	1	240						
21	19	74	74	3.0	0	0	Chord	2/2	1	1	3/4	1/2	3/2	241						
21	19	77	77	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	242						
21	19	74	74	1.0	0	0	Chord	2/2	1	2	1/4	1/4	1	243						
21	19	75	75	0.25	1/4	1/4	Chord	2/2	1	2	1/16	1/16	1	244						
21	19	301/4	301/4	0.25	5/16	5/16	Chord	2/2	1	2	1/16	1/16	1	245						
21	19	151/2	151/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8	1/8	1	246						
21	19	76	76	1.0	1/2	1/2	Chord	2/2	1	2	1/4	1/4	1	247						
21	19	77	77	0.5	3/4	3/4	Chord	2/2	1	2	1/8	1/8	1	248						
21	19	155/2	155/2	0.5	7/8	7/8	Chord	2/2	1	2	1/8	1/8	1	249						
21	19	74	74	0.5	0	0	Chord	2/2	2	1	1/8	1/8	1	250						
21	19	149/2	149/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8	1/8	1	251						
21	19	75	75	0.5	1/4	1/4	Chord	2/2	2	1	1/8	1/8	1	252						
21	19	151/2	151/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8	1/8	1	253						
21	19	76	76	1.0	1/2	1/2	Chord	2/2	2	1	1/4	1/4	1	254						
21	19	77	77	1.0	3/4	3/4	Chord	2/2	2	1	1/4	1/4	1	255						
22	20	78	78	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	256						
22	20	78	78	2.0	0	0	Chord	2/2	1	2	1/2	1/2	1	257						
22	20	78	78	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	258						
