mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	0	-2	3/2	1/8	11/8	2	firstMeasure				1	2
2	1	-2	3/2	3/2	0	3						3
3	2	-2	3/2	3/2	0	3						4
4	3	-2	3/2	3/2	0	3						5
5	4	-2	3/2	3/2	0	2						6
6	5	-2	3/2	3/2	0	3						7
7	6	-2	3/2	3/2	0	2						8
8	7	-2	3/2	3/2	0	2						9
9	8	-2	3/2	3/2	0	2						10
10	9	-2	3/2	3/2	0	4						11
11	10	-2	3/2	3/2	0	2						12
12	11	-2	3/2	3/2	0	2						13
13	12	-2	3/2	3/2	0	2						14
14	13	-2	3/2	3/2	0	3						15
15	14	-2	3/2	3/2	0	3						16
16	15	-2	3/2	3/2	0	4						17
17	16	-2	3/2	11/8	0	5	endRepeat					1, 18
18	16	-2	3/2	1/8	11/8	2	startRepeat		start-repeat		1	19
19	17	-2	3/2	3/2	0	3						20
20	18	-2	3/2	3/2	0	3						21
21	19	-2	3/2	3/2	0	4						22
22	20	-2	3/2	3/2	0	3						23
23	21	-2	3/2	3/2	0	2						24
24	22	-2	3/2	3/2	0	2						25
25	23	-2	3/2	3/2	0	3						26
26	24	-2	3/2	3/2	0	3						27
27	25	-2	3/2	3/2	0	2						28
28	26	-2	3/2	3/2	0	3						29
29	27	-2	3/2	3/2	0	3						30
30	28	-2	3/2	3/2	0	3						31
31	29	-2	3/2	3/2	0	3						32
32	30	-2	3/2	3/2	0	3						33
33	31	-2	3/2	3/2	0	3						34
34	32	-2	3/2	11/8	0	4	endRepeat					18
