mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	-3	6/8	3/4	0	3	firstMeasure					2
2	2	-3	6/8	3/4	0	3						3
3	3	-3	6/8	3/4	0	3						4
4	4	-3	6/8	3/4	0	3						5
5	5	-3	6/8	3/4	0	3						6
6	6	-3	6/8	3/4	0	3						7
7	7	-3	6/8	3/4	0	3						8
8	8	-3	6/8	3/4	0	3						9
9	9	-3	6/8	3/4	0	3						10
10	10	-3	6/8	3/4	0	3						11
11	11	-3	6/8	3/4	0	3						12
12	12	-3	6/8	3/4	0	3						13
13	13	-3	6/8	3/4	0	3						14
14	14	-3	6/8	3/4	0	3						15
15	15	-3	6/8	3/4	0	3						16
16	16	-3	6/8	3/4	0	3						17
17	17	-3	6/8	3/4	0	3						18
18	18	-3	6/8	3/4	0	3						19
19	19	-3	6/8	3/4	0	3						20
20	20	-3	6/8	3/4	0	3						21
21	21	-3	6/8	3/4	0	3						22
22	22	-3	6/8	3/4	0	3						23
23	23	-3	6/8	3/4	0	2						24
24	24	-3	6/8	3/4	0	2						25
25	25	-3	6/8	3/4	0	3						26
26	26	-3	6/8	3/4	0	3	endRepeat					1, 27
27	27	-3	6/8	3/4	0	3	startRepeat		start-repeat			28
28	28	-3	6/8	3/4	0	3						29
29	29	-3	6/8	3/4	0	2						30
30	30	-3	6/8	3/4	0	2						31
31	31	-3	6/8	3/4	0	2						32
32	32	-3	6/8	3/4	0	2						33
33	33	-3	6/8	3/4	0	3						34
34	34	-3	6/8	3/4	0	2						35
35	35	-3	6/8	3/4	0	3						36
36	36	-3	6/8	3/4	0	3						37
37	37	-3	6/8	3/4	0	3						38
38	38	-3	6/8	3/4	0	3						39
39	39	-3	6/8	3/4	0	3						40
40	40	-3	6/8	3/4	0	3						41
41	41	-3	6/8	3/4	0	3						42
42	42	-3	6/8	3/4	0	3						43
43	43	-3	6/8	3/4	0	3						44
44	44	-3	6/8	3/4	0	3						45
45	45	-3	6/8	3/4	0	3						46
46	46	-3	6/8	3/4	0	3						47
47	47	-3	6/8	3/4	0	2						48
48	48	-3	6/8	3/4	0	2						49
49	49	-3	6/8	3/4	0	2						50
50	50	-3	6/8	3/4	0	2						51
51	51	-3	6/8	3/4	0	2						52
52	52	-3	6/8	3/4	0	2						53
53	53	-3	6/8	3/4	0	2						54
54	54	-3	6/8	3/4	0	2						55
55	55	-3	6/8	3/4	0	2						56
56	56	-3	6/8	3/4	0	2						57
57	57	-3	6/8	3/4	0	2						58
58	58	-3	6/8	3/4	0	2						59
59	59	-3	6/8	3/4	0	2						60
60	60	-3	6/8	3/4	0	2	endRepeat					27
