mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	0	0.25	1	4/4	1/16	15/16			1			firstMeasure	2
2	1	1/4	1/4	4.0	1	4/4	1	0						start	3
3	2	17/4	17/4	4.0	1	4/4	1	0					line		4
4	3	33/4	33/4	4.0	1	4/4	1	0							5
5	4	49/4	49/4	4.0	1	4/4	1	0					line		6
6	5	65/4	65/4	4.0	1	4/4	1	0							7
7	6	81/4	81/4	4.0	1	4/4	1	0					line		8
8	7	97/4	97/4	4.0	1	4/4	1	0							9
9	8	113/4	113/4	4.0	1	4/4	1	0							10
10	9	129/4	129/4	4.0	1	4/4	1	0							11
11	10	145/4	145/4	4.0	1	4/4	1	0							12
12	11	161/4	161/4	4.0	1	4/4	1	0					line		13, 14
13	12		177/4	4.0	1	4/4	1	0	1					end	2
14	12	177/4	193/4	3.75	1	4/4	15/16	0	2		1	double	line		15
15	12	48	52	0.25	1	4/4	1/16	15/16			1				16
16	13	193/4	209/4	4.0	1	4/4	1	0							17
17	14	209/4	225/4	4.0	1	4/4	1	0					line		18
18	15	225/4	241/4	4.0	1	4/4	1	0							19
19	16	241/4	257/4	4.0	1	4/4	1	0					line		20
20	17	257/4	273/4	4.0	1	4/4	1	0							21
21	18	273/4	289/4	4.0	1	4/4	1	0					line		22
22	19	289/4	305/4	4.0	1	4/4	1	0							23
23	20	305/4	321/4	4.0	1	4/4	1	0					line		24
24	21	321/4	337/4	4.0	1	4/4	1	0							25
25	22	337/4	353/4	4.0	1	4/4	1	0					line		26
26	23	353/4	369/4	4.0	1	4/4	1	0							27
27	24	369/4	385/4	3.75	1	4/4	15/16	0					section	end	28, -1
