mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	1	3/2	1/8	11/8			1			firstMeasure	2
2	1	1	3/2	3/2	0							3
3	2	1	3/2	3/2	0					line		4
4	3	1	3/2	3/2	0							5
5	4	1	3/2	3/2	0							6
6	5	1	3/2	3/2	0					line		7
7	6	1	3/2	3/2	0							8
8	7	1	3/2	3/2	0							9
9	8	1	3/2	3/2	0					line		10
10	9	1	3/2	3/2	0							11
11	10	1	3/2	3/2	0					line		12
12	11	1	3/2	3/2	0							13
13	12	1	3/2	11/8	0					line	end	1, 14
14	12	1	3/2	1/8	11/8			1	start-repeat		start	15
15	13	1	3/2	3/2	0							16
16	14	1	3/2	3/2	0					line		17
17	15	1	3/2	3/2	0							18
18	16	1	3/2	3/2	0							19
19	17	1	3/2	3/2	0							20
20	18	1	3/2	3/2	0							21
21	19	1	3/2	3/2	0							22
22	20	1	3/2	3/2	0							23
23	21	1	3/2	3/2	0							24
24	22	1	3/2	3/2	0							25
25	23	1	3/2	3/2	0							26
26	24	1	3/2	3/2	0					line		27
27	25	1	3/2	3/2	0							28
28	26	1	3/2	3/2	0					line		29
29	27	1	3/2	3/2	0							30
30	28	1	3/2	11/8	0					section	end	14, -1
