mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	0	2.0	-3	2/2	1/2	1/2			1			firstMeasure	2
2	1	2	2	4.0	-3	2/2	1	0						start	3
3	2	6	6	4.0	-3	2/2	1	0							4
4	3	10	10	4.0	-3	2/2	1	0					line		5
5	4	14	14	4.0	-3	2/2	1	0							6
6	5	18	18	4.0	-3	2/2	1	0							7
7	6	22	22	4.0	-3	2/2	1	0							8
8	7	26	26	4.0	-3	2/2	1	0					line		9, 10
9	8		30	4.0	-3	2/2	1	0	1					end	2
10	8	30	34	2.0	-3	2/2	1/2	0	2		1				11
11	8	32	36	2.0	-3	2/2	1/2	1/2			1			start	12
12	9	34	38	4.0	-3	2/2	1	0							13
13	10	38	42	4.0	-3	2/2	1	0					line		14
14	11	42	46	4.0	-3	2/2	1	0							15
15	12	46	50	4.0	-3	2/2	1	0							16
16	13	50	54	4.0	-3	2/2	1	0							17
17	14	54	58	4.0	-3	2/2	1	0					line		18
18	15	58	62	4.0	-3	2/2	1	0							19
19	16	62	66	4.0	-3	2/2	1	0							20
20	17	66	70	4.0	-3	2/2	1	0							21
21	18	70	74	4.0	-3	2/2	1	0					line		22
22	19	74	78	4.0	-3	2/2	1	0							23
23	20	78	82	4.0	-3	2/2	1	0							24
24	21	82	86	4.0	-3	2/2	1	0							25
25	22	86	90	2.0	-3	2/2	1/2	0					line	end	11, -1
