mc	mn	keysig	timesig	act_dur	offset	repeats	volta	barline	numbering_offset	dont_count	next
1	0	-1	2/2	1/2	1/2	firstMeasure				1	2
2	1	-1	2/2	1	0						3
3	2	-1	2/2	1	0						4
4	3	-1	2/2	1	0						5
5	4	-1	2/2	1	0						6
6	5	-1	2/2	1	0						7
7	6	-1	2/2	1	0						8
8	7	-1	2/2	1	0						9, 10
9	8	-1	2/2	1/2	0	endRepeat	1				1
10	8	-1	2/2	1/2	0		2			1	11
11	8	-1	2/2	1/2	1/2	startRepeat				1	12
12	9	-1	2/2	1	0						13
13	10	-1	2/2	1	0						14
14	11	-1	2/2	1	0						15
15	12	-1	2/2	1	0						16
16	13	-1	2/2	1	0						17
17	14	-1	2/2	1	0						18
18	15	-1	2/2	1	0						19
19	16	-1	2/2	1	0						20
20	17	-1	2/2	1	0						21
21	18	-1	2/2	1	0						22
22	19	-1	2/2	1	0						23
23	20	-1	2/2	1	0						24
24	21	-1	2/2	1	0						25
25	22	-1	2/2	1	0						26
26	23	-1	2/2	1	0						27
27	24	-1	2/2	1	0						28
28	25	-1	2/2	1	0						29
29	26	-1	2/2	1	0						30
30	27	-1	2/2	1	0						31
31	28	-1	2/2	1	0						32
32	29	-1	2/2	1	0						33
33	30	-1	2/2	1	0						34
34	31	-1	2/2	1	0						35
35	32	-1	2/2	1/2	0	endRepeat					11, -1
