mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	0	1.0	1	2/2	1/4	3/4			1			firstMeasure	2
2	1	1	1	4.0	1	2/2	1	0							3
3	2	5	5	4.0	1	2/2	1	0							4
4	3	9	9	4.0	1	2/2	1	0							5
5	4	13	13	4.0	1	2/2	1	0							6
6	5	17	17	4.0	1	2/2	1	0					line		7
7	6	21	21	4.0	1	2/2	1	0							8
8	7	25	25	4.0	1	2/2	1	0							9
9	8	29	29	4.0	1	2/2	1	0							10
10	9	33	33	4.0	1	2/2	1	0							11
11	10	37	37	3.0	1	2/2	3/4	0					line	end	1, 12
12	10	40	40	1.0	1	2/2	1/4	3/4			1	start-repeat		start	13
13	11	41	41	4.0	1	2/2	1	0							14
14	12	45	45	4.0	1	2/2	1	0							15
15	13	49	49	4.0	1	2/2	1	0							16
16	14	53	53	4.0	1	2/2	1	0							17
17	15	57	57	4.0	1	2/2	1	0					line		18
18	16	61	61	4.0	1	2/2	1	0							19
19	17	65	65	4.0	1	2/2	1	0							20
20	18	69	69	4.0	1	2/2	1	0							21
21	19	73	73	4.0	1	2/2	1	0							22
22	20	77	77	4.0	1	2/2	1	0					line		23
23	21	81	81	4.0	1	2/2	1	0							24
24	22	85	85	4.0	1	2/2	1	0							25
25	23	89	89	4.0	1	2/2	1	0							26
26	24	93	93	4.0	1	2/2	1	0							27
27	25	97	97	4.0	1	2/2	1	0					line		28
28	26	101	101	4.0	1	2/2	1	0							29
29	27	105	105	4.0	1	2/2	1	0							30
30	28	109	109	4.0	1	2/2	1	0							31
31	29	113	113	4.0	1	2/2	1	0							32, 33
32	30		117	3.0	1	2/2	3/4	0	1					end	12
33	30	117	120	3.0	1	2/2	3/4	0	2		1	end	line	lastMeasure	-1
