mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	0	0	6/8	1/8	5/8	2	firstMeasure				1	2
2	1	0	6/8	3/4	0	2	startRepeat					3
3	2	0	6/8	3/4	0	2						4
4	3	0	6/8	3/4	0	2						5
5	4	0	6/8	3/4	0	2						6
6	5	0	6/8	3/4	0	2						7
7	6	0	6/8	3/4	0	2						8
8	7	0	6/8	3/4	0	2						9
9	8	0	6/8	3/4	0	2						10
10	9	0	6/8	3/4	0	2						11
11	10	0	6/8	3/4	0	2						12
12	11	0	6/8	3/4	0	2						13
13	12	0	6/8	3/4	0	2						14
14	13	0	6/8	3/4	0	2						15
15	14	0	6/8	3/4	0	2						16
16	15	0	6/8	3/4	0	2						17
17	16	0	6/8	3/4	0	2						18
18	17	0	6/8	3/4	0	2						19
19	18	0	6/8	3/4	0	2						20
20	19	0	6/8	3/4	0	2						21
21	20	0	6/8	3/4	0	2						22
22	21	0	6/8	3/4	0	2						23
23	22	0	6/8	3/4	0	2						24
24	23	0	6/8	3/4	0	2						25
25	24	0	6/8	3/4	0	2						26
26	25	0	6/8	3/4	0	2						27
27	26	0	6/8	3/4	0	2						28
28	27	0	6/8	3/4	0	2						29
29	28	0	6/8	3/4	0	2						30
30	29	0	6/8	3/4	0	2						31
31	30	0	6/8	3/4	0	2						32
32	31	0	6/8	3/4	0	2						33
33	32	0	6/8	3/4	0	3						34
34	33	0	6/8	3/4	0	3						35, 36
35	34	0	6/8	3/4	0	2	endRepeat	1				2
36	34	0	6/8	3/4	0	2		2			1.0	37
37	35	0	6/8	3/4	0	2			double			38
38	36	0	6/8	3/4	0	2	startRepeat		start-repeat			39
39	37	0	6/8	3/4	0	2						40
40	38	0	6/8	3/4	0	2						41
41	39	0	6/8	3/4	0	2						42
42	40	0	6/8	3/4	0	2						43
43	41	0	6/8	3/4	0	2						44
44	42	0	6/8	3/4	0	2						45
45	43	0	6/8	3/4	0	2						46
46	44	0	6/8	3/4	0	2						47
47	45	0	6/8	3/4	0	2						48
48	46	0	6/8	3/4	0	2						49
49	47	0	6/8	3/4	0	2						50
50	48	0	6/8	3/4	0	2						51
51	49	0	6/8	3/4	0	2						52
52	50	0	6/8	3/4	0	2						53
53	51	0	6/8	3/4	0	2						54
54	52	0	6/8	3/4	0	2						55
55	53	0	6/8	3/4	0	2						56
56	54	0	6/8	3/4	0	2						57
57	55	0	6/8	3/4	0	2						58
58	56	0	6/8	3/4	0	2						59
59	57	0	6/8	3/4	0	2						60
60	58	0	6/8	3/4	0	2						61
61	59	0	6/8	3/4	0	2						62
62	60	0	6/8	3/4	0	2						63
63	61	0	6/8	3/4	0	2						64
64	62	0	6/8	3/4	0	2						65
65	63	0	6/8	3/4	0	2						66
66	64	0	6/8	3/4	0	2						67
67	65	0	6/8	3/4	0	2						68
68	66	0	6/8	3/4	0	2						69
69	67	0	6/8	3/4	0	2						70
70	68	0	6/8	3/4	0	2						71
71	69	0	6/8	3/4	0	2						72
72	70	0	6/8	3/4	0	2						73
73	71	0	6/8	3/4	0	2						74
74	72	0	6/8	3/4	0	3						75
75	73	0	6/8	3/4	0	3						76, 78, 79
76	74	0	6/8	3/4	0	2		1				77
77	75	0	6/8	3/4	0	2	endRepeat	1				38
78	75	0	6/8	3/4	0	2	endRepeat	2			1	38
79	75	0	6/8	5/8	0	2	lastMeasure	3	end		1	
