mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	0	1.0	3	2/2	1/4	3/4			1			firstMeasure	2
2	1	1	1	4.0	3	2/2	1	0							3
3	2	5	5	4.0	3	2/2	1	0						start	4
4	3	9	9	4.0	3	2/2	1	0							5
5	4	13	13	4.0	3	2/2	1	0							6
6	5	17	17	4.0	3	2/2	1	0							7
7	6	21	21	4.0	3	2/2	1	0							8
8	7	25	25	4.0	3	2/2	1	0							9
9	8	29	29	4.0	3	2/2	1	0							10
10	9	33	33	4.0	3	2/2	1	0							11
11	10	37	37	4.0	3	2/2	1	0							12
12	11	41	41	4.0	3	2/2	1	0							13
13	12	45	45	4.0	3	2/2	1	0							14
14	13	49	49	4.0	3	2/2	1	0							15
15	14	53	53	4.0	3	2/2	1	0							16
16	15	57	57	4.0	3	2/2	1	0							17, 19
17	16		61	4.0	3	2/2	1	0	1						18
18	1		65	4.0	3	2/2	1	0	1	-15	1			end	3
19	16	61	69	3.0	3	2/2	3/4	0	2	15	1				20
20	16	64	72	1.0	3	2/2	1/4	3/4			1	start-repeat		start	21
21	17	65	73	4.0	3	2/2	1	0							22
22	18	69	77	4.0	3	2/2	1	0							23
23	19	73	81	4.0	3	2/2	1	0							24
24	20	77	85	4.0	3	2/2	1	0							25
25	21	81	89	4.0	3	2/2	1	0							26
26	22	85	93	4.0	3	2/2	1	0							27
27	23	89	97	4.0	3	2/2	1	0							28
28	24	93	101	4.0	3	2/2	1	0							29
29	25	97	105	4.0	3	2/2	1	0							30
30	26	101	109	4.0	3	2/2	1	0							31
31	27	105	113	4.0	3	2/2	1	0							32
32	28	109	117	4.0	3	2/2	1	0							33
33	29	113	121	4.0	3	2/2	1	0							34
34	30	117	125	4.0	3	2/2	1	0							35
35	31	121	129	4.0	3	2/2	1	0							36
36	32	125	133	4.0	3	2/2	1	0							37
37	33	129	137	4.0	3	2/2	1	0							38
38	34	133	141	4.0	3	2/2	1	0							39
39	35	137	145	4.0	3	2/2	1	0							40
40	36	141	149	4.0	3	2/2	1	0							41
41	37	145	153	4.0	3	2/2	1	0							42
42	38	149	157	4.0	3	2/2	1	0							43
43	39	153	161	4.0	3	2/2	1	0							44
44	40	157	165	4.0	3	2/2	1	0							45
45	41	161	169	4.0	3	2/2	1	0							46
46	42	165	173	4.0	3	2/2	1	0							47
47	43	169	177	4.0	3	2/2	1	0							48
48	44	173	181	4.0	3	2/2	1	0							49
49	45	177	185	4.0	3	2/2	1	0							50
50	46	181	189	4.0	3	2/2	1	0							51
51	47	185	193	4.0	3	2/2	1	0							52
52	48	189	197	3.0	3	2/2	3/4	0						end	20, -1
