mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	-1	12/16	3/4	0	3	firstMeasure					2
2	2	-1	12/16	3/4	0	3						3
3	3	-1	12/16	3/4	0	3						4
4	4	-1	12/16	3/4	0	4						5
5	5	-1	12/16	3/4	0	4						6
6	6	-1	12/16	3/4	0	4						7
7	7	-1	12/16	3/4	0	4						8
8	8	-1	12/16	3/4	0	4						9
9	9	-1	12/16	3/4	0	4						10
10	10	-1	12/16	3/4	0	3						11
11	11	-1	12/16	3/4	0	3						12
12	12	-1	12/16	3/4	0	3						13
13	13	-1	12/16	3/4	0	3						14
14	14	-1	12/16	3/4	0	3						15
15	15	-1	12/16	3/4	0	3						16
16	16	-1	12/16	3/4	0	4						17
17	17	-1	12/16	3/4	0	4						18
18	18	-1	12/16	3/4	0	4						19
19	19	-1	12/16	3/4	0	4						20
20	20	-1	12/16	3/4	0	4						21
21	21	-1	12/16	3/4	0	4						22
22	22	-1	12/16	3/4	0	4						23
23	23	-1	12/16	3/4	0	4						24
24	24	-1	12/16	3/4	0	4	endRepeat					1, 25
25	25	-1	12/16	3/4	0	3	startRepeat		start-repeat			26
26	26	-1	12/16	3/4	0	3						27
27	27	-1	12/16	3/4	0	3						28
28	28	-1	12/16	3/4	0	4						29
29	29	-1	12/16	3/4	0	4						30
30	30	-1	12/16	3/4	0	4						31
31	31	-1	12/16	3/4	0	4						32
32	32	-1	12/16	3/4	0	4						33
33	33	-1	12/16	3/4	0	4						34
34	34	-1	12/16	3/4	0	4						35
35	35	-1	12/16	3/4	0	4						36
36	36	-1	12/16	3/4	0	4						37
37	37	-1	12/16	3/4	0	3						38
38	38	-1	12/16	3/4	0	3						39
39	39	-1	12/16	3/4	0	3						40
40	40	-1	12/16	3/4	0	4						41
41	41	-1	12/16	3/4	0	4						42
42	42	-1	12/16	3/4	0	4						43
43	43	-1	12/16	3/4	0	4						44
44	44	-1	12/16	3/4	0	4						45
45	45	-1	12/16	3/4	0	4						46
46	46	-1	12/16	3/4	0	4						47
47	47	-1	12/16	3/4	0	4						48
48	48	-1	12/16	3/4	0	4						49
49	49	-1	12/16	3/4	0	3						50
50	50	-1	12/16	3/4	0	3						51
51	51	-1	12/16	3/4	0	3						52
52	52	-1	12/16	3/4	0	3						53
53	53	-1	12/16	3/4	0	3						54
54	54	-1	12/16	3/4	0	3						55
55	55	-1	12/16	3/4	0	3						56
56	56	-1	12/16	3/4	0	3	endRepeat					25, -1
