mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	0	2.0	-3	4/4	1/2	1/2			1			firstMeasure	2
2	1	2	2	4.0	-3	4/4	1	0					line		3
3	2	6	6	4.0	-3	4/4	1	0							4
4	3	10	10	4.0	-3	4/4	1	0					line		5
5	4	14	14	4.0	-3	4/4	1	0							6
6	5	18	18	4.0	-3	4/4	1	0					line		7, 8
7	6		22	2.0	-3	4/4	1/2	0	1					end	1
8	6	22	24	2.0	-3	4/4	1/2	0	2		1				9
9	6	24	26	2.0	-3	4/4	1/2	1/2			1		line	start	10
10	7	26	28	4.0	-3	4/4	1	0							11
11	8	30	32	4.0	-3	4/4	1	0					line		12
12	9	34	36	4.0	-3	4/4	1	0							13
13	10	38	40	4.0	-3	4/4	1	0					line		14
14	11	42	44	4.0	-3	4/4	1	0							15
15	12	46	48	4.0	-3	4/4	1	0					line		16
16	13	50	52	4.0	-3	4/4	1	0							17
17	14	54	56	4.0	-3	4/4	1	0					line		18
18	15	58	60	4.0	-3	4/4	1	0							19
19	16	62	64	4.0	-3	4/4	1	0					line		20
20	17	66	68	4.0	-3	4/4	1	0							21
21	18	70	72	4.0	-3	4/4	1	0					line		22
22	19	74	76	4.0	-3	4/4	1	0							23
23	20	78	80	4.0	-3	4/4	1	0					line		24
24	21	82	84	4.0	-3	4/4	1	0							25
25	22	86	88	2.0	-3	4/4	1/2	0					line	end	9, -1
