mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	3	2/2	1/4	3/4			1			firstMeasure	2
2	1	3	2/2	1	0							3
3	2	3	2/2	1	0						start	4
4	3	3	2/2	1	0					line		5
5	4	3	2/2	1	0							6
6	5	3	2/2	1	0							7
7	6	3	2/2	1	0							8
8	7	3	2/2	1	0							9
9	8	3	2/2	1	0					line		10
10	9	3	2/2	1	0							11
11	10	3	2/2	1	0							12
12	11	3	2/2	1	0							13
13	12	3	2/2	1	0							14
14	13	3	2/2	1	0					line		15
15	14	3	2/2	1	0							16
16	15	3	2/2	1	0							17, 19
17	16	3	2/2	1	0	1						18
18	16	3	2/2	1	0	1		1			end	3
19	16	3	2/2	3/4	0	2		1	double	line		20
20	16	3	2/2	1/4	3/4			1	start-repeat		start	21
21	17	3	2/2	1	0							22
22	18	3	2/2	1	0							23
23	19	3	2/2	1	0							24
24	20	3	2/2	1	0							25
25	21	3	2/2	1	0					line		26
26	22	3	2/2	1	0							27
27	23	3	2/2	1	0							28
28	24	3	2/2	1	0							29
29	25	3	2/2	1	0							30
30	26	3	2/2	1	0					line		31
31	27	3	2/2	1	0							32
32	28	3	2/2	1	0							33
33	29	3	2/2	1	0							34
34	30	3	2/2	1	0							35
35	31	3	2/2	1	0					line		36
36	32	3	2/2	1	0							37
37	33	3	2/2	1	0							38
38	34	3	2/2	1	0							39
39	35	3	2/2	1	0							40
40	36	3	2/2	1	0					line		41
41	37	3	2/2	1	0							42
42	38	3	2/2	1	0							43
43	39	3	2/2	1	0							44
44	40	3	2/2	1	0							45
45	41	3	2/2	1	0							46
46	42	3	2/2	1	0					line		47
47	43	3	2/2	1	0							48
48	44	3	2/2	1	0							49
49	45	3	2/2	1	0							50
50	46	3	2/2	1	0							51
51	47	3	2/2	1	0							52
52	48	3	2/2	3/4	0					line	end	20, -1
