mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	-1	3/4	3/4	0	2	firstMeasure					2
2	2	-1	3/4	3/4	0	2						3
3	3	-1	3/4	3/4	0	2						4
4	4	-1	3/4	3/4	0	2						5
5	5	-1	3/4	3/4	0	2						6
6	6	-1	3/4	3/4	0	3						7
7	7	-1	3/4	3/4	0	4						8, 9
8	8	-1	3/4	3/4	0	4	endRepeat	1				1
9	8	-1	3/4	3/4	0	4		2			1.0	10
10	9	-1	3/4	3/4	0	4	startRepeat					11
11	10	-1	3/4	3/4	0	3						12
12	11	-1	3/4	3/4	0	3						13
13	12	-1	3/4	3/4	0	3						14
14	13	-1	3/4	3/4	0	3						15
15	14	-1	3/4	3/4	0	3						16
16	15	-1	3/4	3/4	0	3						17
17	16	-1	3/4	3/4	0	4						18
18	17	-1	3/4	3/4	0	3						19
19	18	-1	3/4	3/4	0	3						20
20	19	-1	3/4	3/4	0	3						21
21	20	-1	3/4	3/4	0	3						22
22	21	-1	3/4	3/4	0	4						23
23	22	-1	3/4	3/4	0	3						24
24	23	-1	3/4	3/4	0	3						25
25	24	-1	3/4	3/4	0	3						26
26	25	-1	3/4	3/4	0	3						27
27	26	-1	3/4	3/4	0	3						28
28	27	-1	3/4	3/4	0	3						29
29	28	-1	3/4	3/4	0	3						30
30	29	-1	3/4	3/4	0	4						31
31	30	-1	3/4	3/4	0	4						32
32	31	-1	3/4	3/4	0	4						33, 34
33	32	-1	3/4	3/4	0	4	endRepeat	1				10
34	32	-1	3/4	3/4	0	4	lastMeasure	2	end		1	-1
