mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	-1	9/8	9/8	0	6	firstMeasure					2
2	2	-1	9/8	9/8	0	6						3
3	3	-1	9/8	9/8	0	6						4
4	4	-1	9/8	9/8	0	6						5
5	5	-1	9/8	9/8	0	6						6
6	6	-1	9/8	9/8	0	6						7
7	7	-1	9/8	9/8	0	4						8
8	8	-1	9/8	9/8	0	4						9
9	9	-1	9/8	9/8	0	4						10
10	10	-1	9/8	9/8	0	4						11
11	11	-1	9/8	9/8	0	4						12
12	12	-1	9/8	9/8	0	4						13
13	13	-1	9/8	9/8	0	4						14
14	14	-1	9/8	9/8	0	4						15
15	15	-1	9/8	9/8	0	4						16
16	16	-1	9/8	9/8	0	2						17
17	17	-1	9/8	9/8	0	2						18
18	18	-1	9/8	9/8	0	2						19
19	19	-1	9/8	9/8	0	6						20
20	20	-1	9/8	9/8	0	6						21
21	21	-1	9/8	9/8	0	6						22
22	22	-1	9/8	9/8	0	7						23
23	23	-1	9/8	9/8	0	7						24
24	24	-1	9/8	9/8	0	7						25
25	25	-1	9/8	9/8	0	4						26
26	26	-1	9/8	9/8	0	4						27
27	27	-1	9/8	9/8	0	4						28
28	28	-1	9/8	9/8	0	4						29
29	29	-1	9/8	9/8	0	4						30
30	30	-1	9/8	9/8	0	4						31
31	31	-1	9/8	9/8	0	3						32
32	32	-1	9/8	9/8	0	3						33
33	33	-1	9/8	9/8	0	3						34
34	34	-1	9/8	9/8	0	3						35
35	35	-1	9/8	9/8	0	3						36
36	36	-1	9/8	9/8	0	3						37
37	37	-1	9/8	9/8	0	4						38
38	38	-1	9/8	9/8	0	4						39
39	39	-1	9/8	9/8	0	4						40
40	40	-1	9/8	9/8	0	3						41
41	41	-1	9/8	9/8	0	3						42
42	42	-1	9/8	9/8	0	3						43
43	43	-1	9/8	9/8	0	4						44
44	44	-1	9/8	9/8	0	4						45
45	45	-1	9/8	9/8	0	4						46
46	46	-1	9/8	9/8	0	4						47
47	47	-1	9/8	9/8	0	4						48
48	48	-1	9/8	9/8	0	4						49
49	49	-1	9/8	9/8	0	4						50
50	50	-1	9/8	9/8	0	4						51
51	51	-1	9/8	9/8	0	4						52
52	52	-1	9/8	9/8	0	4						53
53	53	-1	9/8	9/8	0	4						54
54	54	-1	9/8	9/8	0	4						55
55	55	-1	9/8	9/8	0	4						56
56	56	-1	9/8	9/8	0	4						57
57	57	-1	9/8	9/8	0	4						58
58	58	-1	9/8	9/8	0	4						59
59	59	-1	9/8	9/8	0	4						60
60	60	-1	9/8	9/8	0	4						61
61	61	-1	9/8	9/8	0	2						62
62	62	-1	9/8	9/8	0	2						63
63	63	-1	9/8	9/8	0	2						64
64	64	-1	9/8	9/8	0	2						65
65	65	-1	9/8	9/8	0	3						66
66	66	-1	9/8	9/8	0	3						67
67	67	-1	9/8	9/8	0	3						68
68	68	-1	9/8	9/8	0	3						69
69	69	-1	9/8	9/8	0	3						70
70	70	-1	9/8	9/8	0	3						71
71	71	-1	9/8	9/8	0	2						72
72	72	-1	9/8	9/8	0	2						73
73	73	-1	9/8	9/8	0	2						74
74	74	-1	9/8	9/8	0	2						75
75	75	-1	9/8	9/8	0	2						76
76	76	-1	9/8	9/8	0	2						77
77	77	-1	9/8	9/8	0	2						78
78	78	-1	9/8	9/8	0	2						79
79	79	-1	9/8	9/8	0	2						80
80	80	-1	9/8	9/8	0	2						81
81	81	-1	9/8	9/8	0	2						82
82	82	-1	9/8	9/8	0	2						83
83	83	-1	9/8	9/8	0	3						84
84	84	-1	9/8	9/8	0	3						85
85	85	-1	9/8	9/8	0	4						86
86	86	-1	9/8	9/8	0	4						87
87	87	-1	9/8	9/8	0	4						88
88	88	-1	9/8	9/8	0	4						89
89	89	-1	9/8	9/8	0	4						90
90	90	-1	9/8	9/8	0	4						91
91	91	-1	9/8	9/8	0	4						92
92	92	-1	9/8	9/8	0	4						93
93	93	-1	9/8	9/8	0	4						94
94	94	-1	9/8	9/8	0	4						95
95	95	-1	9/8	9/8	0	4						96
96	96	-1	9/8	9/8	0	4						97
97	97	-1	9/8	9/8	0	4						98
98	98	-1	9/8	9/8	0	4						99
99	99	-1	9/8	9/8	0	3						100
100	100	-1	9/8	9/8	0	3						101
101	101	-1	9/8	9/8	0	4						102
102	102	-1	9/8	9/8	0	4						103
103	103	-1	9/8	9/8	0	3						104
104	104	-1	9/8	9/8	0	3						105
105	105	-1	9/8	9/8	0	4						106
106	106	-1	9/8	9/8	0	4						107
107	107	-1	9/8	9/8	0	4						108
108	108	-1	9/8	9/8	0	4						109
109	109	-1	9/8	9/8	0	4						110
110	110	-1	9/8	9/8	0	4						111
111	111	-1	9/8	9/8	0	4						112
112	112	-1	9/8	9/8	0	4						113
113	113	-1	9/8	9/8	0	4						114
114	114	-1	9/8	9/8	0	4						115
115	115	-1	9/8	9/8	0	4						116
116	116	-1	9/8	9/8	0	3						117
117	117	-1	9/8	9/8	0	3						118
118	118	-1	9/8	9/8	0	3						119
119	119	-1	9/8	9/8	0	4						120
120	120	-1	9/8	9/8	0	4						121
121	121	-1	9/8	9/8	0	3						122
122	122	-1	9/8	9/8	0	3						123
123	123	-1	9/8	9/8	0	3						124
124	124	-1	9/8	9/8	0	3						125
125	125	-1	9/8	9/8	0	3						126
126	126	-1	9/8	9/8	0	3						127
127	127	-1	9/8	9/8	0	3						128
128	128	-1	9/8	9/8	0	3						129
129	129	-1	9/8	9/8	0	3						130
130	130	-1	9/8	9/8	0	3						131
131	131	-1	9/8	9/8	0	3						132
132	132	-1	9/8	9/8	0	3						133
133	133	-1	9/8	9/8	0	2						134
134	134	-1	9/8	9/8	0	2						135
135	135	-1	9/8	9/8	0	2						136
136	136	-1	9/8	9/8	0	2						137
137	137	-1	9/8	9/8	0	2						138
138	138	-1	9/8	9/8	0	2						139
139	139	-1	9/8	9/8	0	2						140
140	140	-1	9/8	9/8	0	2						141
141	141	-1	9/8	9/8	0	4						142
142	142	-1	9/8	9/8	0	4						143
143	143	-1	9/8	9/8	0	4						144
144	144	-1	9/8	9/8	0	4						145
145	145	-1	9/8	9/8	0	4						146
146	146	-1	9/8	9/8	0	4						147
147	147	-1	9/8	9/8	0	4						148
148	148	-1	9/8	9/8	0	4						149
149	149	-1	9/8	9/8	0	4						150
150	150	-1	9/8	9/8	0	3						151
151	151	-1	9/8	9/8	0	3						152
152	152	-1	9/8	9/8	0	3						153
