mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	2	2/2	1	0	3	firstMeasure					2
2	2	2	2/2	1	0	3						3
3	3	2	2/2	1	0	3						4
4	4	2	2/2	1	0	3						5
5	5	2	2/2	1	0	3						6
6	6	2	2/2	1	0	3						7
7	7	2	2/2	1	0	3						8
8	8	2	2/2	1	0	3	endRepeat					1, 9
9	9	2	2/2	1	0	3	startRepeat		start-repeat			10
10	10	2	2/2	1	0	3						11
11	11	2	2/2	1	0	3						12
12	12	2	2/2	1	0	3						13
13	13	2	2/2	1	0	3						14
14	14	2	2/2	1	0	3						15
15	15	2	2/2	1	0	3						16
16	16	2	2/2	1	0	3						17
17	17	2	2/2	1	0	3						18
18	18	2	2/2	1	0	3						19
19	19	2	2/2	1	0	2						20
20	20	2	2/2	1	0	2						21
21	21	2	2/2	1	0	2						22
22	22	2	2/2	1	0	2						23
23	23	2	2/2	1	0	2						24
24	24	2	2/2	1	0	3						25
25	25	2	2/2	1	0	3						26
26	26	2	2/2	1	0	3						27
27	27	2	2/2	1	0	3						28
28	28	2	2/2	1	0	3						29
29	29	2	2/2	1	0	3						30
30	30	2	2/2	1	0	3						31
31	31	2	2/2	1	0	3						32
32	32	2	2/2	1	0	3	endRepeat					9, -1
