mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	2/2	1/4	3/4			1			firstMeasure	2
2	1	0	2/2	1	0							3
3	2	0	2/2	1	0							4
4	3	0	2/2	1	0							5
5	4	0	2/2	1	0							6
6	5	0	2/2	1	0					line		7
7	6	0	2/2	1	0							8
8	7	0	2/2	1	0							9
9	8	0	2/2	1	0							10
10	9	0	2/2	1	0							11
11	10	0	2/2	1	0							12
12	11	0	2/2	1	0							13
13	12	0	2/2	1	0							14
14	13	0	2/2	1	0							15
15	14	0	2/2	1	0							16
16	15	0	2/2	1	0							17
17	16	0	2/2	3/4	0						end	1, 18
18	16	0	2/2	1/4	3/4			1	start-repeat		start	19
19	17	0	2/2	1	0							20
20	18	0	2/2	1	0							21
21	19	0	2/2	1	0					line		22
22	20	0	2/2	1	0							23
23	21	0	2/2	1	0							24
24	22	0	2/2	1	0							25
25	23	0	2/2	1	0					line		26
26	24	0	2/2	1	0							27
27	25	0	2/2	1	0							28
28	26	0	2/2	1	0							29
29	27	0	2/2	1	0							30
30	28	0	2/2	1	0							31
31	29	0	2/2	1	0							32
32	30	0	2/2	1	0							33
33	31	0	2/2	1	0							34
34	32	0	2/2	1	0							35
35	33	0	2/2	1	0							36
36	34	0	2/2	1	0							37
37	35	0	2/2	1	0							38
38	36	0	2/2	3/4	0						end	18, -1
