mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	0	3/4	3/4	0	5	firstMeasure					2
2	2	0	3/4	3/4	0	4						3
3	3	0	3/4	3/4	0	7						4
4	4	0	3/4	3/4	0	4						5
5	5	0	3/4	3/4	0	3						6
6	6	0	3/4	3/4	0	2						7
7	7	0	3/4	3/4	0	5						8
8	8	0	3/4	3/4	0	4						9
9	9	0	3/4	3/4	0	2						10
10	10	0	3/4	3/4	0	3						11
11	11	0	3/4	3/4	0	5						12
12	12	0	3/4	3/4	0	5	endRepeat					1, 13
13	13	0	3/4	3/4	0	4	startRepeat					14
14	14	0	3/4	3/4	0	4						15
15	15	0	3/4	3/4	0	3						16
16	16	0	3/4	3/4	0	4						17
17	17	0	3/4	3/4	0	3						18
18	18	0	3/4	3/4	0	2						19
19	19	0	3/4	3/4	0	4						20
20	20	0	3/4	3/4	0	4						21
21	21	0	3/4	3/4	0	3						22
22	22	0	3/4	3/4	0	5						23
23	23	0	3/4	3/4	0	4						24
24	24	0	3/4	3/4	0	5						25
25	25	0	3/4	3/4	0	4						26
26	26	0	3/4	3/4	0	3						27
27	27	0	3/4	3/4	0	4						28
28	28	0	3/4	3/4	0	4	endRepeat					13, -1
