mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	3	2/2	1/4	3/4			1			firstMeasure	2
2	1	3	2/2	1	0							3
3	2	3	2/2	1	0							4
4	3	3	2/2	1	0							5
5	4	3	2/2	1	0					line		6
6	5	3	2/2	1	0							7
7	6	3	2/2	1	0							8
8	7	3	2/2	1	0							9
9	8	3	2/2	3/4	0					line	end	1, 10
10	8	3	2/2	1/4	3/4			1	start-repeat		start	11
11	9	3	2/2	1	0							12
12	10	3	2/2	1	0							13
13	11	3	2/2	1	0							14
14	12	3	2/2	1	0					line		15
15	13	3	2/2	1	0							16
16	14	3	2/2	1	0							17
17	15	3	2/2	1	0							18
18	16	3	2/2	1	0					line		19
19	17	3	2/2	1	0							20
20	18	3	2/2	1	0							21
21	19	3	2/2	1	0							22
22	20	3	2/2	1	0					line		23
23	21	3	2/2	1	0							24
24	22	3	2/2	1	0							25
25	23	3	2/2	1	0							26
26	24	3	2/2	3/4	0					section	end	10, -1
