mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	0	3	4/4	1/16	15/16	3	firstMeasure				1	2
2	1	3	4/4	1	0	5						3
3	2	3	4/4	1	0	6						4
4	3	3	4/4	1	0	5						5
5	4	3	4/4	1	0	7						6
6	5	3	4/4	1	0	8						7
7	6	3	4/4	1	0	7						8
8	7	3	4/4	1	0	7						9
9	8	3	4/4	1	0	6						10
10	9	3	4/4	1	0	6						11
11	10	3	4/4	1	0	7						12
12	11	3	4/4	1	0	6						13
13	12	3	4/4	1	0	6						14
14	13	3	4/4	1	0	5						15
15	14	3	4/4	1	0	6						16
16	15	3	4/4	1	0	6						17
17	16	3	4/4	15/16	0	6	endRepeat					1, 18
18	16	3	4/4	1/16	15/16	3	startRepeat		start-repeat		1	19
19	17	3	4/4	1	0	7						20
20	18	3	4/4	1	0	8						21
21	19	3	4/4	1	0	4						22
22	20	3	4/4	1	0	8						23
23	21	3	4/4	1	0	4						24
24	22	3	4/4	1	0	3						25
25	23	3	4/4	1	0	4						26
26	24	3	4/4	1	0	5						27
27	25	3	4/4	1	0	5						28
28	26	3	4/4	1	0	5						29
29	27	3	4/4	1	0	2						30
30	28	3	4/4	1	0	2						31
31	29	3	4/4	1	0	5						32
32	30	3	4/4	1	0	6						33
33	31	3	4/4	1	0	6						34
34	32	3	4/4	15/16	0	6	endRepeat					18, -1
