mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	0	4.0	-2	4/4	1	0						firstMeasure	2
2	2	4	4	4.0	-2	4/4	1	0					line		3
3	3	8	8	4.0	-2	4/4	1	0							4, 5
4	4		12	4.0	-2	4/4	1	0	1					end	1
5	4	12	16	4.0	-2	4/4	1	0	2		1				6
6	5	16	20	4.0	-2	4/4	1	0						start	7
7	6	20	24	4.0	-2	4/4	1	0							8
8	7	24	28	4.0	-2	4/4	1	0							9
9	8	28	32	4.0	-2	4/4	1	0							10
10	9	32	36	4.0	-2	4/4	1	0							11
11	10	36	40	4.0	-2	4/4	1	0							12
12	11	40	44	4.0	-2	4/4	1	0							13
13	12	44	48	4.0	-2	4/4	1	0							14
14	13	48	52	4.0	-2	4/4	1	0							15
15	14	52	56	4.0	-2	4/4	1	0							16
16	15	56	60	4.0	-2	4/4	1	0							17
17	16	60	64	4.0	-2	4/4	1	0						end	6, -1
