mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	-1	3/2	3/2	0						firstMeasure	2
2	2	-1	3/2	3/2	0							3
3	3	-1	3/2	3/2	0							4
4	4	-1	3/2	3/2	0							5
5	5	-1	3/2	3/2	0							6
6	6	-1	3/2	3/2	0							7
7	7	-1	3/2	3/2	0							8, 9
8	8	-1	3/2	3/2	0	1					end	1
9	8	-1	3/2	3/2	0	2		1				10
10	9	-1	3/2	3/2	0						start	11
11	10	-1	3/2	3/2	0							12
12	11	-1	3/2	3/2	0							13
13	12	-1	3/2	3/2	0							14
14	13	-1	3/2	3/2	0							15
15	14	-1	3/2	3/2	0							16
16	15	-1	3/2	3/2	0							17
17	16	-1	3/2	3/2	0							18
18	17	-1	3/2	3/2	0							19
19	18	-1	3/2	3/2	0							20
20	19	-1	3/2	3/2	0							21
21	20	-1	3/2	3/2	0							22
22	21	-1	3/2	3/2	0							23
23	22	-1	3/2	3/2	0							24
24	23	-1	3/2	3/2	0							25, 26
25	24	-1	3/2	3/2	0	1					end	10
26	24	-1	3/2	3/2	0	2		1	end	section	lastMeasure	-1
