mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	-2	2/2	1/2	1/2			1			firstMeasure	2
2	1	-2	2/2	1	0							3
3	2	-2	2/2	1	0							4
4	3	-2	2/2	1	0					line		5
5	4	-2	2/2	1	0							6
6	5	-2	2/2	1	0							7
7	6	-2	2/2	1	0							8
8	7	-2	2/2	1	0							9, 10
9	8	-2	2/2	1/2	0	1					end	1
10	8	-2	2/2	1/2	0	2		1	double	line		11
11	8	-2	2/2	1/2	1/2			1	start-repeat		start	12
12	9	-2	2/2	1	0							13
13	10	-2	2/2	1	0							14
14	11	-2	2/2	1	0							15
15	12	-2	2/2	1	0					line		16
16	13	-2	2/2	1	0							17
17	14	-2	2/2	1	0							18
18	15	-2	2/2	1	0							19
19	16	-2	2/2	1	0					line		20
20	17	-2	2/2	1	0							21
21	18	-2	2/2	1	0							22
22	19	-2	2/2	1	0							23
23	20	-2	2/2	1	0							24
24	21	-2	2/2	1	0					line		25
25	22	-2	2/2	1	0							26
26	23	-2	2/2	1	0							27
27	24	-2	2/2	1	0							28
28	25	-2	2/2	1	0					line		29
29	26	-2	2/2	1	0							30
30	27	-2	2/2	1	0							31
31	28	-2	2/2	1	0							32
32	29	-2	2/2	1	0					line		33
33	30	-2	2/2	1	0							34
34	31	-2	2/2	1	0							35
35	32	-2	2/2	1	0							36
36	33	-2	2/2	1	0							37
37	34	-2	2/2	1/2	0					section	end	11, -1
