mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	1	3	12/8	3/2	0	4	firstMeasure					2
2	2	3	12/8	3/2	0	5						3
3	3	3	12/8	3/2	0	6						4
4	4	3	12/8	3/2	0	3						5
5	5	3	12/8	3/2	0	4						6
6	6	3	12/8	3/2	0	4						7
7	7	3	12/8	3/2	0	3						8
8	8	3	12/8	3/2	0	4						9
9	9	3	12/8	3/2	0	4						10
10	10	3	12/8	3/2	0	4						11
11	11	3	12/8	3/2	0	3						12
12	12	3	12/8	3/2	0	3						13
13	13	3	12/8	3/2	0	3						14
14	14	3	12/8	3/2	0	3						15
15	15	3	12/8	3/2	0	3						16
16	16	3	12/8	3/2	0	5						17
17	17	3	12/8	3/2	0	4						18
18	18	3	12/8	3/2	0	4						19
19	19	3	12/8	3/2	0	3						20
20	20	3	12/8	3/2	0	3						21
21	21	3	12/8	3/2	0	3						22
22	22	3	12/8	3/2	0	3						23
23	23	3	12/8	3/2	0	4						24
24	24	3	12/8	3/2	0	5						25
25	25	3	12/8	3/2	0	4						26
26	26	3	12/8	3/2	0	4						27
27	27	3	12/8	3/2	0	3						28
28	28	3	12/8	3/2	0	3						29
29	29	3	12/8	3/2	0	3						30
30	30	3	12/8	3/2	0	3						31
31	31	3	12/8	3/2	0	4						32
32	32	3	12/8	3/2	0	4						33
33	33	3	12/8	3/2	0	3						34
34	34	3	12/8	3/2	0	4						35
35	35	3	12/8	3/2	0	4						36
36	36	3	12/8	3/2	0	5						37
37	37	3	12/8	3/2	0	5	endRepeat					1
