mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	0	1.0	0	2/2	1/4	3/4			1			firstMeasure	2
2	1	1	1	4.0	0	2/2	1	0							3
3	2	5	5	4.0	0	2/2	1	0							4
4	3	9	9	4.0	0	2/2	1	0							5
5	4	13	13	4.0	0	2/2	1	0					line		6
6	5	17	17	4.0	0	2/2	1	0							7
7	6	21	21	4.0	0	2/2	1	0							8
8	7	25	25	4.0	0	2/2	1	0							9
9	8	29	29	4.0	0	2/2	1	0					line		10
10	9	33	33	4.0	0	2/2	1	0							11
11	10	37	37	4.0	0	2/2	1	0							12
12	11	41	41	4.0	0	2/2	1	0							13
13	12	45	45	4.0	0	2/2	1	0					line		14
14	13	49	49	4.0	0	2/2	1	0							15
15	14	53	53	4.0	0	2/2	1	0							16
16	15	57	57	4.0	0	2/2	1	0							17
17	16	61	61	4.0	0	2/2	1	0					line		18
18	17	65	65	4.0	0	2/2	1	0							19
19	18	69	69	4.0	0	2/2	1	0							20
20	19	73	73	4.0	0	2/2	1	0							21
21	20	77	77	4.0	0	2/2	1	0					line		22
22	21	81	81	4.0	0	2/2	1	0							23
23	22	85	85	4.0	0	2/2	1	0							24
24	23	89	89	4.0	0	2/2	1	0							25, 26
25	24		93	3.0	0	2/2	3/4	0	1					end	1
26	24	93	96	3.0	0	2/2	3/4	0	2		1	double	line		27
27	24	96	99	1.0	0	2/2	1/4	3/4			1	start-repeat		start	28
28	25	97	100	4.0	0	2/2	1	0							29
29	26	101	104	4.0	0	2/2	1	0							30
30	27	105	108	4.0	0	2/2	1	0							31
31	28	109	112	4.0	0	2/2	1	0							32
32	29	113	116	4.0	0	2/2	1	0					line		33
33	30	117	120	4.0	0	2/2	1	0							34
34	31	121	124	4.0	0	2/2	1	0							35
35	32	125	128	4.0	0	2/2	1	0							36
36	33	129	132	4.0	0	2/2	1	0							37
37	34	133	136	4.0	0	2/2	1	0					line		38
38	35	137	140	4.0	0	2/2	1	0							39
39	36	141	144	4.0	0	2/2	1	0							40
40	37	145	148	4.0	0	2/2	1	0					line		41
41	38	149	152	4.0	0	2/2	1	0							42
42	39	153	156	4.0	0	2/2	1	0							43
43	40	157	160	4.0	0	2/2	1	0					line		44
44	41	161	164	4.0	0	2/2	1	0							45
45	42	165	168	4.0	0	2/2	1	0							46
46	43	169	172	4.0	0	2/2	1	0							47
47	44	173	176	4.0	0	2/2	1	0							48
48	45	177	180	4.0	0	2/2	1	0					line		49
49	46	181	184	4.0	0	2/2	1	0							50
50	47	185	188	4.0	0	2/2	1	0							51
51	48	189	192	4.0	0	2/2	1	0							52
52	49	193	196	4.0	0	2/2	1	0							53
53	50	197	200	4.0	0	2/2	1	0					line		54
54	51	201	204	4.0	0	2/2	1	0							55
55	52	205	208	4.0	0	2/2	1	0							56
56	53	209	212	4.0	0	2/2	1	0							57
57	54	213	216	4.0	0	2/2	1	0							58
58	55	217	220	4.0	0	2/2	1	0							59
59	56	221	224	3.0	0	2/2	3/4	0					section	end	27, -1
