mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	0	6.0	-1	3/2	3/2	0						firstMeasure	2
2	2	6	6	6.0	-1	3/2	3/2	0							3
3	3	12	12	6.0	-1	3/2	3/2	0							4
4	4	18	18	6.0	-1	3/2	3/2	0							5
5	5	24	24	6.0	-1	3/2	3/2	0							6
6	6	30	30	6.0	-1	3/2	3/2	0							7
7	7	36	36	6.0	-1	3/2	3/2	0							8, 9
8	8		42	6.0	-1	3/2	3/2	0	1					end	1
9	8	42	48	6.0	-1	3/2	3/2	0	2		1				10
10	9	48	54	6.0	-1	3/2	3/2	0						start	11
11	10	54	60	6.0	-1	3/2	3/2	0							12
12	11	60	66	6.0	-1	3/2	3/2	0							13
13	12	66	72	6.0	-1	3/2	3/2	0							14
14	13	72	78	6.0	-1	3/2	3/2	0							15
15	14	78	84	6.0	-1	3/2	3/2	0							16
16	15	84	90	6.0	-1	3/2	3/2	0							17
17	16	90	96	6.0	-1	3/2	3/2	0							18
18	17	96	102	6.0	-1	3/2	3/2	0							19
19	18	102	108	6.0	-1	3/2	3/2	0							20
20	19	108	114	6.0	-1	3/2	3/2	0							21
21	20	114	120	6.0	-1	3/2	3/2	0							22
22	21	120	126	6.0	-1	3/2	3/2	0							23
23	22	126	132	6.0	-1	3/2	3/2	0							24
24	23	132	138	6.0	-1	3/2	3/2	0							25, 26
25	24		144	6.0	-1	3/2	3/2	0	1					end	10
26	24	138	150	6.0	-1	3/2	3/2	0	2		1	end	section	lastMeasure	-1
