mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	0	4	4/4	1/16	15/16	2	firstMeasure				1	2
2	1	4	4/4	1	0	2						3
3	2	4	4/4	1	0	2						4
4	3	4	4/4	1	0	2						5
5	4	4	4/4	1	0	2						6
6	5	4	4/4	1	0	2						7
7	6	4	4/4	1	0	2						8
8	7	4	4/4	1	0	2						9
9	8	4	4/4	1	0	2						10
10	9	4	4/4	1	0	2						11
11	10	4	4/4	1	0	2						12
12	11	4	4/4	1	0	2						13
13	12	4	4/4	15/16	0	2	endRepeat		end-repeat			1, 14
14	12	4	4/4	1/16	15/16	2	startRepeat		start-repeat		1	15
15	13	4	4/4	1	0	2						16
16	14	4	4/4	1	0	2						17
17	15	4	4/4	1	0	2						18
18	16	4	4/4	1	0	2						19
19	17	4	4/4	1	0	2						20
20	18	4	4/4	1	0	2						21
21	19	4	4/4	1	0	2						22
22	20	4	4/4	1	0	2						23
23	21	4	4/4	1	0	2						24
24	22	4	4/4	1	0	2						25
25	23	4	4/4	1	0	2						26
26	24	4	4/4	1	0	2						27
27	25	4	4/4	1	0	2						28
28	26	4	4/4	1	0	2						29
29	27	4	4/4	1	0	2						30
30	28	4	4/4	15/16	0	2	endRepeat					14
