mc	mn	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	-1	6/4	1/8	11/8			1			firstMeasure	2
2	1	-1	6/4	3/2	0							3
3	2	-1	6/4	3/2	0							4
4	3	-1	6/4	3/2	0					line		5
5	4	-1	6/4	3/2	0							6
6	5	-1	6/4	3/2	0							7
7	6	-1	6/4	3/2	0					line		8
8	7	-1	6/4	3/2	0							9
9	8	-1	6/4	3/2	0							10
10	9	-1	6/4	3/2	0							11
11	10	-1	6/4	3/2	0					line		12
12	11	-1	6/4	3/2	0							13
13	12	-1	6/4	3/2	0							14
14	13	-1	6/4	3/2	0					line		15
15	14	-1	6/4	3/2	0							16
16	15	-1	6/4	3/2	0							17
17	16	-1	6/4	3/2	0					line		18
18	17	-1	6/4	3/2	0							19
19	18	-1	6/4	3/2	0							20
20	19	-1	6/4	3/2	0							21
21	20	-1	6/4	3/2	0					section	lastMeasure	-1
