mc	mn	keysig	timesig	act_dur	offset	voices	repeats	volta	barline	numbering_offset	dont_count	next
1	0	4	3/4	1/16	11/16	3	firstMeasure				1	2
2	1	4	3/4	3/4	0	3						3
3	2	4	3/4	3/4	0	3						4
4	3	4	3/4	3/4	0	3						5
5	4	4	3/4	3/4	0	3						6
6	5	4	3/4	3/4	0	2						7
7	6	4	3/4	3/4	0	2						8
8	7	4	3/4	3/4	0	3						9
9	8	4	3/4	3/4	0	3						10
10	9	4	3/4	3/4	0	3						11
11	10	4	3/4	3/4	0	4						12
12	11	4	3/4	3/4	0	4						13
13	12	4	3/4	3/4	0	2						14
14	13	4	3/4	3/4	0	2						15
15	14	4	3/4	3/4	0	2						16
16	15	4	3/4	3/4	0	2						17
17	16	4	3/4	11/16	0	4	endRepeat					1, 18
18	16	4	3/4	1/16	11/16	3	startRepeat		start-repeat		1	19
19	17	4	3/4	3/4	0	4						20
20	18	4	3/4	3/4	0	4						21
21	19	4	3/4	3/4	0	3						22
22	20	4	3/4	3/4	0	3						23
23	21	4	3/4	3/4	0	2						24
24	22	4	3/4	3/4	0	2						25
25	23	4	3/4	3/4	0	2						26
26	24	4	3/4	3/4	0	2						27
27	25	4	3/4	3/4	0	2						28
28	26	4	3/4	3/4	0	2						29
29	27	4	3/4	3/4	0	2						30
30	28	4	3/4	3/4	0	2						31
31	29	4	3/4	3/4	0	2						32
32	30	4	3/4	3/4	0	2						33
33	31	4	3/4	3/4	0	2						34
34	32	4	3/4	11/16	0	4	endRepeat					18, -1
