mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	0	0	0	2.0	2	2/2	1/2	1/2			1			firstMeasure	2
2	1	2	2	4.0	2	2/2	1	0							3
3	2	6	6	4.0	2	2/2	1	0							4
4	3	10	10	4.0	2	2/2	1	0							5
5	4	14	14	4.0	2	2/2	1	0							6
6	5	18	18	4.0	2	2/2	1	0							7
7	6	22	22	4.0	2	2/2	1	0							8
8	7	26	26	4.0	2	2/2	1	0							9, 10
9	8		30	2.0	2	2/2	1/2	0	1					end	1
10	8	30	32	2.0	2	2/2	1/2	0	2		1				11
11	8	32	34	2.0	2	2/2	1/2	1/2			1	start-repeat		start	12
12	9	34	36	4.0	2	2/2	1	0							13
13	10	38	40	4.0	2	2/2	1	0							14
14	11	42	44	4.0	2	2/2	1	0							15
15	12	46	48	4.0	2	2/2	1	0							16
16	13	50	52	4.0	2	2/2	1	0							17
17	14	54	56	4.0	2	2/2	1	0							18
18	15	58	60	4.0	2	2/2	1	0							19
19	16	62	64	4.0	2	2/2	1	0							20
20	17	66	68	4.0	2	2/2	1	0							21
21	18	70	72	4.0	2	2/2	1	0							22
22	19	74	76	4.0	2	2/2	1	0							23
23	20	78	80	4.0	2	2/2	1	0							24
24	21	82	84	4.0	2	2/2	1	0							25
25	22	86	88	4.0	2	2/2	1	0							26
26	23	90	92	4.0	2	2/2	1	0							27, 28
27	24		96	2.0	2	2/2	1/2	0	1					end	11
28	24	94	98	2.0	2	2/2	1/2	0	2		1	end		lastMeasure	-1
