mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.0	0	0	3/4	2	1	b.i{		b	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	1	1.0	1/4	1/4	3/4	2	1	V7/iv		b	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
1	1	2	1.0	1/2	1/2	3/4	2	1	iv64		b	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
2	2	3	1.0	0	0	3/4	2	1	#viio7/iv		b	i		#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
2	2	4	1.0	1/4	1/4	3/4	2	1	V6/iv		b	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
2	2	5	1.0	1/2	1/2	3/4	2	1	#viio/iv		b	i		#viio/iv	#vii	o			iv			o	1	1	4, 1, -2		4	4
3	3	6	1.0	0	0	3/4	2	1	i/iv		b	i		i/iv	i				iv			m	1	1	-1, -4, 0		-1	-1
3	3	7	1.0	1/4	1/4	3/4	2	1	iv/iv		b	i		iv/iv	iv				iv			m	1	1	-2, -5, -1		-2	-2
3	3	8	1.0	1/2	1/2	3/4	2	1	V/iv		b	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
4	4	9	3.0	0	0	3/4	2	1	i/iv|PAC}		b	i		i/iv	i				iv	PAC	}	m	1	1	-1, -4, 0		-1	-1
5	5	12	2.0	0	0	3/4	2	1	#viio2{		b	i		#viio2	#vii	o	2				{	o7	1	1	-4, 5, 2, -1		5	-4
5	5	14	1.0	1/2	1/2	3/4	2	1	VI		b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
6	6	15	1.0	0	0	3/4	2	1	#viio7		b	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
6	6	16	1.5	1/4	1/4	3/4	2	1	V6		b	i		V6	V		6					M	1	1	5, 2, 1		1	5
6	6	35/2	0.5	5/8	5/8	3/4	2	1	V65		b	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
7	7	18	1.0	0	0	3/4	2	1	i		b	i		i	i							m	1	1	0, -3, 1		0	0
7	7	19	1.0	1/4	1/4	3/4	2	1	i2		b	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
7	7	20	1.0	1/2	1/2	3/4	2	1	VI	iv6	b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
8	8	21	3.0	0	0	3/4	2	1	V|HC}		b	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
9	9	24	1.0	0	0	3/4	2	1	v{		b	i		v	v						{	m	1	1	1, -2, 2		1	1
9	9	25	1.0	1/4	1/4	3/4	2	1	iio6/iv		b	i		iio6/iv	ii	o	6		iv			o	1	1	-2, -5, 1		1	-2
9	9	26	1.0	1/2	1/2	3/4	2	1	iv6		b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
10	10	27	1.0	0	0	3/4	2	1	#viio2/iv		b	i		#viio2/iv	#vii	o	2		iv			o7	1	1	-5, 4, 1, -2		4	-5
10	10	28	1.0	1/4	1/4	3/4	2	1	V/iv		b	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
10	10	29	1.0	1/2	1/2	3/4	2	1	#viio64/iv		b	i		#viio64/iv	#vii	o	64		iv			o	1	1	-2, 4, 1		4	-2
