mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	13/16	4/4	2	1		b.V		b	i		V	V							M	1	1	1, 5, 2		1	1
2	1	0	0	4/4	2	1		i		b	i		i	i							m	1	1	0, -3, 1		0	0
2	1	3/16	3/16	4/4	2	1		#viio	V6	b	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
2	1	1/4	1/4	4/4	2	1		i		b	i		i	i							m	1	1	0, -3, 1		0	0
2	1	3/8	3/8	4/4	2	1		ii%7		b	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
2	1	1/2	1/2	4/4	2	1		i		b	i		i	i							m	1	1	0, -3, 1		0	0
2	1	5/8	5/8	4/4	2	1		VI		b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
2	1	7/8	7/8	4/4	2	1		iv6		b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
3	2	0	0	4/4	2	1		iv		b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	2	1/8	1/8	4/4	2	1		ii%7		b	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
3	2	1/4	1/4	4/4	2	1		V		b	i		V	V							M	1	1	1, 5, 2		1	1
3	2	1/2	1/2	4/4	2	1		i		b	i		i	i							m	1	1	0, -3, 1		0	0
3	2	5/8	5/8	4/4	2	1		#viio6		b	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
3	2	3/4	3/4	4/4	2	1		i6		b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	2	7/8	7/8	4/4	2	1		i		b	i		i	i							m	1	1	0, -3, 1		0	0
4	3	0	0	4/4	2	1		iv		b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
4	3	1/4	1/4	4/4	2	1		ii%7		b	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
4	3	3/8	3/8	4/4	2	1		i		b	i		i	i							m	1	1	0, -3, 1		0	0
4	3	1/2	1/2	4/4	2	1		V/III		b	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
4	3	5/8	5/8	4/4	2	1		V2/III		b	i		V2/III	V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4
4	3	3/4	3/4	4/4	2	1		iii/III		b	i		iii/III	iii				III			m	1	1	1, -2, 2		1	1
4	3	7/8	7/8	4/4	2	1		viio6/III		b	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
