mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	15/16	4/4	2	1		g.i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	1	0	0	4/4	2	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
2	1	1/8	1/8	4/4	2	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	1	1/4	1/4	4/4	2	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
2	1	1/2	1/2	4/4	2	1		#viio	g	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
2	1	5/8	5/8	4/4	2	1		iio64	g	i		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4
2	1	3/4	3/4	4/4	2	1		V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
2	1	7/8	7/8	4/4	2	1		#viio6	g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
3	2	0	0	4/4	2	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	2	3/8	3/8	4/4	2	1		ii%65	g	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
3	2	1/2	1/2	4/4	2	1		V	g	i		V	V							M	1	1	1, 5, 2		1	1
4	3	0	0	4/4	2	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
4	3	1/8	1/8	4/4	2	1		i7	g	i		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
4	3	1/4	1/4	4/4	2	1		VI6	g	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
4	3	3/8	3/8	4/4	2	1		iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
4	3	1/2	1/2	4/4	2	1		V7/III	g	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
4	3	3/4	3/4	4/4	2	1		v6	g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
4	3	7/8	7/8	4/4	2	1		III6	g	i		III6	III		6					M	1	1	1, -2, -3		-3	1
5	4	0	0	4/4	2	1		VIM7	g	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4
5	4	1/4	1/4	4/4	2	1		iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
5	4	3/8	3/8	4/4	2	1		iio6	g	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
5	4	1/2	1/2	4/4	2	1		V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
5	4	3/4	3/4	4/4	2	1		V(64)	g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
6	5	0	0	4/4	2	1		V7	g	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
6	5	1/8	1/8	4/4	2	1		V2	g	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
6	5	1/4	1/4	4/4	2	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
6	5	3/8	3/8	4/4	2	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
6	5	1/2	1/2	4/4	2	1		V	g	i		V	V							M	1	1	1, 5, 2		1	1
6	5	7/8	7/8	4/4	2	1		iio	g	i		iio	ii	o						o	1	1	2, -1, -4		2	2
7	6	0	0	4/4	2	1		V7/iv	g	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
7	6	1/4	1/4	4/4	2	1		#viio6/iv	g	i		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
7	6	3/8	3/8	4/4	2	1		iv(4)	g	i		iv(4)	iv			4				m	1	1	-1, -2, 0		-1	-1
7	6	1/2	1/2	4/4	2	1		#viio/iv	g	i		#viio/iv	#vii	o			iv			o	1	1	4, 1, -2		4	4
7	6	5/8	5/8	4/4	2	1		iio64/iv	g	i		iio64/iv	ii	o	64		iv			o	1	1	-5, 1, -2		1	-5
7	6	3/4	3/4	4/4	2	1		V7/iv	g	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
7	6	7/8	7/8	4/4	2	1		#viio6/iv	g	i		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
8	7	0	0	4/4	2	1		iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
8	7	3/8	3/8	4/4	2	1		ii%43	g	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
8	7	1/2	1/2	4/4	2	1		#viio64	g	i		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
8	7	5/8	5/8	4/4	2	1		V2	g	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
8	7	3/4	3/4	4/4	2	1		#vi%43	g	i		#vi%43	#vi	%	43					%7	1	1	-3, 1, 3, 0		3	-3
8	7	7/8	7/8	4/4	2	1		#viio6	g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
9	8	0	0	4/4	2	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
9	8	1/2	1/2	4/4	2	1		V2/v	g	i		V2/v	V		2		v			Mm7	1	1	0, 2, 6, 3		2	0
10	9	0	0	4/4	2	1		v6	g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
10	9	1/4	1/4	4/4	2	1		v	g	i		v	v							m	1	1	1, -2, 2		1	1
10	9	3/8	3/8	4/4	2	1		v6	g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
10	9	1/2	1/2	4/4	2	1		#viio6/v	g	i		#viio6/v	#vii	o	6		v			o	1	1	3, 0, 6		6	3
10	9	5/8	5/8	4/4	2	1		ii%2/v	g	i		ii%2/v	ii	%	2		v			%7	1	1	1, 3, 0, -3		3	1
10	9	3/4	3/4	4/4	2	1		V65/v	g	i		V65/v	V		65		v			Mm7	1	1	6, 3, 0, 2		2	6
10	9	7/8	7/8	4/4	2	1		V/v	g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
11	10	0	0	4/4	2	1		V	g	i		V	V							M	1	1	1, 5, 2		1	1
11	10	1/8	1/8	4/4	2	1		iio6	g	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
11	10	1/4	1/4	4/4	2	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
11	10	3/8	3/8	4/4	2	1		#viio6	g	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
11	10	1/2	1/2	4/4	2	1		i	g	i		i	i							m	1	1	0, -3, 1		0	0
11	10	5/8	5/8	4/4	2	1		iio6/iv	g	i		iio6/iv	ii	o	6		iv			o	1	1	-2, -5, 1		1	-2
11	10	3/4	3/4	4/4	2	1		iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
11	10	7/8	7/8	4/4	2	1		VI6/v	g	i		VI6/v	VI		6		v			M	1	1	1, -2, -3		-3	1
12	11	0	0	4/4	2	1		#viio7/v	g	i		#viio7/v	#vii	o	7		v			o7	1	1	6, 3, 0, -3		6	6
12	11	1/4	1/4	4/4	2	1		V/v	g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
12	11	3/8	3/8	4/4	2	1		#viio6/v	g	i		#viio6/v	#vii	o	6		v			o	1	1	3, 0, 6		6	3
12	11	1/2	1/2	4/4	2	1		v6	g	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
12	11	5/8	5/8	4/4	2	1		iv7/v	g	i		iv7/v	iv		7		v			mm7	1	1	0, -3, 1, -2		0	0
12	11	3/4	3/4	4/4	2	1		V/v	g	i		V/v	V				v			M	1	1	2, 6, 3		2	2
13	12	0	0	4/4	2	1		v	g	i		v	v							m	1	1	1, -2, 2		1	1
13	12	1/4	1/4	4/4	2	1		iv/v	g	i		iv/v	iv				v			m	1	1	0, -3, 1		0	0
13	12	3/8	3/8	4/4	2	1		#viio7(+2)/v	g	i		#viio7(+2)/v	#vii	o	7	+2	v			o7	1	1	6, 3, 0, -3	1	6	6
13	12	1/2	1/2	4/4	2	1		V\\	g	i		V	V						\\	M	1	1	1, 5, 2		1	1
15	13	3/8	3/8	4/4	2	1		i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
15	13	1/2	1/2	4/4	2	1		#viio64/iv	g	i		#viio64/iv	#vii	o	64		iv			o	1	1	-2, 4, 1		4	-2
15	13	5/8	5/8	4/4	2	1		iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
15	13	3/4	3/4	4/4	2	1		iv7/iv	g	i		iv7/iv	iv		7		iv			mm7	1	1	-2, -5, -1, -4		-2	-2
15	13	7/8	7/8	4/4	2	1		V7/iv	g	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
16	14	0	0	4/4	2	1		iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
16	14	1/8	1/8	4/4	2	1		iv6	g	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
16	14	1/4	1/4	4/4	2	1		iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
