quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
42	1.0	11	11	1/2	1/2	2/2	2	1	viio64/VII	b	i		viio64/VII	vii	o	64		VII			o	1	1	-3, 3, 0		3	-3
43	1.0	11	11	3/4	3/4	2/2	2	1	VII6	b	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
44	1.0	12	12	0	0	2/2	2	1	ii7/VII	b	i		ii7/VII	ii		7		VII			mm7	1	1	0, -3, 1, -2		0	0
45	1.0	12	12	1/4	1/4	2/2	2	1	V/VII	b	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
46	3.0	12	12	1/2	1/2	2/2	2	1	VII\\	b	i		VII	VII						\\	M	1	1	-2, 2, -1		-2	-2
49	1.0	13	13	1/4	1/4	2/2	2	1	#viio6/v	b	i		#viio6/v	#vii	o	6		v			o	1	1	3, 0, 6		6	3
50	1.0	13	13	1/2	1/2	2/2	2	1	v6	b	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
51	1.0	13	13	3/4	3/4	2/2	2	1	v	b	i		v	v							m	1	1	1, -2, 2		1	1
52	2.0	14	14	0	0	2/2	2	1	iv6/v	b	i		iv6/v	iv		6		v			m	1	1	-3, 1, 0		0	-3
54	1.0	14	14	1/2	1/2	2/2	2	1	V7/v	b	i		V7/v	V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
55	1.0	14	14	3/4	3/4	2/2	2	1	#viio64/v	b	i		#viio64/v	#vii	o	64		v			o	1	1	0, 6, 3		6	0
56	1.0	15	15	0	0	2/2	2	1	V2/v	b	i		V2/v	V		2		v			Mm7	1	1	0, 2, 6, 3		2	0
57	1.0	15	15	1/4	1/4	2/2	2	1	v6	b	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
58	1.0	15	15	1/2	1/2	2/2	2	1	V7(4)/v	b	i		V7(4)/v	V		7	4	v			Mm7	1	1	2, 1, 3, 0		2	2
59	1.0	15	15	3/4	3/4	2/2	2	1	V/v	b	i		V/v	V				v			M	1	1	2, 6, 3		2	2
60	4.0	16	16	0	0	2/2	2	1	v\\	b	i		v	v						\\	m	1	1	1, -2, 2		1	1
64	1.0	17	17	0	0	2/2	2	1	#viio7/iv	b	i		#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
65	1.0	17	17	1/4	1/4	2/2	2	1	#viio6/iv	b	i		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
66	1.0	17	17	1/2	1/2	2/2	2	1	V/iv	b	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
67	1.0	17	17	3/4	3/4	2/2	2	1	#viio64/iv	b	i		#viio64/iv	#vii	o	64		iv			o	1	1	-2, 4, 1		4	-2
68	1.0	18	18	0	0	2/2	2	1	iv6	b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
69	1.0	18	18	1/4	1/4	2/2	2	1	iv	b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
70	1.0	18	18	1/2	1/2	2/2	2	1	iv6	b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
71	1.0	18	18	3/4	3/4	2/2	2	1	iv	b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
72	1.0	19	19	0	0	2/2	2	1	V6(2)/III	b	i		V6(2)/III	V		6	2	III			M	1	1	2, -1, 0		-2	2
73	1.0	19	19	1/4	1/4	2/2	2	1	viio6/III	b	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
74	1.0	19	19	1/2	1/2	2/2	2	1	V/III	b	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
75	1.0	19	19	3/4	3/4	2/2	2	1	viio64/III	b	i		viio64/III	vii	o	64		III			o	1	1	-4, 2, -1		2	-4
76	1.0	20	20	0	0	2/2	2	1	III6	b	i		III6	III		6					M	1	1	1, -2, -3		-3	1
77	1.0	20	20	1/4	1/4	2/2	2	1	III	b	i		III	III							M	1	1	-3, 1, -2		-3	-3
78	1.0	20	20	1/2	1/2	2/2	2	1	III6	b	i		III6	III		6					M	1	1	1, -2, -3		-3	1
79	1.0	20	20	3/4	3/4	2/2	2	1	III	b	i		III	III							M	1	1	-3, 1, -2		-3	-3
80	1.0	21	21	0	0	2/2	2	1	i7	b	i		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
81	0.5	21	21	1/4	1/4	2/2	2	1	VI	b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
163/2	0.5	21	21	3/8	3/8	2/2	2	1	V	b	i		V	V							M	1	1	1, 5, 2		1	1
82	0.5	21	21	1/2	1/2	2/2	2	1	iv	b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
165/2	0.5	21	21	5/8	5/8	2/2	2	1	i6	b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
83	1.0	21	21	3/4	3/4	2/2	2	1	VI6	b	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
84	0.5	22	22	0	0	2/2	2	1	#viio6	b	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
169/2	0.5	22	22	1/8	1/8	2/2	2	1	i6	b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
85	0.5	22	22	1/4	1/4	2/2	2	1	iio6	b	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
171/2	0.5	22	22	3/8	3/8	2/2	2	1	III6	b	i		III6	III		6					M	1	1	1, -2, -3		-3	1
86	0.5	22	22	1/2	1/2	2/2	2	1	IV6	b	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
173/2	0.5	22	22	5/8	5/8	2/2	2	1	#viio	b	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
87	1.0	22	22	3/4	3/4	2/2	2	1	#viio7	b	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
88	1.0	23	23	0	0	2/2	2	1	i	b	i		i	i							m	1	1	0, -3, 1		0	0
89	1.0	23	23	1/4	1/4	2/2	2	1	V65	b	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
90	1.0	23	23	1/2	1/2	2/2	2	1	i	b	i		i	i							m	1	1	0, -3, 1		0	0
91	1.0	23	23	3/4	3/4	2/2	2	1	#viio2	b	i		#viio2	#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
92	1.0	24	24	0	0	2/2	2	1	V7	b	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
93	1.0	24	24	1/4	1/4	2/2	2	1	V(4)	b	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
94	1.0	24	24	1/2	1/2	2/2	2	1	V	b	i		V	V							M	1	1	1, 5, 2		1	1
95	1.0	24	24	3/4	3/4	2/2	2	1	V2	b	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
96	1.0	25	25	0	0	2/2	2	1	i6(#7)	b	i		i6(#7)	i		6	#7				m	1	1	-3, 1, 5		0	-3
97	2.0	25	25	1/4	1/4	2/2	2	1	i6	b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
99	1.0	25	25	3/4	3/4	2/2	2	1	i	b	i		i	i							m	1	1	0, -3, 1		0	0
100	2.0	26	26	0	0	2/2	2	1	ii%7	b	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
102	1.0	26	26	1/2	1/2	2/2	2	1	#viio6	b	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
103	1.0	26	26	3/4	3/4	2/2	2	1	i6	b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
104	1.0	27	27	0	0	2/2	2	1	iio6	b	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
105	1.0	27	27	1/4	1/4	2/2	2	1	V	b	i		V	V							M	1	1	1, 5, 2		1	1
106	1.0	27	27	1/2	1/2	2/2	2	1	VI	b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
107	0.5	27	27	3/4	3/4	2/2	2	1	i64	b	i		i64	i		64					m	1	1	1, 0, -3		0	1
215/2	0.5	27	27	7/8	7/8	2/2	2	1	iv	b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
108	1.0	28	28	0	0	2/2	2	1	i6	b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
109	1.0	28	28	1/4	1/4	2/2	2	1	V	b	i		V	V							M	1	1	1, 5, 2		1	1
110	1.0	28	28	1/2	1/2	2/2	2	1	i	b	i		i	i							m	1	1	0, -3, 1		0	0
111	1.0	28	28	3/4	3/4	2/2	2	1	i2	b	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
112	1.0	29	29	0	0	2/2	2	1	VI	b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
113	1.0	29	29	1/4	1/4	2/2	2	1	V	b	i		V	V							M	1	1	1, 5, 2		1	1
114	1.0	29	29	1/2	1/2	2/2	2	1	iv	b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
115	1.0	29	29	3/4	3/4	2/2	2	1	iv6	b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
116	1.0	30	30	0	0	2/2	2	1	iio	b	i		iio	ii	o						o	1	1	2, -1, -4		2	2
117	1.0	30	30	1/4	1/4	2/2	2	1	iv6	b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
118	1.0	30	30	1/2	1/2	2/2	2	1	V	b	i		V	V							M	1	1	1, 5, 2		1	1
119	1.0	30	30	3/4	3/4	2/2	2	1	V2	b	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
120	1.0	31	31	0	0	2/2	2	1	i6	b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
121	1.0	31	31	1/4	1/4	2/2	2	1	i	b	i		i	i							m	1	1	0, -3, 1		0	0
122	1.0	31	31	1/2	1/2	2/2	2	1	V(64)	b	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
123	1.0	31	31	3/4	3/4	2/2	2	1	V	b	i		V	V							M	1	1	1, 5, 2		1	1
124	4.0	32	32	0	0	2/2	2	1	i\\	b	i		i	i						\\	m	1	1	0, -3, 1		0	0
