mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
42	40	119	1.5	3/8	3/8	6/8	2	1		I6	a	v		I6	I		6					M	1	1	4, 1, 0		0	4
43	41	241/2	1.5	0	0	6/8	2	1		V65/iv	a	v		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
43	41	122	1.5	3/8	3/8	6/8	2	1		#viio6/iv	a	v		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
44	42	247/2	1.5	0	0	6/8	2	1		IV	a	v		IV	IV							M	1	1	-1, 3, 0		-1	-1
44	42	125	1.5	3/8	3/8	6/8	2	1		iio	a	v		iio	ii	o						o	1	1	2, -1, -4		2	2
45	43	253/2	3.0	0	0	6/8	2	1		V65/III	a	v		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
46	44	259/2	1.5	0	0	6/8	2	1		III	a	v		III	III							M	1	1	-3, 1, -2		-3	-3
46	44	131	1.5	3/8	3/8	6/8	2	1		i	a	v		i	i							m	1	1	0, -3, 1		0	0
47	45	265/2	1.5	0	0	6/8	2	1		iio	a	v		iio	ii	o						o	1	1	2, -1, -4		2	2
47	45	134	1.5	3/8	3/8	6/8	2	1		#viio	a	v		#viio	#vii	o						o	1	1	5, 2, -1		5	5
48	46	271/2	1.5	0	0	6/8	2	1		i	a	v		i	i							m	1	1	0, -3, 1		0	0
48	46	137	1.5	3/8	3/8	6/8	2	1		iv	a	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
49	47	277/2	3.0	0	0	6/8	2	1		V|HC}	a	v		V	V					HC	}	M	1	1	1, 5, 2		1	1
49	47	141	0.0	5/8	5/8	6/8	2	1		{	a	v									{		1	1				
50	48	283/2	1.5	0	0	6/8	2	1		i	a	v		i	i							m	1	1	0, -3, 1		0	0
50	48	143	1.5	3/8	3/8	6/8	2	1		VI	a	v		VI	VI							M	1	1	-4, 0, -3		-4	-4
51	49	289/2	1.5	0	0	6/8	2	1		viio/III	a	v		viio/III	vii	o			III			o	1	1	2, -1, -4		2	2
51	49	146	1.5	3/8	3/8	6/8	2	1		V/III	a	v		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
52	50	295/2	1.5	0	0	6/8	2	1		III	a	v		III	III							M	1	1	-3, 1, -2		-3	-3
52	50	149	1.5	3/8	3/8	6/8	2	1		i	a	v		i	i							m	1	1	0, -3, 1		0	0
53	51	301/2	1.5	0	0	6/8	2	1		IV	a	v		IV	IV							M	1	1	-1, 3, 0		-1	-1
53	51	152	1.5	3/8	3/8	6/8	2	1		iio	a	v		iio	ii	o						o	1	1	2, -1, -4		2	2
54	52	307/2	1.5	0	0	6/8	2	1		V	a	v		V	V							M	1	1	1, 5, 2		1	1
54	52	155	1.5	3/8	3/8	6/8	2	1		#viio	a	v		#viio	#vii	o						o	1	1	5, 2, -1		5	5
55	53	313/2	1.5	0	0	6/8	2	1		i	a	v		i	i							m	1	1	0, -3, 1		0	0
55	53	158	1.5	3/8	3/8	6/8	2	1		i6	a	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
56	54	319/2	1.5	0	0	6/8	2	1		#vio	a	v		#vio	#vi	o						o	1	1	3, 0, -3		3	3
56	54	161	1.5	3/8	3/8	6/8	2	1		#vio6	a	v		#vio6	#vi	o	6					o	1	1	0, -3, 3		3	0
57	55	325/2	1.5	0	0	6/8	2	1		iio	a	v		iio	ii	o						o	1	1	2, -1, -4		2	2
57	55	164	1.5	3/8	3/8	6/8	2	1		ii6	a	v		ii6	ii		6					m	1	1	-1, 3, 2		2	-1
58	56	331/2	1.5	0	0	6/8	2	1		#viio	a	v		#viio	#vii	o						o	1	1	5, 2, -1		5	5
58	56	167	1.5	3/8	3/8	6/8	2	1		#viio6	a	v		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
59	57	337/2	0.5	0	0	6/8	2	1		i6	a	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
59	57	169	1.0	1/8	1/8	6/8	2	1		IV	a	v		IV	IV							M	1	1	-1, 3, 0		-1	-1
59	57	170	1.5	3/8	3/8	6/8	2	1		IV6	a	v		IV6	IV		6					M	1	1	3, 0, -1		-1	3
60	58	343/2	0.5	0	0	6/8	2	1		iio	a	v		iio	ii	o						o	1	1	2, -1, -4		2	2
60	58	172	1.0	1/8	1/8	6/8	2	1		i6	a	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
60	58	173	1.5	3/8	3/8	6/8	2	1		V	a	v		V	V							M	1	1	1, 5, 2		1	1
61	59	349/2	1.0	0	0	6/8	2	1		i	a	v		i	i							m	1	1	0, -3, 1		0	0
61	59	351/2	0.5	1/4	1/4	6/8	2	1		iv(9)	a	v		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
61	59	176	1.0	3/8	3/8	6/8	2	1		V(4)	a	v		V(4)	V			4				M	1	1	1, 0, 2		1	1
61	59	177	0.5	5/8	5/8	6/8	2	1		V	a	v		V	V							M	1	1	1, 5, 2		1	1
62	60	355/2	1.5	0	0	6/8	2	1		i|PAC}	a	v		i	i					PAC	}	m	1	1	0, -3, 1		0	0
62	60	179	1.5	3/8	3/8	6/8	2	1		i.iio6/iv{	a	i		iio6/iv	ii	o	6		iv		{	o	1	1	-2, -5, 1		1	-2
63	61	361/2	1.5	0	0	6/8	2	1		V6/iv	a	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
63	61	182	1.5	3/8	3/8	6/8	2	1		V7/iv	a	i		V7/iv	V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
64	62	367/2	2.5	0	0	6/8	2	1		iv	a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
64	62	186	0.5	5/8	5/8	6/8	2	1		iv2	a	i		iv2	iv		2					mm7	1	1	-3, -1, -4, 0		-1	-3
65	63	373/2	1.5	0	0	6/8	2	1		V6/III	a	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
65	63	188	1.5	3/8	3/8	6/8	2	1		V7/III	a	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
66	64	379/2	2.5	0	0	6/8	2	1		III	a	i		III	III							M	1	1	-3, 1, -2		-3	-3
66	64	192	0.5	5/8	5/8	6/8	2	1		IIIM2	a	i		IIIM2	III	M	2					MM7	1	1	2, -3, 1, -2		-3	2
67	65	385/2	3.0	0	0	6/8	2	1		i	a	i		i	i							m	1	1	0, -3, 1		0	0
68	66	391/2	1.5	0	0	6/8	2	1		V6(4)	a	i		V6(4)	V		6	4				M	1	1	0, 2, 1		1	0
68	66	197	1.5	3/8	3/8	6/8	2	1		#viio	a	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
69	67	397/2	1.5	0	0	6/8	2	1		i	a	i		i	i							m	1	1	0, -3, 1		0	0
69	67	200	1.5	3/8	3/8	6/8	2	1		ii%43	a	i		ii%43	ii	%	43					%7	1	1	-4, 0, 2, -1		2	-4
70	68	403/2	3.0	0	0	6/8	2	1		V|HC}	a	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
70	68	204	0.0	5/8	5/8	6/8	2	1		{	a	i									{		1	1				
71	69	409/2	1.5	0	0	6/8	2	1		i	a	i		i	i							m	1	1	0, -3, 1		0	0
71	69	206	1.5	3/8	3/8	6/8	2	1		V6	a	i		V6	V		6					M	1	1	5, 2, 1		1	5
72	70	415/2	1.5	0	0	6/8	2	1		i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
72	70	209	1.5	3/8	3/8	6/8	2	1		V	a	i		V	V							M	1	1	1, 5, 2		1	1
73	71	421/2	1.5	0	0	6/8	2	1		i	a	i		i	i							m	1	1	0, -3, 1		0	0
73	71	212	1.5	3/8	3/8	6/8	2	1		V6	a	i		V6	V		6					M	1	1	5, 2, 1		1	5
74	72	427/2	1.5	0	0	6/8	2	1		i6	a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
74	72	215	1.5	3/8	3/8	6/8	2	1		V	a	i		V	V							M	1	1	1, 5, 2		1	1
75	73	433/2	1.0	0	0	6/8	2	1		i	a	i		i	i							m	1	1	0, -3, 1		0	0
75	73	435/2	0.5	1/4	1/4	6/8	2	1		iv(9)	a	i		iv(9)	iv			9				m	1	1	-1, -4, 0	1	-1	-1
75	73	218	1.5	3/8	3/8	6/8	2	1		V	a	i		V	V							M	1	1	1, 5, 2		1	1
76	74			0	0	6/8	2	1	1	i|PAC}	a	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
76	74			5/8	5/8	6/8	2	1	1	V2/III	a	i		V2/III	V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4
77	35			0	0	6/8	2	1	1	III6	a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
77	35			3/8	3/8	6/8	2	1	1	III	a	i		III	III							M	1	1	-3, 1, -2		-3	-3
78	74	439/2	0.0	0	0	6/8	2	1	2	i|PAC	a	i		i	i					PAC		m	1	1	0, -3, 1		0	0
79	74			0	0	6/8	2	1	3	i|PAC	a	i		i	i					PAC		m	1	1	0, -3, 1		0	0
