mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.0	0	0	2/2	2	1	b.i[i{	b	i	i	i	i						{	m	1	1	0, -3, 1		0	0
1	1	1	1	1.0	1/4	1/4	2/2	2	1	#viio6	b	i	i	#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
1	1	2	2	2.0	1/2	1/2	2/2	2	1	i	b	i	i	i	i							m	1	1	0, -3, 1		0	0
2	2	4	4	1.0	0	0	2/2	2	1	iv	b	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
2	2	5	5	1.0	1/4	1/4	2/2	2	1	i]	b	i	i	i	i							m	1	1	0, -3, 1		0	0
2	2	6	6	1.0	1/2	1/2	2/2	2	1	iio64	b	i		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4
2	2	7	7	1.0	3/4	3/4	2/2	2	1	VI	b	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
3	3	8	8	1.0	0	0	2/2	2	1	iio64	b	i		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4
3	3	9	9	1.0	1/4	1/4	2/2	2	1	V7	b	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
3	3	10	10	1.0	1/2	1/2	2/2	2	1	i6	b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	3	11	11	1.0	3/4	3/4	2/2	2	1	V43	b	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
4	4	12	12	1.0	0	0	2/2	2	1	i6	b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	4	13	13	1.0	1/4	1/4	2/2	2	1	iv	b	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
4	4	14	14	1.0	1/2	1/2	2/2	2	1	V7	b	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	4	15	15	2.0	3/4	3/4	2/2	2	1	i[i	b	i	i	i	i							m	1	1	0, -3, 1		0	0
5	5	17	17	1.0	1/4	1/4	2/2	2	1	#viio6	b	i	i	#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
5	5	18	18	2.0	1/2	1/2	2/2	2	1	i	b	i	i	i	i							m	1	1	0, -3, 1		0	0
6	6	20	20	1.0	0	0	2/2	2	1	iv	b	i	i	iv	iv							m	1	1	-1, -4, 0		-1	-1
6	6	21	21	1.0	1/4	1/4	2/2	2	1	i	b	i	i	i	i							m	1	1	0, -3, 1		0	0
6	6	22	22	1.0	1/2	1/2	2/2	2	1	ii%2]	b	i	i	ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0
