mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	1.25	0	15/16	4/4	2	1	G.I{		G	I		I	I						{	M	0	0	0, 4, 1		0	0
2	1	5/4	5/4	0.5	1/4	1/4	4/4	2	1	viio6(2)		G	I		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
2	1	7/4	7/4	0.5	3/8	3/8	4/4	2	1	viio6		G	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
2	1	9/4	9/4	2.0	1/2	1/2	4/4	2	1	I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	2	17/4	17/4	0.5	0	0	4/4	2	1	IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	2	19/4	19/4	0.5	1/8	1/8	4/4	2	1	I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	2	21/4	21/4	0.5	1/4	1/4	4/4	2	1	viio6(2)		G	I		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2
3	2	23/4	23/4	0.5	3/8	3/8	4/4	2	1	viio6		G	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
3	2	25/4	25/4	2.0	1/2	1/2	4/4	2	1	I		G	I		I	I							M	0	0	0, 4, 1		0	0
4	3	33/4	33/4	0.5	0	0	4/4	2	1	V6(2)/V		G	I		V6(2)/V	V		6	2	V			M	0	0	6, 3, 4		2	6
4	3	35/4	35/4	0.5	1/8	1/8	4/4	2	1	V6/V		G	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
4	3	37/4	37/4	1.0	1/4	1/4	4/4	2	1	V65/V		G	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
4	3	41/4	41/4	1.5	1/2	1/2	4/4	2	1	V		G	I		V	V							M	0	0	1, 5, 2		1	1
