mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.0	0	0	3/4	2	1		F.I		F	I		I	I							M	0	0	0, 4, 1		0	0
1	1	1	1.0	1/4	1/4	3/4	2	1		V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
1	1	2	1.0	1/2	1/2	3/4	2	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
2	2	3	2.0	0	0	3/4	2	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
2	2	5	1.0	1/2	1/2	3/4	2	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	6	0.5	0	0	3/4	2	1		I64	iii6	F	I		I64	I		64					M	0	0	1, 0, 4		0	1
3	3	13/2	0.5	1/8	1/8	3/4	2	1		IV6		F	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
3	3	7	1.0	1/4	1/4	3/4	2	1		V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
3	3	8	1.0	1/2	1/2	3/4	2	1		V6/ii		F	I		V6/ii	V		6		ii			M	0	0	7, 4, 3		3	7
4	4	9	1.0	0	0	3/4	2	1		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
4	4	10	1.0	1/4	1/4	3/4	2	1		ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
4	4	11	1.0	1/2	1/2	3/4	2	1		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
5	5	12	1.0	0	0	3/4	2	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
5	5	13	1.0	1/4	1/4	3/4	2	1		vi		F	I		vi	vi							m	0	0	3, 0, 4		3	3
5	5	14	1.0	1/2	1/2	3/4	2	1		I	vi6	F	I		I	I							M	0	0	0, 4, 1		0	0
6	6	15	3.0	0	0	3/4	2	1		ii		F	I		ii	ii							m	0	0	2, -1, 3		2	2
7	7	18	1.0	0	0	3/4	2	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
7	7	19	1.0	1/4	1/4	3/4	2	1		vi	IV6	F	I		vi	vi							m	0	0	3, 0, 4		3	3
7	7	20	1.0	1/2	1/2	3/4	2	1		viio		F	I		viio	vii	o						o	0	0	5, 2, -1		5	5
8	8	21	1.0	0	0	3/4	2	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
8	8	22	1.0	1/4	1/4	3/4	2	1		I64		F	I		I64	I		64					M	0	0	1, 0, 4		0	1
8	8	23	1.0	1/2	1/2	3/4	2	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
9	9	24	1.0	0	0	3/4	2	1		vii%43/V		F	I		vii%43/V	vii	%	43		V			%7	0	0	0, 4, 6, 3		6	0
9	9	25	1.0	1/4	1/4	3/4	2	1		viio64/V		F	I		viio64/V	vii	o	64		V			o	0	0	0, 6, 3		6	0
9	9	26	1.0	1/2	1/2	3/4	2	1		viio6/V		F	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3
10	10	27	1.0	0	0	3/4	2	1		V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
10	10	28	1.0	1/4	1/4	3/4	2	1		vi6		F	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
10	10	29	1.0	1/2	1/2	3/4	2	1		viio6		F	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
11	11	30	1.0	0	0	3/4	2	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
11	11	31	2.0	1/4	1/4	3/4	2	1		vi	IV6	F	I		vi	vi							m	0	0	3, 0, 4		3	3
12	12	33	2.0	0	0	3/4	2	1		V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
12	12	35	1.0	1/2	1/2	3/4	2	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
13	13	36	1.0	0	0	3/4	2	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
13	13	37	2.0	1/4	1/4	3/4	2	1		vi6		F	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
14	14	39	2.0	0	0	3/4	2	1		V2/V		F	I		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
14	14	41	1.0	1/2	1/2	3/4	2	1		vi64/V		F	I		vi64/V	vi		64		V			m	0	0	5, 4, 1		4	5
15	15	42	1.0	0	0	3/4	2	1		ii7/V		F	I		ii7/V	ii		7		V			mm7	0	0	3, 0, 4, 1		3	3
15	15	43	2.0	1/4	1/4	3/4	2	1		V/V		F	I		V/V	V				V			M	0	0	2, 6, 3		2	2
16	16			0	0	3/4	2	1	1	V\\		F	I		V	V						\\	M	0	0	1, 5, 2		1	1
16	16			1/2	1/2	3/4	2	1	1	V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
17	1			0	0	3/4	2	1	1	I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
17	1			1/4	1/4	3/4	2	1	1	ii6		F	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
17	1			1/2	1/2	3/4	2	1	1	V		F	I		V	V							M	0	0	1, 5, 2		1	1
18	16	45	1.0	0	0	3/4	2	1	2	V\\		F	I		V	V						\\	M	0	0	1, 5, 2		1	1
18	16	46	1.0	1/4	1/4	3/4	2	1	2	V6		F	I		V6	V		6					M	0	0	5, 2, 1		1	5
18	16	47	1.0	1/2	1/2	3/4	2	1	2	V64		F	I		V64	V		64					M	0	0	2, 1, 5		1	2
19	17	48	1.0	0	0	3/4	2	1		V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
19	17	49	1.0	1/4	1/4	3/4	2	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
19	17	50	1.0	1/2	1/2	3/4	2	1		I		F	I		I	I							M	0	0	0, 4, 1		0	0
20	18	51	2.0	0	0	3/4	2	1		V		F	I		V	V							M	0	0	1, 5, 2		1	1
20	18	53	1.0	1/2	1/2	3/4	2	1		V2		F	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
21	19	54	1.0	0	0	3/4	2	1		I6		F	I		I6	I		6					M	0	0	4, 1, 0		0	4
