mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	2.5	0	11/8	3/2	2	1	A.I	A	I		I	I							M	0	0	0, 4, 1		0	0
2	1	5/2	2.0	1/2	1/2	3/2	2	1	I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	1	9/2	1.0	1	1	3/2	2	1	ii	A	I		ii	ii							m	0	0	2, -1, 3		2	2
2	1	11/2	0.5	5/4	5/4	3/2	2	1	V(64)/IV	A	I		V(64)/IV	V			64	IV			M	0	0	0, -1, 3		0	0
2	1	6	0.5	11/8	11/8	3/2	2	1	V7/IV	A	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
3	2	13/2	1.0	0	0	3/2	2	1	IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	2	15/2	1.0	1/4	1/4	3/2	2	1	I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	2	17/2	1.0	1/2	1/2	3/2	2	1	ii	A	I		ii	ii							m	0	0	2, -1, 3		2	2
3	2	19/2	1.0	3/4	3/4	3/2	2	1	V65	A	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
3	2	21/2	2.0	1	1	3/2	2	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
4	3	25/2	2.0	0	0	3/2	2	1	V	A	I		V	V							M	0	0	1, 5, 2		1	1
4	3	29/2	2.0	1/2	1/2	3/2	2	1	V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
4	3	33/2	1.0	1	1	3/2	2	1	IV6	A	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
4	3	35/2	1.0	5/4	5/4	3/2	2	1	V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	4	37/2	2.0	0	0	3/2	2	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
5	4	41/2	1.0	1/2	1/2	3/2	2	1	I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
5	4	43/2	1.0	3/4	3/4	3/2	2	1	vi	A	I		vi	vi							m	0	0	3, 0, 4		3	3
5	4	45/2	1.0	1	1	3/2	2	1	V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
5	4	47/2	1.0	5/4	5/4	3/2	2	1	V65/ii	A	I		V65/ii	V		65		ii			Mm7	0	0	7, 4, 1, 3		3	7
6	5	49/2	2.0	0	0	3/2	2	1	V/V	A	I		V/V	V				V			M	0	0	2, 6, 3		2	2
6	5	53/2	1.0	1/2	1/2	3/2	2	1	V6/V	A	I		V6/V	V		6		V			M	0	0	6, 3, 2		2	6
6	5	55/2	1.0	3/4	3/4	3/2	2	1	V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
6	5	57/2	1.0	1	1	3/2	2	1	IV6/V	A	I		IV6/V	IV		6		V			M	0	0	4, 1, 0		0	4
6	5	59/2	1.0	5/4	5/4	3/2	2	1	V65/V	A	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
7	6	61/2	2.0	0	0	3/2	2	1	V	A	I		V	V							M	0	0	1, 5, 2		1	1
7	6	65/2	1.0	1/2	1/2	3/2	2	1	V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
7	6	67/2	1.0	3/4	3/4	3/2	2	1	V	A	I		V	V							M	0	0	1, 5, 2		1	1
7	6	69/2	1.0	1	1	3/2	2	1	IV(9)/V	A	I		IV(9)/V	IV			9	V			M	0	0	0, 4, 1	2	0	0
7	6	71/2	1.0	5/4	5/4	3/2	2	1	ii/V	A	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3
8	7	73/2	1.5	0	0	3/2	2	1	V7/V	A	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
8	7	38	0.5	3/8	3/8	3/2	2	1	IV/V	A	I		IV/V	IV				V			M	0	0	0, 4, 1		0	0
8	7	77/2	1.0	1/2	1/2	3/2	2	1	V6	A	I		V6	V		6					M	0	0	5, 2, 1		1	5
8	7	79/2	1.0	3/4	3/4	3/2	2	1	V	A	I		V	V							M	0	0	1, 5, 2		1	1
8	7	81/2	2.0	1	1	3/2	2	1	V/V	A	I		V/V	V				V			M	0	0	2, 6, 3		2	2
9	8	85/2	7.0	0	0	3/2	2	1	V\\	A	I		V	V						\\	M	0	0	1, 5, 2		1	1
11	9	99/2	1.0	1/4	1/4	3/2	2	1	V7	A	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
11	9	101/2	2.0	1/2	1/2	3/2	2	1	V2	A	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
11	9	105/2	1.0	1	1	3/2	2	1	vi64	A	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
11	9	107/2	1.0	5/4	5/4	3/2	2	1	viio6	A	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
12	10	109/2	1.0	0	0	3/2	2	1	I	A	I		I	I							M	0	0	0, 4, 1		0	0
12	10	111/2	1.0	1/4	1/4	3/2	2	1	I6	A	I		I6	I		6					M	0	0	4, 1, 0		0	4
12	10	113/2	1.0	1/2	1/2	3/2	2	1	IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
12	10	115/2	1.0	3/4	3/4	3/2	2	1	VIM7/ii	A	I		VIM7/ii	VI	M	7		ii			MM7	0	0	-2, 2, -1, 3		-2	-2
12	10	117/2	1.0	1	1	3/2	2	1	ii7/ii	A	I		ii7/ii	ii		7		ii			mm7	0	0	4, 1, 5, 2		4	4
12	10	119/2	1.0	5/4	5/4	3/2	2	1	V7/ii	A	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
13	11	121/2	2.0	0	0	3/2	2	1	ii	A	I		ii	ii							m	0	0	2, -1, 3		2	2
13	11	125/2	2.0	1/2	1/2	3/2	2	1	ii6	A	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
13	11	129/2	1.0	1	1	3/2	2	1	viio/V	A	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
13	11	131/2	1.0	5/4	5/4	3/2	2	1	V7/V	A	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
14	12	133/2	2.0	0	0	3/2	2	1	v	A	I		v	v							m	0	0	1, -2, 2		1	1
14	12	137/2	1.0	1/2	1/2	3/2	2	1	v6	A	I		v6	v		6					m	0	0	-2, 2, 1		1	-2
14	12	139/2	1.0	3/4	3/4	3/2	2	1	IVM43/IV	A	I		IVM43/IV	IV	M	43		IV			MM7	0	0	-1, 3, -2, 2		-2	-1
14	12	141/2	1.0	1	1	3/2	2	1	V43/IV	A	I		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
14	12	143/2	1.0	5/4	5/4	3/2	2	1	IV	A	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
15	13	145/2	1.0	0	0	3/2	2	1	V/IV	A	I		V/IV	V				IV			M	0	0	0, 4, 1		0	0
15	13	147/2	1.0	1/4	1/4	3/2	2	1	ii64/IV	A	I		ii64/IV	ii		64		IV			m	0	0	2, 1, -2		1	2
