mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.5	0	0	3/8	2	1	g.V{	g	i		V	V						{	M	1	1	1, 5, 2		1	1
2	2	3/2	3/2	0.5	0	0	3/8	2	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	2	2	1.0	1/8	1/8	3/8	2	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
3	3	3	3	0.5	0	0	3/8	2	1	V6	g	i		V6	V		6					M	1	1	5, 2, 1		1	5
3	3	7/2	7/2	1.0	1/8	1/8	3/8	2	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
4	4	9/2	9/2	0.5	0	0	3/8	2	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	4	5	5	1.0	1/8	1/8	3/8	2	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
5	5	6	6	0.5	0	0	3/8	2	1	V6	g	i		V6	V		6					M	1	1	5, 2, 1		1	5
5	5	13/2	13/2	1.0	1/8	1/8	3/8	2	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
6	6	15/2	15/2	0.5	0	0	3/8	2	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
6	6	8	8	1.0	1/8	1/8	3/8	2	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
7	7	9	9	1.5	0	0	3/8	2	1	V|HC}{	g	i		V	V					HC	}{	M	1	1	1, 5, 2		1	1
8	8	21/2	21/2	0.5	0	0	3/8	2	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
8	8	11	11	1.0	1/8	1/8	3/8	2	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
9	9	12	12	1.5	0	0	3/8	2	1	iv7	g	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
10	10	27/2	27/2	1.5	0	0	3/8	2	1	VII	g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
11	11	15	15	1.5	0	0	3/8	2	1	IIIM7	g	i		IIIM7	III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
12	12	33/2	33/2	1.5	0	0	3/8	2	1	VI	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
13	13	18	18	1.5	0	0	3/8	2	1	ii%7	g	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
14	14	39/2	39/2	1.5	0	0	3/8	2	1	V}{	g	i		V	V						}{	M	1	1	1, 5, 2		1	1
15	15	21	21	1.5	0	0	3/8	2	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
16	16	45/2	45/2	1.5	0	0	3/8	2	1	iv7	g	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
17	17	24	24	1.5	0	0	3/8	2	1	VII	g	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
18	18	51/2	51/2	1.5	0	0	3/8	2	1	IIIM7	g	i		IIIM7	III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
19	19	27	27	1.5	0	0	3/8	2	1	VI	g	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
20	20	57/2	57/2	1.5	0	0	3/8	2	1	ii%7	g	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
21	21	30	30	1.5	0	0	3/8	2	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
22	22	63/2	63/2	1.0	0	0	3/8	2	1	i6	g	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
22	22	65/2	65/2	0.5	1/4	1/4	3/8	2	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
23	23	33	33	1.0	0	0	3/8	2	1	V6}{	g	i		V6	V		6				}{	M	1	1	5, 2, 1		1	5
23	23	34	34	0.5	1/4	1/4	3/8	2	1	V	g	i		V	V							M	1	1	1, 5, 2		1	1
24	24	69/2	69/2	1.5	0	0	3/8	2	1	V65/IV	g	i		V65/IV	V		65		IV			Mm7	1	1	4, 1, -2, 0		0	4
25	25	36	36	0.5	0	0	3/8	2	1	IV(974)	g	i		IV(974)	IV			974				M	1	1	-1, -2, 0	1, -3	-1	-1
25	25	73/2	73/2	0.5	1/8	1/8	3/8	2	1	IV64	g	i		IV64	IV		64					M	1	1	0, -1, 3		-1	0
25	25	37	37	0.5	1/4	1/4	3/8	2	1	IV6	g	i		IV6	IV		6					M	1	1	3, 0, -1		-1	3
26	26	75/2	75/2	1.5	0	0	3/8	2	1	V65/V	g	i		V65/V	V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
27	27	39	39	0.5	0	0	3/8	2	1	V(974)	g	i		V(974)	V			974				M	1	1	1, 0, 2	-4, -1	1	1
27	27	79/2	79/2	1.0	1/8	1/8	3/8	2	1	V2	g	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
28	28	81/2	81/2	1.5	0	0	3/8	2	1	V65	g	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
29	29	42	42	0.5	0	0	3/8	2	1	i(94)	g	i		i(94)	i			94				m	1	1	0, -1, 1	2	0	0
29	29	85/2	85/2	0.5	1/8	1/8	3/8	2	1	i	g	i		i	i							m	1	1	0, -3, 1		0	0
29	29	43	43	0.5	1/4	1/4	3/8	2	1	i7	g	i		i7	i		7					mm7	1	1	0, -3, 1, -2		0	0
30	30	87/2	87/2	0.5	0	0	3/8	2	1	iv	g	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
30	30	44	44	0.5	1/8	1/8	3/8	2	1	V(64)	g	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
