mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3.0	0	3/4	2/2	2	1		G.I{		G	I		I	I						{	M	0	0	0, 4, 1		0	0
2	1	3	2.0	1/2	1/2	2/2	2	1		viio		G	I		viio	vii	o						o	0	0	5, 2, -1		5	5
3	2	5	2.0	0	0	2/2	2	1		I		G	I		I	I							M	0	0	0, 4, 1		0	0
3	2	7	2.0	1/2	1/2	2/2	2	1		I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	3	9	1.0	0	0	2/2	2	1		IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
4	3	10	1.0	1/4	1/4	2/2	2	1		ii6		G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
4	3	11	2.0	1/2	1/2	2/2	2	1		V		G	I		V	V							M	0	0	1, 5, 2		1	1
5	4	13	2.0	0	0	2/2	2	1		I|IAC}		G	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
5	4	15	2.0	1/2	1/2	2/2	2	1		I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	5	17	2.0	0	0	2/2	2	1		I{		G	I		I	I						{	M	0	0	0, 4, 1		0	0
6	5	19	2.0	1/2	1/2	2/2	2	1		viio		G	I		viio	vii	o						o	0	0	5, 2, -1		5	5
7	6	21	2.0	0	0	2/2	2	1		I		G	I		I	I							M	0	0	0, 4, 1		0	0
7	6	23	1.0	1/2	1/2	2/2	2	1		I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
7	6	24	1.0	3/4	3/4	2/2	2	1		V7		G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	7	25	1.0	0	0	2/2	2	1		I		G	I		I	I							M	0	0	0, 4, 1		0	0
8	7	26	1.0	1/4	1/4	2/2	2	1		viio/V		G	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
8	7	27	1.0	1/2	1/2	2/2	2	1		I6/V		G	I		I6/V	I		6		V			M	0	0	5, 2, 1		1	5
8	7	28	1.0	3/4	3/4	2/2	2	1		vi6/V		G	I		vi6/V	vi		6		V			m	0	0	1, 5, 4		4	1
9	8	29	1.0	0	0	2/2	2	1		ii/V		G	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3
9	8	30	1.0	1/4	1/4	2/2	2	1		V/V		G	I		V/V	V				V			M	0	0	2, 6, 3		2	2
9	8	31	2.0	1/2	1/2	2/2	2	1		I/V		G	I		I/V	I				V			M	0	0	1, 5, 2		1	1
10	9	33	1.0	0	0	2/2	2	1		ii/V		G	I		ii/V	ii				V			m	0	0	3, 0, 4		3	3
10	9	34	1.0	1/4	1/4	2/2	2	1		I/V		G	I		I/V	I				V			M	0	0	1, 5, 2		1	1
10	9	35	2.0	1/2	1/2	2/2	2	1		V7/V		G	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
11	10	37	3.0	0	0	2/2	2	1		I/V|PAC}		G	I		I/V	I				V	PAC	}	M	0	0	1, 5, 2		1	1
12	10	40	5.0	0	3/4	2/2	2	1		V{		G	I		V	V						{	M	0	0	1, 5, 2		1	1
14	12	45	3.0	0	0	2/2	2	1		I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
