mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	3.5	0	5/8	3/4	2	1	Eb.I{	Eb	I		I	I						{	M	0	0	0, 4, 1		0	0
3	2	7/2	7/2	0.666666666666667	0	0	3/4	2	1	ii2(2)	Eb	I		ii2(2)	ii		2	2				mm7	0	0	0, 4, -1, 3		2	0
3	2	25/6	25/6	0.33333333333333304	1/6	1/6	3/4	2	1	ii2	Eb	I		ii2	ii		2					mm7	0	0	0, 2, -1, 3		2	0
3	2	9/2	9/2	2.0	1/4	1/4	3/4	2	1	viio6	Eb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
4	3	13/2	13/2	1.0	0	0	3/4	2	1	I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	3	15/2	15/2	1.0	1/4	1/4	3/4	2	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
4	3	17/2	17/2	1.0	1/2	1/2	3/4	2	1	V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	4	19/2	19/2	0.6666666666666661	0	0	3/4	2	1	I(4)	Eb	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
5	4	61/6	61/6	0.3333333333333339	1/6	1/6	3/4	2	1	I}	Eb	I		I	I						}	M	0	0	0, 4, 1		0	0
5	4	21/2	21/2	2.0	1/4	1/4	3/4	2	1	I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	5	25/2	25/2	1.0	0	0	3/4	2	1	I{	Eb	I		I	I						{	M	0	0	0, 4, 1		0	0
6	5	27/2	27/2	1.0	1/4	1/4	3/4	2	1	V6/vi	Eb	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
6	5	29/2	29/2	1.0	1/2	1/2	3/4	2	1	V7/vi	Eb	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
7	6	31/2	31/2	2.0	0	0	3/4	2	1	vi	Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
7	6	35/2	35/2	1.0	1/2	1/2	3/4	2	1	iii64	Eb	I		iii64	iii		64					m	0	0	5, 4, 1		4	5
8	7	37/2	37/2	1.0	0	0	3/4	2	1	V.I6	Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
8	7	39/2	39/2	1.0	1/4	1/4	3/4	2	1	V6	Eb	V		V6	V		6					M	0	0	5, 2, 1		1	5
8	7	41/2	41/2	1.0	1/2	1/2	3/4	2	1	V7	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	8	43/2	43/2	2.0	0	0	3/4	2	1	I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
9	8	47/2	47/2	1.0	1/2	1/2	3/4	2	1	V43/IV	Eb	V		V43/IV	V		43		IV			Mm7	0	0	1, -2, 0, 4		0	1
10	9	49/2	49/2	2.0	0	0	3/4	2	1	IV	Eb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
10	9	53/2	53/2	1.0	1/2	1/2	3/4	2	1	ii6	Eb	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
11	10	55/2	55/2	2.0	0	0	3/4	2	1	ii	Eb	V		ii	ii							m	0	0	2, -1, 3		2	2
11	10	59/2	59/2	1.0	1/2	1/2	3/4	2	1	V65	Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
12	11	61/2	61/2	2.0	0	0	3/4	2	1	V	Eb	V		V	V							M	0	0	1, 5, 2		1	1
12	11	65/2	65/2	1.0	1/2	1/2	3/4	2	1	V65	Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
13	12	67/2	67/2	1.0	0	0	3/4	2	1	I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
13	12	69/2	69/2	1.0	1/4	1/4	3/4	2	1	V65/V	Eb	V		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
13	12	71/2	71/2	1.0	1/2	1/2	3/4	2	1	V	Eb	V		V	V							M	0	0	1, 5, 2		1	1
14	13	73/2	73/2	2.0	0	0	3/4	2	1	I|PAC}{	Eb	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
14	13	77/2	77/2	1.0	1/2	1/2	3/4	2	1	V65/IV	Eb	V		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4
15	14	79/2	79/2	1.0	0	0	3/4	2	1	IV	Eb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
15	14	81/2	81/2	1.0	1/4	1/4	3/4	2	1	V	Eb	V		V	V							M	0	0	1, 5, 2		1	1
15	14	83/2	83/2	1.0	1/2	1/2	3/4	2	1	vi7	Eb	V		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3
16	15	85/2	85/2	1.0	0	0	3/4	2	1	V65	Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
16	15	87/2	87/2	1.0	1/4	1/4	3/4	2	1	I	Eb	V		I	I							M	0	0	0, 4, 1		0	0
16	15	89/2	89/2	1.0	1/2	1/2	3/4	2	1	V	Eb	V		V	V							M	0	0	1, 5, 2		1	1
17	16	91/2	91/2	5.0	0	0	3/4	2	1	I|PAC}	Eb	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
18	16	48	48	0.0	0	5/8	3/4	2	1	{	Eb	V									{		0	0				
19	17	101/2	101/2	1.0	1/2	1/2	3/4	2	1	V/IV	Eb	V		V/IV	V				IV			M	0	0	0, 4, 1		0	0
20	18	103/2	103/2	1.0	0	0	3/4	2	1	vi.iv	Eb	vi		iv	iv							m	0	1	-1, -4, 0		-1	-1
20	18	105/2	105/2	2.0	1/4	1/4	3/4	2	1	V2	Eb	vi		V2	V		2					Mm7	0	1	-1, 1, 5, 2		1	-1
21	19	109/2	109/2	1.0	0	0	3/4	2	1	i6	Eb	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
21	19	111/2	111/2	1.0	1/4	1/4	3/4	2	1	iv6	Eb	vi		iv6	iv		6					m	0	1	-4, 0, -1		-1	-4
21	19	113/2	113/2	1.0	1/2	1/2	3/4	2	1	V7	Eb	vi		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
22	20	115/2	115/2	0.6666666666666643	0	0	3/4	2	1	i(4)	Eb	vi		i(4)	i			4				m	0	1	0, -1, 1		0	0
22	20	349/6	349/6	0.3333333333333357	1/6	1/6	3/4	2	1	i|IAC}	Eb	vi		i	i					IAC	}	m	0	1	0, -3, 1		0	0
22	20	117/2	117/2	2.0	1/4	1/4	3/4	2	1	i6	Eb	vi		i6	i		6					m	0	1	-3, 1, 0		0	-3
23	21	121/2	121/2	1.0	0	0	3/4	2	1	i{	Eb	vi		i	i						{	m	0	1	0, -3, 1		0	0
23	21	123/2	123/2	1.0	1/4	1/4	3/4	2	1	V6/VI	Eb	vi		V6/VI	V		6		VI			M	0	1	1, -2, -3		-3	1
23	21	125/2	125/2	1.0	1/2	1/2	3/4	2	1	V7/VI	Eb	vi		V7/VI	V		7		VI			Mm7	0	1	-3, 1, -2, -5		-3	-3
24	22	127/2	127/2	2.0	0	0	3/4	2	1	VI	Eb	vi		VI	VI							M	0	1	-4, 0, -3		-4	-4
24	22	131/2	131/2	1.0	1/2	1/2	3/4	2	1	ii.iv2	Eb	ii		iv2	iv		2					mm7	0	1	-3, -1, -4, 0		-1	-3
25	23	133/2	133/2	1.0	0	0	3/4	2	1	#viio65	Eb	ii		#viio65	#vii	o	65					o7	0	1	2, -1, -4, 5		5	2
25	23	135/2	135/2	1.0	1/4	1/4	3/4	2	1	#viio	Eb	ii		#viio	#vii	o						o	0	1	5, 2, -1		5	5
25	23	137/2	137/2	1.0	1/2	1/2	3/4	2	1	V7	Eb	ii		V7	V		7					Mm7	0	1	1, 5, 2, -1		1	1
26	24	139/2	139/2	2.0	0	0	3/4	2	1	i	Eb	ii		i	i							m	0	1	0, -3, 1		0	0
26	24	143/2	143/2	1.0	1/2	1/2	3/4	2	1	V65/iv	Eb	ii		V65/iv	V		65		iv			Mm7	0	1	4, 1, -2, 0		0	4
27	25	145/2	145/2	1.0	0	0	3/4	2	1	iv	Eb	ii		iv	iv							m	0	1	-1, -4, 0		-1	-1
27	25	147/2	147/2	1.0	1/4	1/4	3/4	2	1	vi	Eb	ii		vi	vi							m	0	1	-4, -7, -3		-4	-4
27	25	149/2	149/2	1.0	1/2	1/2	3/4	2	1	ii%65	Eb	ii		ii%65	ii	%	65					%7	0	1	-1, -4, 0, 2		2	-1
28	26	151/2	151/2	2.0	0	0	3/4	2	1	#viio6	Eb	ii		#viio6	#vii	o	6					o	0	1	2, -1, 5		5	2
28	26	155/2	155/2	1.0	1/2	1/2	3/4	2	1	#viio7	Eb	ii		#viio7	#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
29	27	157/2	157/2	1.0	0	0	3/4	2	1	i6	Eb	ii		i6	i		6					m	0	1	-3, 1, 0		0	-3
29	27	159/2	159/2	1.0	1/4	1/4	3/4	2	1	iv	Eb	ii		iv	iv							m	0	1	-1, -4, 0		-1	-1
29	27	161/2	161/2	0.6666666666666714	1/2	1/2	3/4	2	1	V(64)	Eb	ii		V(64)	V			64				M	0	1	1, 0, -3		1	1
29	27	487/6	487/6	0.3333333333333286	2/3	2/3	3/4	2	1	V	Eb	ii		V	V							M	0	1	1, 5, 2		1	1
30	28	163/2	163/2	3.0	0	0	3/4	2	1	i|PAC}	Eb	ii		i	i					PAC	}	m	0	1	0, -3, 1		0	0
30	28	83	83	0.0	3/8	3/8	3/4	2	1	{	Eb	ii									{		0	1				
31	29	169/2	169/2	2.0	0	0	3/4	2	1	I.V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
31	29	173/2	173/2	1.0	1/2	1/2	3/4	2	1	V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	30	175/2	175/2	2.0	0	0	3/4	2	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
32	30	179/2	179/2	1.0	1/2	1/2	3/4	2	1	V7/IV	Eb	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
33	31	181/2	181/2	1.0	0	0	3/4	2	1	ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
33	31	183/2	183/2	1.0	1/4	1/4	3/4	2	1	ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
33	31	185/2	185/2	1.0	1/2	1/2	3/4	2	1	ii7	Eb	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
34	32	187/2	187/2	0.6666666666666714	0	0	3/4	2	1	V(4)	Eb	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
34	32	565/6	565/6	0.3333333333333286	1/6	1/6	3/4	2	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
34	32	189/2	189/2	2.0	1/4	1/4	3/4	2	1	V7	Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
35	33	193/2	193/2	1.0	0	0	3/4	2	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
35	33	195/2	195/2	2.0	1/4	1/4	3/4	2	1	V7/IV	Eb	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
36	34	199/2	199/2	1.0	0	0	3/4	2	1	IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
36	34	201/2	201/2	1.0	1/4	1/4	3/4	2	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
36	34	203/2	203/2	1.0	1/2	1/2	3/4	2	1	vi	Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
37	35	205/2	205/2	1.0	0	0	3/4	2	1	V65	Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
37	35	207/2	207/2	1.0	1/4	1/4	3/4	2	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
37	35	209/2	209/2	0.6666666666666714	1/2	1/2	3/4	2	1	V(4)	Eb	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
37	35	631/6	631/6	0.3333333333333286	2/3	2/3	3/4	2	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
38	36	211/2	211/2	2.5	0	0	3/4	2	1	I|PAC}	Eb	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
