mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
91	91	1/4	1/4	3/8	1	1	V7	e	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
92	92	0	0	3/8	1	1	I	e	i		I	I						M	1	1	0, 4, 1		0	0
92	92	1/8	1/8	3/8	1	1	V7/iv	e	i		V7/iv	V		7		iv		Mm7	1	1	0, 4, 1, -2		0	0
93	93	0	0	3/8	1	1	iv	e	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
93	93	1/8	1/8	3/8	1	1	iv6	e	i		iv6	iv		6				m	1	1	-4, 0, -1		-1	-4
93	93	1/4	1/4	3/8	1	1	V65/iv	e	i		V65/iv	V		65		iv		Mm7	1	1	4, 1, -2, 0		0	4
94	94	0	0	3/8	1	1	iv	e	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
94	94	1/8	1/8	3/8	1	1	#viio64	e	i		#viio64	#vii	o	64				o	1	1	-1, 5, 2		5	-1
94	94	1/4	1/4	3/8	1	1	#viio	e	i		#viio	#vii	o					o	1	1	5, 2, -1		5	5
95	95	0	0	3/8	1	1	I\\	e	i		I	I					\\	M	1	1	0, 4, 1		0	0
