mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1.0	0	1/2	2/2	2	1		Eb.I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
1	0	1	1.0	1/4	3/4	2/2	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
2	1	2	1.0	0	0	2/2	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
2	1	3	1.0	1/4	1/4	2/2	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
2	1	4	1.5	1/2	1/2	2/2	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	1	11/2	0.5	7/8	7/8	2/2	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	2	6	1.0	0	0	2/2	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
3	2	7	1.0	1/4	1/4	2/2	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
3	2	8	1.0	1/2	1/2	2/2	2	1		viio	Eb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
3	2	9	1.0	3/4	3/4	2/2	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
4	3	10	1.5	0	0	2/2	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
4	3	23/2	0.5	3/8	3/8	2/2	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	3	12	1.0	1/2	1/2	2/2	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
4	3	13	1.0	3/4	3/4	2/2	2	1		ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
5	4	14	0.5	0	0	2/2	2	1		V(4)	Eb	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
5	4	29/2	0.5	1/8	1/8	2/2	2	1		viio64	Eb	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
5	4	15	1.0	1/4	1/4	2/2	2	1		V64	Eb	I		V64	V		64					M	0	0	2, 1, 5		1	2
5	4	16	1.0	1/2	1/2	2/2	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
5	4	17	1.0	3/4	3/4	2/2	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	5	18	1.0	0	0	2/2	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
6	5	19	1.0	1/4	1/4	2/2	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
6	5	20	1.5	1/2	1/2	2/2	2	1		I6	Eb	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	5	43/2	0.5	7/8	7/8	2/2	2	1		viio/V	Eb	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
7	6	22	1.0	0	0	2/2	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
7	6	23	1.0	1/4	1/4	2/2	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
7	6	24	1.0	1/2	1/2	2/2	2	1		vii%7	Eb	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5
7	6	25	1.0	3/4	3/4	2/2	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
8	7	26	1.0	0	0	2/2	2	1		vii%43/V	Eb	I		vii%43/V	vii	%	43		V			%7	0	0	0, 4, 6, 3		6	0
8	7	27	0.5	1/4	1/4	2/2	2	1		V6	Eb	I		V6	V		6					M	0	0	5, 2, 1		1	5
8	7	55/2	0.5	3/8	3/8	2/2	2	1		IV/V	Eb	I		IV/V	IV				V			M	0	0	0, 4, 1		0	0
8	7	28	1.0	1/2	1/2	2/2	2	1		V(64)/V	Eb	I		V(64)/V	V			64	V			M	0	0	2, 1, 5		2	2
8	7	29	1.0	3/4	3/4	2/2	2	1		V/V	Eb	I		V/V	V				V			M	0	0	2, 6, 3		2	2
9	8			0	0	2/2	2	1	1	V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
9	8			1/8	1/8	2/2	2	1	1	V2	Eb	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
9	8			1/4	1/4	2/2	2	1	1	V64	Eb	I		V64	V		64					M	0	0	2, 1, 5		1	2
9	8			1/2	1/2	2/2	2	1	1	I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
9	8			3/4	3/4	2/2	2	1	1	IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
10	8	30	2.0	0	0	2/2	2	1	2	V\\	Eb	I		V	V						\\	M	0	0	1, 5, 2		1	1
11	8	32	1.0	0	1/2	2/2	2	1		ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
11	8	33	1.0	1/4	3/4	2/2	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
12	9	34	1.0	0	0	2/2	2	1		ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
12	9	35	2.0	1/4	1/4	2/2	2	1		V	Eb	I		V	V							M	0	0	1, 5, 2		1	1
12	9	37	1.0	3/4	3/4	2/2	2	1		V65	Eb	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
13	10	38	1.0	0	0	2/2	2	1		I	Eb	I		I	I							M	0	0	0, 4, 1		0	0
13	10	39	1.0	1/4	1/4	2/2	2	1		vi	Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
13	10	40	1.0	1/2	1/2	2/2	2	1		IV(74)	Eb	I		IV(74)	IV			74				M	0	0	-1, 5, 0	4	-1	-1
13	10	41	1.0	3/4	3/4	2/2	2	1		IV	Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
14	11	42	1.0	0	0	2/2	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
14	11	43	1.0	1/4	1/4	2/2	2	1		#viio2/vi	Eb	I		#viio2/vi	#vii	o	2		vi			o7	0	0	-1, 8, 5, 2		8	-1
14	11	44	1.0	1/2	1/2	2/2	2	1		iv64(#7)	Eb	I		iv64(#7)	iv		64	#7				m	0	0	0, 11, -4		-1	0
14	11	45	1.0	3/4	3/4	2/2	2	1		#viio/iii	Eb	I		#viio/iii	#vii	o			iii			o	0	0	9, 6, 3		9	9
15	12	46	1.0	0	0	2/2	2	1		V/vi	Eb	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
15	12	47	1.0	1/4	1/4	2/2	2	1		V2/vi	Eb	I		V2/vi	V		2		vi			Mm7	0	0	2, 4, 8, 5		4	2
15	12	48	1.0	1/2	1/2	2/2	2	1		vi6	Eb	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
15	12	49	1.0	3/4	3/4	2/2	2	1		vi	Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
16	13	50	1.0	0	0	2/2	2	1		iv6/ii	Eb	I		iv6/ii	iv		6		ii			m	0	0	-2, 2, 1		1	-2
16	13	51	1.0	1/4	1/4	2/2	2	1		V43/ii	Eb	I		V43/ii	V		43		ii			Mm7	0	0	4, 1, 3, 7		3	4
16	13	52	1.0	1/2	1/2	2/2	2	1		#viio7/ii	Eb	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7
16	13	53	1.0	3/4	3/4	2/2	2	1		V7/ii	Eb	I		V7/ii	V		7		ii			Mm7	0	0	3, 7, 4, 1		3	3
17	14	54	1.5	0	0	2/2	2	1		ii	Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
17	14	111/2	0.5	3/8	3/8	2/2	2	1		V/ii	Eb	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
17	14	56	1.0	1/2	1/2	2/2	2	1		ii6	Eb	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
