quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
0	0.25	1	0	0	15/16	4/4	2	1	c.V	c	i		V	V							M	1	1	1, 5, 2		1	1
1/4	1.0	2	1	0	0	4/4	2	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
5/4	0.5	2	1	1/4	1/4	4/4	2	1	V(64)	c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
7/4	0.5	2	1	3/8	3/8	4/4	2	1	V7	c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
9/4	1.0	2	1	1/2	1/2	4/4	2	1	VI	c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
13/4	1.0	2	1	3/4	3/4	4/4	2	1	i6	c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
17/4	0.5	3	2	0	0	4/4	2	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
19/4	0.5	3	2	1/8	1/8	4/4	2	1	ii%7	c	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
21/4	0.5	3	2	1/4	1/4	4/4	2	1	V(974)	c	i		V(974)	V			974				M	1	1	1, 0, 2	-4, -1	1	1
23/4	0.5	3	2	3/8	3/8	4/4	2	1	V	c	i		V	V							M	1	1	1, 5, 2		1	1
25/4	0.5	3	2	1/2	1/2	4/4	2	1	i(94)	c	i		i(94)	i			94				m	1	1	0, -1, 1	2	0	0
27/4	1.0	3	2	5/8	5/8	4/4	2	1	i	c	i		i	i							m	1	1	0, -3, 1		0	0
31/4	0.5	3	2	7/8	7/8	4/4	2	1	v6	c	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
33/4	0.5	4	3	0	0	4/4	2	1	iv6(2)	c	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
35/4	0.5	4	3	1/8	1/8	4/4	2	1	i64	c	i		i64	i		64					m	1	1	1, 0, -3		0	1
37/4	0.5	4	3	1/4	1/4	4/4	2	1	iv6	c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
39/4	0.5	4	3	3/8	3/8	4/4	2	1	iv	c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
41/4	0.5	4	3	1/2	1/2	4/4	2	1	VII(9)	c	i		VII(9)	VII			9				M	1	1	-2, 2, -1	0	-2	-2
43/4	1.0	4	3	5/8	5/8	4/4	2	1	VII	c	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
47/4	0.5	4	3	7/8	7/8	4/4	2	1	iv6	c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
49/4	0.5	5	4	0	0	4/4	2	1	III6(2)	c	i		III6(2)	III		6	2				M	1	1	1, -2, -1		-3	1
51/4	0.5	5	4	1/8	1/8	4/4	2	1	VII64	c	i		VII64	VII		64					M	1	1	-1, -2, 2		-2	-1
53/4	0.5	5	4	1/4	1/4	4/4	2	1	III6	c	i		III6	III		6					M	1	1	1, -2, -3		-3	1
55/4	0.5	5	4	3/8	3/8	4/4	2	1	III	c	i		III	III							M	1	1	-3, 1, -2		-3	-3
57/4	0.5	5	4	1/2	1/2	4/4	2	1	VI(9)	c	i		VI(9)	VI			9				M	1	1	-4, 0, -3	-2	-4	-4
59/4	1.0	5	4	5/8	5/8	4/4	2	1	VI	c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
63/4	0.5	5	4	7/8	7/8	4/4	2	1	III6	c	i		III6	III		6					M	1	1	1, -2, -3		-3	1
65/4	1.0	6	5	0	0	4/4	2	1	viio6(2)/III	c	i		viio6(2)/III	vii	o	6	2	III			o	1	1	-1, -4, -3		2	-1
69/4	0.5	6	5	1/4	1/4	4/4	2	1	viio6/III	c	i		viio6/III	vii	o	6		III			o	1	1	-1, -4, 2		2	-1
71/4	0.5	6	5	3/8	3/8	4/4	2	1	IV64/III	c	i		IV64/III	IV		64		III			M	1	1	-3, -4, 0		-4	-3
73/4	1.5	6	5	1/2	1/2	4/4	2	1	V65/III	c	i		V65/III	V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
79/4	0.5	6	5	7/8	7/8	4/4	2	1	V7/III	c	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
81/4	0.25	7	6	0	0	4/4	2	1	III(4)	c	i		III(4)	III			4				M	1	1	-3, -4, -2		-3	-3
41/2	0.25	7	6	1/16	1/16	4/4	2	1	III	c	i		III	III							M	1	1	-3, 1, -2		-3	-3
83/4	0.5	7	6	1/8	1/8	4/4	2	1	III6	c	i		III6	III		6					M	1	1	1, -2, -3		-3	1
85/4	0.5	7	6	1/4	1/4	4/4	2	1	ii6/III	c	i		ii6/III	ii		6		III			m	1	1	-4, 0, -1		-1	-4
87/4	0.5	7	6	3/8	3/8	4/4	2	1	V7/III	c	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
