mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	3/4	2/2	2	1		E.I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	1	0	0	2/2	2	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
2	1	1/4	1/4	2/2	2	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
2	1	1/2	1/2	2/2	2	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	1	3/4	3/4	2/2	2	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
3	2	0	0	2/2	2	1		viio64	E	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
3	2	1/4	1/4	2/2	2	1		I(4)	E	I		I(4)	I			4				M	0	0	0, -1, 1		0	0
3	2	1/2	1/2	2/2	2	1		I64	E	I		I64	I		64					M	0	0	1, 0, 4		0	1
3	2	3/4	3/4	2/2	2	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
4	3	0	0	2/2	2	1		IV6	E	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3
4	3	1/4	1/4	2/2	2	1		IV64	E	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
4	3	1/2	1/2	2/2	2	1		V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
4	3	3/4	3/4	2/2	2	1		V6(+4)	E	I		V6(+4)	V		6	+4				M	0	0	5, 2, 1	0	1	5
5	4	0	0	2/2	2	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
5	4	1/4	1/4	2/2	2	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
5	4	1/2	1/2	2/2	2	1		I6	E	I		I6	I		6					M	0	0	4, 1, 0		0	4
5	4	3/4	3/4	2/2	2	1		V65/vi	E	I		V65/vi	V		65		vi			Mm7	0	0	8, 5, 2, 4		4	8
6	5	0	0	2/2	2	1		vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
6	5	1/4	1/4	2/2	2	1		V/vi	E	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
6	5	1/2	1/2	2/2	2	1		V64(4)/vi	E	I		V64(4)/vi	V		64	4	vi			M	0	0	5, 4, 3		4	5
6	5	3/4	3/4	2/2	2	1		V/vi	E	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
7	6	0	0	2/2	2	1		vi6	E	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
7	6	1/4	1/4	2/2	2	1		vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
7	6	1/2	1/2	2/2	2	1		vi6	E	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
7	6	3/4	3/4	2/2	2	1		V65/V	E	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
8	7	0	0	2/2	2	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
8	7	1/4	1/4	2/2	2	1		V/V	E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
8	7	1/2	1/2	2/2	2	1		V64(4)/V	E	I		V64(4)/V	V		64	4	V			M	0	0	3, 2, 1		2	3
8	7	3/4	3/4	2/2	2	1		V/V	E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
9	8	0	0	2/2	2	1		V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
9	8	1/4	1/4	2/2	2	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
9	8	1/2	1/2	2/2	2	1		V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
9	8	3/4	3/4	2/2	2	1		iii	E	I		iii	iii							m	0	0	4, 1, 5		4	4
10	9	0	0	2/2	2	1		vi2	E	I		vi2	vi		2					mm7	0	0	1, 3, 0, 4		3	1
10	9	1/2	1/2	2/2	2	1		V65/V	E	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
11	10	0	0	2/2	2	1		VM2	E	I		VM2	V	M	2					MM7	0	0	6, 1, 5, 2		1	6
11	10	1/2	1/2	2/2	2	1		IVM65/V	E	I		IVM65/V	IV	M	65		V			MM7	0	0	4, 1, 5, 0		0	4
12	11	0	0	2/2	2	1		ii6/V	E	I		ii6/V	ii		6		V			m	0	0	0, 4, 3		3	0
12	11	1/4	1/4	2/2	2	1		ii7/V	E	I		ii7/V	ii		7		V			mm7	0	0	3, 0, 4, 1		3	3
12	11	1/2	1/2	2/2	2	1		V/V	E	I		V/V	V				V			M	0	0	2, 6, 3		2	2
13	12	0	0	2/2	2	1		V\\	E	I		V	V						\\	M	0	0	1, 5, 2		1	1
14	12	0	3/4	2/2	2	1		V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
15	13	0	0	2/2	2	1		V64	E	I		V64	V		64					M	0	0	2, 1, 5		1	2
15	13	1/4	1/4	2/2	2	1		V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
15	13	1/2	1/2	2/2	2	1		V	E	I		V	V							M	0	0	1, 5, 2		1	1
15	13	3/4	3/4	2/2	2	1		V64	E	I		V64	V		64					M	0	0	2, 1, 5		1	2
16	14	0	0	2/2	2	1		vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
16	14	1/4	1/4	2/2	2	1		ii7(4)	E	I		ii7(4)	ii		7	4				mm7	0	0	2, 1, 3, 0		2	2
16	14	1/2	1/2	2/2	2	1		V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
16	14	3/4	3/4	2/2	2	1		V64	E	I		V64	V		64					M	0	0	2, 1, 5		1	2
17	15	0	0	2/2	2	1		I	E	I		I	I							M	0	0	0, 4, 1		0	0
17	15	1/2	1/2	2/2	2	1		V2/V	E	I		V2/V	V		2		V			Mm7	0	0	0, 2, 6, 3		2	0
17	15	3/4	3/4	2/2	2	1		viio6(+2)/V	E	I		viio6(+2)/V	vii	o	6	+2	V			o	0	0	3, 0, 6	1	6	3
18	16	0	0	2/2	2	1		V6	E	I		V6	V		6					M	0	0	5, 2, 1		1	5
18	16	1/2	1/2	2/2	2	1		iii64	E	I		iii64	iii		64					m	0	0	5, 4, 1		4	5
18	16	3/4	3/4	2/2	2	1		V2/vi	E	I		V2/vi	V		2		vi			Mm7	0	0	2, 4, 8, 5		4	2
19	17	0	0	2/2	2	1		vi6	E	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
19	17	1/4	1/4	2/2	2	1		V64/vi	E	I		V64/vi	V		64		vi			M	0	0	5, 4, 8		4	5
19	17	1/2	1/2	2/2	2	1		V6(4)/vi	E	I		V6(4)/vi	V		6	4	vi			M	0	0	3, 5, 4		4	3
19	17	3/4	3/4	2/2	2	1		V6/vi	E	I		V6/vi	V		6		vi			M	0	0	8, 5, 4		4	8
20	18	0	0	2/2	2	1		vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
20	18	1/4	1/4	2/2	2	1		vi64	E	I		vi64	vi		64					m	0	0	4, 3, 0		3	4
20	18	1/2	1/2	2/2	2	1		vi6	E	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
21	19	0	0	2/2	2	1		vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
21	19	1/4	1/4	2/2	2	1		V/vi	E	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
21	19	1/2	1/2	2/2	2	1		V64(4)/vi	E	I		V64(4)/vi	V		64	4	vi			M	0	0	5, 4, 3		4	5
21	19	3/4	3/4	2/2	2	1		V/vi	E	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
22	20	0	0	2/2	2	1		vi6	E	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
22	20	1/2	1/2	2/2	2	1		vi	E	I		vi	vi							m	0	0	3, 0, 4		3	3
22	20	3/4	3/4	2/2	2	1		vi6	E	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
23	21	0	0	2/2	2	1		ii%2/ii	E	I		ii%2/ii	ii	%	2		ii			%7	0	0	2, 4, 1, -2		4	2
23	21	1/2	1/2	2/2	2	1		#vii%2/ii	E	I		#vii%2/ii	#vii	%	2		ii			%7	0	0	5, 7, 4, 1		7	5
24	22	0	0	2/2	2	1		V2/ii	E	I		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1
24	22	1/2	1/2	2/2	2	1		ii6	E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
25	23	0	0	2/2	2	1		ii%65/ii	E	I		ii%65/ii	ii	%	65		ii			%7	0	0	1, -2, 2, 4		4	1
25	23	1/2	1/2	2/2	2	1		V/ii	E	I		V/ii	V				ii			M	0	0	3, 7, 4		3	3
26	24	0	0	2/2	2	1		ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
26	24	1/2	1/2	2/2	2	1		ii64	E	I		ii64	ii		64					m	0	0	3, 2, -1		2	3
26	24	3/4	3/4	2/2	2	1		ii6	E	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
27	25	0	0	2/2	2	1		ii	E	I		ii	ii							m	0	0	2, -1, 3		2	2
