mc	mn	onset	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	.a.i	a	i		i	i						m	1	1	0, -3, 1		0	0
1	1	1/4	iio6(112)	a	i		iio6(112)	ii	o	6	112			o	1	1	-1, -4, -3	1	2	-1
1	1	3/8	iio6	a	i		iio6	ii	o	6				o	1	1	-1, -4, 2		2	-1
1	1	1/2	V(64)	a	i		V(64)	V			64			M	1	1	1, 0, -3		1	1
1	1	5/8	V	a	i		V	V						M	1	1	1, 5, 2		1	1
2	2	0	VI	a	i		VI	VI						M	1	1	-4, 0, -3		-4	-4
2	2	1/4	i64	a	i		i64	i		64				m	1	1	1, 0, -3		0	1
2	2	1/2	i6	a	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
3	3	1/4	ii%65(112)	a	i		ii%65(112)	ii	%	65	112			%7	1	1	1, 8, 0, -3	1	2	1
3	3	3/8	ii%65	a	i		ii%65	ii	%	65				%7	1	1	1, 8, 0, 2		2	1
3	3	1/2	V(64)	a	i		V(64)	V			64			M	1	1	1, 0, -3		1	1
3	3	5/8	V	a	i		V	V						M	1	1	1, 5, 2		1	1
4	4	0	i(9#7)	a	i		i(9#7)	i			9#7			m	1	1	0, -3, 1	2, 5	0	0
4	4	1/4	i6	a	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
4	4	1/2	i64	a	i		i64	i		64				m	1	1	1, 0, -3		0	1
5	5	0	i	a	i		i	i						m	1	1	0, -3, 1		0	0
5	5	1/4	IV6/III	a	i		IV6/III	IV		6		III		M	1	1	0, -3, -4		-4	0
6	6	0	viio/III	a	i		viio/III	vii	o			III		o	1	1	2, -1, -4		2	2
6	6	1/4	V65/III	a	i		V65/III	V		65		III		Mm7	1	1	2, -1, -4, -2		-2	2
7	7	0	III	a	i		III	III						M	1	1	-3, 1, -2		-3	-3
7	7	1/8	V6(11)/III	a	i		V6(11)/III	V		6	11	III		M	1	1	2, -1, -2	-3	-2	2
7	7	1/4	ii65/III	a	i		ii65/III	ii		65		III		mm7	1	1	-4, 0, -3, -1		-1	-4
7	7	3/8	III64	a	i		III64	III		64				M	1	1	-2, -3, 1		-3	-2
7	7	1/2	ii6/III	a	i		ii6/III	ii		6		III		m	1	1	-4, 0, -1		-1	-4
