mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0	3.0	0	3/4	2/2	2	1	E.I[I{		E	I	I	I	I						{	M	0	0	0, 4, 1		0	0
2	1	3	3	2.0	1/2	1/2	2/2	2	1	I6		E	I	I	I6	I		6					M	0	0	4, 1, 0		0	4
3	2	5	5	2.0	0	0	2/2	2	1	V2		E	I	I	V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
3	2	7	7	2.0	1/2	1/2	2/2	2	1	I		E	I	I	I	I							M	0	0	0, 4, 1		0	0
4	3	9	9	2.0	0	0	2/2	2	1	IV6		E	I	I	IV6	IV		6					M	0	0	3, 0, -1		-1	3
4	3	11	11	2.0	1/2	1/2	2/2	2	1	V65]		E	I	I	V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
5	4	13	13	1.0	0	0	2/2	2	1	I|IAC}		E	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
5	4	14	14	1.0	1/4	1/4	2/2	2	1	V		E	I		V	V							M	0	0	1, 5, 2		1	1
5	4	15	15	1.0	1/2	1/2	2/2	2	1	I6		E	I		I6	I		6					M	0	0	4, 1, 0		0	4
5	4	16	16	1.0	3/4	3/4	2/2	2	1	V65/vi{		E	I		V65/vi	V		65		vi		{	Mm7	0	0	8, 5, 2, 4		4	8
6	5	17	17	1.0	0	0	2/2	2	1	vi		E	I		vi	vi							m	0	0	3, 0, 4		3	3
6	5	18	18	1.0	1/4	1/4	2/2	2	1	V/vi		E	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
6	5	19	19	1.0	1/2	1/2	2/2	2	1	V64(4)/vi		E	I		V64(4)/vi	V		64	4	vi			M	0	0	5, 4, 3		4	5
6	5	20	20	1.0	3/4	3/4	2/2	2	1	V/vi		E	I		V/vi	V				vi			M	0	0	4, 8, 5		4	4
7	6	21	21	1.0	0	0	2/2	2	1	vi6		E	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
7	6	22	22	1.0	1/4	1/4	2/2	2	1	vi		E	I		vi	vi							m	0	0	3, 0, 4		3	3
7	6	23	23	1.0	1/2	1/2	2/2	2	1	vi6		E	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
7	6	24	24	1.0	3/4	3/4	2/2	2	1	V65/V		E	I		V65/V	V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
8	7	25	25	1.0	0	0	2/2	2	1	V.I		E	V		I	I							M	0	0	0, 4, 1		0	0
8	7	26	26	1.0	1/4	1/4	2/2	2	1	V		E	V		V	V							M	0	0	1, 5, 2		1	1
8	7	27	27	1.0	1/2	1/2	2/2	2	1	V64(4)		E	V		V64(4)	V		64	4				M	0	0	2, 1, 0		1	2
8	7	28	28	1.0	3/4	3/4	2/2	2	1	V		E	V		V	V							M	0	0	1, 5, 2		1	1
9	8	29	29	1.0	0	0	2/2	2	1	I6		E	V		I6	I		6					M	0	0	4, 1, 0		0	4
9	8	30	30	1.0	1/4	1/4	2/2	2	1	I		E	V		I	I							M	0	0	0, 4, 1		0	0
9	8	31	31	1.0	1/2	1/2	2/2	2	1	I6		E	V		I6	I		6					M	0	0	4, 1, 0		0	4
9	8	32	32	1.0	3/4	3/4	2/2	2	1	vi		E	V		vi	vi							m	0	0	3, 0, 4		3	3
10	9	33	33	2.0	0	0	2/2	2	1	ii		E	V		ii	ii							m	0	0	2, -1, 3		2	2
10	9	35	35	2.0	1/2	1/2	2/2	2	1	V65		E	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
11	10	37	37	2.0	0	0	2/2	2	1	I		E	V		I	I							M	0	0	0, 4, 1		0	0
11	10	39	39	2.0	1/2	1/2	2/2	2	1	IV6		E	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
12	11	41	41	2.0	0	0	2/2	2	1	ii6		E	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
12	11	43	43	2.0	1/2	1/2	2/2	2	1	V		E	V		V	V							M	0	0	1, 5, 2		1	1
13	12	45	45	3.0	0	0	2/2	2	1	I|PAC}		E	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
14	12	48	48	1.0	0	3/4	2/2	2	1	I6{		E	V		I6	I		6				{	M	0	0	4, 1, 0		0	4
15	13	49	49	1.0	0	0	2/2	2	1	I64		E	V		I64	I		64					M	0	0	1, 0, 4		0	1
15	13	50	50	1.0	1/4	1/4	2/2	2	1	I6		E	V		I6	I		6					M	0	0	4, 1, 0		0	4
15	13	51	51	1.0	1/2	1/2	2/2	2	1	I		E	V		I	I							M	0	0	0, 4, 1		0	0
15	13	52	52	1.0	3/4	3/4	2/2	2	1	I64		E	V		I64	I		64					M	0	0	1, 0, 4		0	1
