mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	2.25	0	15/16	4/4	2	1		e.i		e	i		i	i							m	1	1	0, -3, 1		0	0
2	1	1/4	0.0	0	0	4/4	2	1		{		e	i									{		1	1				
2	1	9/4	0.5	1/2	1/2	4/4	2	1		ii%65		e	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
2	1	11/4	0.5	5/8	5/8	4/4	2	1		#viio6		e	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
2	1	13/4	0.5	3/4	3/4	4/4	2	1		V(64)		e	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
2	1	15/4	0.5	7/8	7/8	4/4	2	1		V7		e	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
3	2	17/4	2.0	0	0	4/4	2	1		i		e	i		i	i							m	1	1	0, -3, 1		0	0
3	2	25/4	0.5	1/2	1/2	4/4	2	1		ii%7		e	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
3	2	27/4	0.5	5/8	5/8	4/4	2	1		V6		e	i		V6	V		6					M	1	1	5, 2, 1		1	5
3	2	29/4	1.0	3/4	3/4	4/4	2	1		#viio6		e	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
4	3	33/4	0.5	0	0	4/4	2	1		i6}{		e	i		i6	i		6				}{	m	1	1	-3, 1, 0		0	-3
4	3	35/4	0.5	1/8	1/8	4/4	2	1		VI6		e	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
4	3	37/4	0.5	1/4	1/4	4/4	2	1		IV65/iv		e	i		IV65/iv	IV		65		iv			Mm7	1	1	2, -1, -4, -2		-2	2
4	3	39/4	0.5	3/8	3/8	4/4	2	1		#viio/iv		e	i		#viio/iv	#vii	o			iv			o	1	1	4, 1, -2		4	4
4	3	41/4	1.0	1/2	1/2	4/4	2	1		iv		e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
4	3	45/4	0.5	3/4	3/4	4/4	2	1		V65		e	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
4	3	47/4	1.0	7/8	7/8	4/4	2	1		i		e	i		i	i							m	1	1	0, -3, 1		0	0
5	4	51/4	0.5	1/8	1/8	4/4	2	1		#viio		e	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
5	4	53/4	0.5	1/4	1/4	4/4	2	1		i(9)		e	i		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
5	4	55/4	0.5	3/8	3/8	4/4	2	1		i		e	i		i	i							m	1	1	0, -3, 1		0	0
5	4	57/4	0.5	1/2	1/2	4/4	2	1		V(4)}{		e	i		V(4)	V			4			}{	M	1	1	1, 0, 2		1	1
5	4	59/4	0.5	5/8	5/8	4/4	2	1		V		e	i		V	V							M	1	1	1, 5, 2		1	1
5	4	61/4	1.0	3/4	3/4	4/4	2	1		i6		e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
6	5	65/4	0.5	0	0	4/4	2	1		#viio65/v		e	i		#viio65/v	#vii	o	65		v			o7	1	1	3, 0, -3, 6		6	3
6	5	67/4	0.5	1/8	1/8	4/4	2	1		V65/v		e	i		V65/v	V		65		v			Mm7	1	1	6, 3, 0, 2		2	6
6	5	69/4	0.5	1/4	1/4	4/4	2	1		iv7/v		e	i		iv7/v	iv		7		v			mm7	1	1	0, -3, 1, -2		0	0
6	5	71/4	0.5	3/8	3/8	4/4	2	1		#viio6/v		e	i		#viio6/v	#vii	o	6		v			o	1	1	3, 0, 6		6	3
6	5	73/4	1.0	1/2	1/2	4/4	2	1		v.i}{		e	v		i	i						}{	m	1	1	0, -3, 1		0	0
6	5	77/4	1.0	3/4	3/4	4/4	2	1		iv		e	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
7	6	81/4	0.5	0	0	4/4	2	1		ii%7		e	v		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
7	6	83/4	0.5	1/8	1/8	4/4	2	1		#viio6		e	v		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
7	6	85/4	1.0	1/4	1/4	4/4	2	1		#viio		e	v		#viio	#vii	o						o	1	1	5, 2, -1		5	5
7	6	89/4	0.5	1/2	1/2	4/4	2	1		i		e	v		i	i							m	1	1	0, -3, 1		0	0
7	6	91/4	0.5	5/8	5/8	4/4	2	1		VI6		e	v		VI6	VI		6					M	1	1	0, -3, -4		-4	0
7	6	93/4	0.5	3/4	3/4	4/4	2	1		v6(2)		e	v		v6(2)	v		6	2				m	1	1	-2, 2, -4		1	-2
7	6	95/4	0.5	7/8	7/8	4/4	2	1		#viio6/iv		e	v		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
8	7	97/4	1.0	0	0	4/4	2	1		iv6		e	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
8	7	101/4	0.5	1/4	1/4	4/4	2	1		V7		e	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
8	7	103/4	0.5	3/8	3/8	4/4	2	1		i64		e	v		i64	i		64					m	1	1	1, 0, -3		0	1
8	7	105/4	1.0	1/2	1/2	4/4	2	1		iio6		e	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
8	7	109/4	0.5	3/4	3/4	4/4	2	1		i6(2)		e	v		i6(2)	i		6	2				m	1	1	-3, 1, 2		0	-3
