mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	1.5	0	0	4/4	2	1		c.i{		c	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	3/2	0.5	3/8	3/8	4/4	2	1		v6		c	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
1	1	2	1.0	1/2	1/2	4/4	2	1		iv6(2)	VIM7	c	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
1	1	3	0.5	3/4	3/4	4/4	2	1		iv6	VI	c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
1	1	7/2	0.25	7/8	7/8	4/4	2	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
1	1	15/4	0.25	15/16	15/16	4/4	2	1		i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	4	1.0	0	0	4/4	2	1		iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
2	2	5	0.5	1/4	1/4	4/4	2	1		iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
2	2	11/2	0.5	3/8	3/8	4/4	2	1		ii%65		c	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
2	2	6	1.0	1/2	1/2	4/4	2	1		V		c	i		V	V							M	1	1	1, 5, 2		1	1
2	2	7	0.5	3/4	3/4	4/4	2	1		V6	#viio	c	i		V6	V		6					M	1	1	5, 2, 1		1	5
2	2	15/2	0.5	7/8	7/8	4/4	2	1		V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
3	3	8	1.0	0	0	4/4	2	1		i		c	i		i	i							m	1	1	0, -3, 1		0	0
3	3	9	1.0	1/4	1/4	4/4	2	1		III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
3	3	10	0.5	1/2	1/2	4/4	2	1		ii/III		c	i		ii/III	ii				III			m	1	1	-1, -4, 0		-1	-1
