mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
9	9	11/16	11/16	3/4	1	1	V65/VI	g	i		V65/VI	V		65		VI		Mm7	1	1	1, -2, -5, -3		-3	1
10	10	1/4	1/4	3/4	1	1	V65/iv	g	i		V65/iv	V		65		iv		Mm7	1	1	4, 1, -2, 0		0	4
11	11	1/4	1/4	3/4	1	1	#viio7/iv	g	i		#viio7/iv	#vii	o	7		iv		o7	1	1	4, 1, -2, -5		4	4
12	12	0	0	3/4	1	1	iv	g	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
13	13	0	0	3/4	1	1	#viio7	g	i		#viio7	#vii	o	7				o7	1	1	5, 2, -1, -4		5	5
13	13	1/4	1/4	3/4	1	1	#viio65	g	i		#viio65	#vii	o	65				o7	1	1	2, -1, -4, 5		5	2
13	13	1/2	1/2	3/4	1	1	#viio7	g	i		#viio7	#vii	o	7				o7	1	1	5, 2, -1, -4		5	5
14	14	0	0	3/4	1	1	V65/bII	g	i		V65/bII	V		65		bII		Mm7	1	1	0, -3, -6, -4		-4	0
14	14	1/4	1/4	3/4	1	1	V2/bII	g	i		V2/bII	V		2		bII		Mm7	1	1	-6, -4, 0, -3		-4	-6
14	14	1/2	1/2	3/4	1	1	V65/bII	g	i		V65/bII	V		65		bII		Mm7	1	1	0, -3, -6, -4		-4	0
15	15	0	0	3/4	1	1	ii%65/VI	g	i		ii%65/VI	ii	%	65		VI		%7	1	1	-5, -8, -4, -2		-2	-5
15	15	1/4	1/4	3/4	1	1	viio(+2)/VI	g	i		viio(+2)/VI	vii	o		+2	VI		o	1	1	1, -2, -5	-4	1	1
15	15	1/2	1/2	3/4	1	1	ii%65/VI	g	i		ii%65/VI	ii	%	65		VI		%7	1	1	-5, -8, -4, -2		-2	-5
16	16	0	0	3/4	1	1	ii%2/VI	g	i		ii%2/VI	ii	%	2		VI		%7	1	1	-4, -2, -5, -8		-2	-4
16	16	1/4	1/4	3/4	1	1	VI	g	i		VI	VI						M	1	1	-4, 0, -3		-4	-4
17	17	0	0	3/4	1	1	#viio7/vii	g	i		#viio7/vii	#vii	o	7		vii		o7	1	1	3, 0, -3, -6		3	3
18	18	0	0	3/4	1	1	viio65/V	g	i		viio65/V	vii	o	65		V		o7	1	1	3, 0, -3, 6		6	3
20	20	0	0	3/4	1	1	#viio	g	i		#viio	#vii	o					o	1	1	5, 2, -1		5	5
20	20	1/4	1/4	3/4	1	1	V65	g	i		V65	V		65				Mm7	1	1	5, 2, -1, 1		1	5
20	20	1/2	1/2	3/4	1	1	#viio	g	i		#viio	#vii	o					o	1	1	5, 2, -1		5	5
21	21	0	0	3/4	1	1	V2/iv	g	i		V2/iv	V		2		iv		Mm7	1	1	-2, 0, 4, 1		0	-2
21	21	1/4	1/4	3/4	1	1	V43/iv	g	i		V43/iv	V		43		iv		Mm7	1	1	1, -2, 0, 4		0	1
21	21	1/2	1/2	3/4	1	1	V43(b9)/iv	g	i		V43(b9)/iv	V		43	b9	iv		Mm7	1	1	1, -2, 0, 4	-12	0	1
22	22	0	0	3/4	1	1	iv	g	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
22	22	1/2	1/2	3/4	1	1	iv43	g	i		iv43	iv		43				mm7	1	1	0, -3, -1, -4		-1	0
23	23	0	0	3/4	1	1	viio7/V	g	i		viio7/V	vii	o	7		V		o7	1	1	6, 3, 0, -3		6	6
23	23	1/4	1/4	3/4	1	1	V	g	i		V	V						M	1	1	1, 5, 2		1	1
23	23	3/8	3/8	3/4	1	1	V(#76)	g	i		V(#76)	V			#76			M	1	1	1, 5, -3	6	1	1
23	23	1/2	1/2	3/4	1	1	V7(4)	g	i		V7(4)	V		7	4			Mm7	1	1	1, 0, 2, -1		1	1
23	23	11/16	11/16	3/4	1	1	V7	g	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
24	24	0	0	3/4	1	1	i(4)	g	i		i(4)	i			4			m	1	1	0, -1, 1		0	0
24	24	1/4	1/4	3/4	1	1	i\\	g	i		i	i					\\	m	1	1	0, -3, 1		0	0
