mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	3/4	2	1	d.i{	d	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	2	2	1.0	1/2	1/2	3/4	2	1	i2	d	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
2	2	3	3	3.0	0	0	3/4	2	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
3	3	6	6	3.0	0	0	3/4	2	1	V/III	d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
4	4	9	9	2.0	0	0	3/4	2	1	III	d	i		III	III							M	1	1	-3, 1, -2		-3	-3
4	4	11	11	1.0	1/2	1/2	3/4	2	1	III6	d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
5	5	12	12	3.0	0	0	3/4	2	1	VI	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
6	6	15	15	3.0	0	0	3/4	2	1	ii%7	d	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
7	7	18	18	1.0	0	0	3/4	2	1	V(4)	d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
7	7	19	19	2.0	1/4	1/4	3/4	2	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
8	8	21	21	1.0	0	0	3/4	2	1	i|IAC}	d	i		i	i					IAC	}	m	1	1	0, -3, 1		0	0
8	8	22	22	1.0	1/4	1/4	3/4	2	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
8	8	23	23	1.0	1/2	1/2	3/4	2	1	i64	d	i		i64	i		64					m	1	1	1, 0, -3		0	1
9	9	24	24	3.0	0	0	3/4	2	1	i{	d	i		i	i						{	m	1	1	0, -3, 1		0	0
10	10	27	27	3.0	0	0	3/4	2	1	iv7	d	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
11	11	30	30	1.0	0	0	3/4	2	1	V(4)/III	d	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
11	11	31	31	2.0	1/4	1/4	3/4	2	1	V/III	d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
12	12	33	33	3.0	0	0	3/4	2	1	IIIM7	d	i		IIIM7	III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
13	13	36	36	1.0	0	0	3/4	2	1	VI(4)	d	i		VI(4)	VI			4				M	1	1	-4, 2, -3		-4	-4
13	13	37	37	2.0	1/4	1/4	3/4	2	1	VI	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
14	14	39	39	1.0	0	0	3/4	2	1	ii%7	d	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
14	14	40	40	2.0	1/4	1/4	3/4	2	1	#viio43	d	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
15	15	42	42	1.0	0	0	3/4	2	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
15	15	43	43	1.0	1/4	1/4	3/4	2	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
15	15	44	44	1.0	1/2	1/2	3/4	2	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
16	16	45	45	5.0	0	0	3/4	2	1	i|PAC}	d	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
17	17	48	48	0.0	0	0	3/4	2	1	{	d	i									{		1	1				
17	17	50	50	1.0	1/2	1/2	3/4	2	1	VI6	d	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
18	18	51	51	3.0	0	0	3/4	2	1	VII6	d	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
19	19	54	54	1.0	0	0	3/4	2	1	#viio7/iv	d	i		#viio7/iv	#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
19	19	55	55	2.0	1/4	1/4	3/4	2	1	V65/iv	d	i		V65/iv	V		65		iv			Mm7	1	1	4, 1, -2, 0		0	4
20	20	57	57	3.0	0	0	3/4	2	1	i/iv|IAC}	d	i		i/iv	i				iv	IAC	}	m	1	1	-1, -4, 0		-1	-1
21	21	60	60	3.0	0	0	3/4	2	1	#viio64{	d	i		#viio64	#vii	o	64				{	o	1	1	-1, 5, 2		5	-1
22	22	63	63	2.0	0	0	3/4	2	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
22	22	65	65	1.0	1/2	1/2	3/4	2	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
23	23	66	66	1.0	0	0	3/4	2	1	V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
23	23	67	67	1.0	1/4	1/4	3/4	2	1	V7	d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
23	23	68	68	1.0	1/2	1/2	3/4	2	1	i	d	i		i	i							m	1	1	0, -3, 1		0	0
24	24	69	69	2.0	0	0	3/4	2	1	V|HC}	d	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
24	24	71	71	1.0	1/2	1/2	3/4	2	1	V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
25	25	72	72	2.0	0	0	3/4	2	1	i{	d	i		i	i						{	m	1	1	0, -3, 1		0	0
25	25	74	74	1.0	1/2	1/2	3/4	2	1	i2	d	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
26	26	75	75	3.0	0	0	3/4	2	1	iv6	d	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
27	27	78	78	3.0	0	0	3/4	2	1	V/III	d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
28	28	81	81	2.0	0	0	3/4	2	1	III	d	i		III	III							M	1	1	-3, 1, -2		-3	-3
28	28	83	83	1.0	1/2	1/2	3/4	2	1	III6	d	i		III6	III		6					M	1	1	1, -2, -3		-3	1
29	29	84	84	3.0	0	0	3/4	2	1	VI	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
30	30	87	87	3.0	0	0	3/4	2	1	ii%7	d	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
31	31	90	90	1.0	0	0	3/4	2	1	V(4)	d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
31	31	91	91	2.0	1/4	1/4	3/4	2	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
32	32	93	93	1.0	0	0	3/4	2	1	i|IAC}	d	i		i	i					IAC	}	m	1	1	0, -3, 1		0	0
32	32	94	94	1.0	1/4	1/4	3/4	2	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
32	32	95	95	1.0	1/2	1/2	3/4	2	1	i64	d	i		i64	i		64					m	1	1	1, 0, -3		0	1
33	33	96	96	3.0	0	0	3/4	2	1	i{	d	i		i	i						{	m	1	1	0, -3, 1		0	0
34	34	99	99	3.0	0	0	3/4	2	1	iv7	d	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
35	35	102	102	1.0	0	0	3/4	2	1	V(4)/III	d	i		V(4)/III	V			4	III			M	1	1	-2, -3, -1		-2	-2
35	35	103	103	2.0	1/4	1/4	3/4	2	1	V/III	d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
36	36	105	105	3.0	0	0	3/4	2	1	IIIM7	d	i		IIIM7	III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
37	37	108	108	1.0	0	0	3/4	2	1	VI(4)	d	i		VI(4)	VI			4				M	1	1	-4, 2, -3		-4	-4
37	37	109	109	2.0	1/4	1/4	3/4	2	1	VI	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
38	38	111	111	1.0	0	0	3/4	2	1	ii%7	d	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
38	38	112	112	2.0	1/4	1/4	3/4	2	1	#viio43	d	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
39	39	114	114	1.0	0	0	3/4	2	1	i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
39	39	115	115	1.0	1/4	1/4	3/4	2	1	iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
39	39	116	116	1.0	1/2	1/2	3/4	2	1	V	d	i		V	V							M	1	1	1, 5, 2		1	1
40	40	117	117	3.0	0	0	3/4	2	1	i|PAC}	d	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
