mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	0.5	0	1/4	3/8	2	1	e.i	e	i		i	i							m	1	1	0, -3, 1		0	0
2	1	1/2	0.5	0	0	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	1	1	0.5	1/8	1/8	3/8	2	1	iv7	e	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
2	1	3/2	0.5	1/4	1/4	3/8	2	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
3	2	2	0.5	0	0	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
3	2	5/2	0.5	1/8	1/8	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	2	3	0.5	1/4	1/4	3/8	2	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
4	3	7/2	0.5	0	0	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
4	3	4	0.5	1/8	1/8	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	3	9/2	0.5	1/4	1/4	3/8	2	1	V43	e	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
5	4	5	0.5	0	0	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
5	4	11/2	0.5	1/8	1/8	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
5	4	6	0.5	1/4	1/4	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
6	5	13/2	0.5	0	0	3/8	2	1	iv	e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
6	5	7	0.5	1/8	1/8	3/8	2	1	viio/III	e	i		viio/III	vii	o			III			o	1	1	2, -1, -4		2	2
6	5	15/2	0.5	1/4	1/4	3/8	2	1	V/III	e	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
7	6	8	0.5	0	0	3/8	2	1	III	e	i		III	III							M	1	1	-3, 1, -2		-3	-3
7	6	17/2	0.5	1/8	1/8	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
7	6	9	0.5	1/4	1/4	3/8	2	1	VI	e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
8	7	19/2	0.5	0	0	3/8	2	1	iio	e	i		iio	ii	o						o	1	1	2, -1, -4		2	2
8	7	10	0.5	1/8	1/8	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
8	7	21/2	0.5	1/4	1/4	3/8	2	1	#viio	e	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
9	8	11	1.0	0	0	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
9	8	12	0.5	1/4	1/4	3/8	2	1	#viio6	e	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
10	9	25/2	0.5	0	0	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
10	9	13	0.5	1/8	1/8	3/8	2	1	iv7	e	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
10	9	27/2	0.5	1/4	1/4	3/8	2	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
11	10	14	0.5	0	0	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
11	10	29/2	0.5	1/8	1/8	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
11	10	15	0.5	1/4	1/4	3/8	2	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
12	11	31/2	0.5	0	0	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
12	11	16	0.5	1/8	1/8	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
12	11	33/2	0.5	1/4	1/4	3/8	2	1	V43	e	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
13	12	17	0.5	0	0	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
13	12	35/2	0.5	1/8	1/8	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
13	12	18	0.5	1/4	1/4	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
14	13	37/2	0.5	0	0	3/8	2	1	V43/III	e	i		V43/III	V		43		III			Mm7	1	1	-1, -4, -2, 2		-2	-1
