mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2.0	0	0	3/4	2	1	b.i{	b	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	2	2	0.5	1/2	1/2	3/4	2	1	#viio6(2)	b	i		#viio6(2)	#vii	o	6	2				o	1	1	2, -1, 0		5	2
1	1	5/2	5/2	0.5	5/8	5/8	3/4	2	1	#viio6	b	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
2	2	3	3	2.0	0	0	3/4	2	1	i6	b	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	5	5	0.5	1/2	1/2	3/4	2	1	#viio6(2)	b	i		#viio6(2)	#vii	o	6	2				o	1	1	2, -1, 0		5	2
2	2	11/2	11/2	0.5	5/8	5/8	3/4	2	1	#viio6	b	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
3	3	6	6	0.5	0	0	3/4	2	1	i	b	i		i	i							m	1	1	0, -3, 1		0	0
3	3	13/2	13/2	0.5	1/8	1/8	3/4	2	1	VI6	b	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
3	3	7	7	1.0	1/4	1/4	3/4	2	1	v6	b	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
3	3	8	8	1.0	1/2	1/2	3/4	2	1	iv6	b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
4	4	9	9	0.5	0	0	3/4	2	1	V7(4)	b	i		V7(4)	V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
4	4	19/2	19/2	1.5	1/8	1/8	3/4	2	1	V7|HC	b	i		V7	V		7			HC		Mm7	1	1	1, 5, 2, -1		1	1
4	4	11	11	1.0	1/2	1/2	3/4	2	1	V65}	b	i		V65	V		65				}	Mm7	1	1	5, 2, -1, 1		1	5
5	5	12	12	0.5	0	0	3/4	2	1	i{	b	i		i	i						{	m	1	1	0, -3, 1		0	0
5	5	25/2	25/2	0.5	1/8	1/8	3/4	2	1	VI6	b	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
5	5	13	13	0.5	1/4	1/4	3/4	2	1	v6(2)	b	i		v6(2)	v		6	2				m	1	1	-2, 2, -4		1	-2
5	5	27/2	27/2	0.5	3/8	3/8	3/4	2	1	v6	b	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
5	5	14	14	0.5	1/2	1/2	3/4	2	1	iv6(2)	b	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
5	5	29/2	29/2	0.5	5/8	5/8	3/4	2	1	iv6	b	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
6	6	15	15	0.5	0	0	3/4	2	1	III6(2)	b	i		III6(2)	III		6	2				M	1	1	1, -2, -1		-3	1
6	6	31/2	31/2	0.5	1/8	1/8	3/4	2	1	III6	b	i		III6	III		6					M	1	1	1, -2, -3		-3	1
6	6	16	16	0.5	1/4	1/4	3/4	2	1	iio6(2)	b	i		iio6(2)	ii	o	6	2				o	1	1	-1, -4, -3		2	-1
6	6	33/2	33/2	0.5	3/8	3/8	3/4	2	1	iio6	b	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
6	6	17	17	0.5	1/2	1/2	3/4	2	1	III6(0)	b	i		III6(0)	III		6	0				M	1	1	1, -2, -3		-3	1
6	6	35/2	35/2	0.5	5/8	5/8	3/4	2	1	III6	b	i		III6	III		6					M	1	1	1, -2, -3		-3	1
7	7	18	18	0.5	0	0	3/4	2	1	IV/III	b	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
7	7	37/2	37/2	0.5	1/8	1/8	3/4	2	1	ii65/III	b	i		ii65/III	ii		65		III			mm7	1	1	-4, 0, -3, -1		-1	-4
7	7	19	19	0.5	1/4	1/4	3/4	2	1	V/III	b	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
7	7	39/2	39/2	0.5	3/8	3/8	3/4	2	1	IVM7/III	b	i		IVM7/III	IV	M	7		III			MM7	1	1	-4, 0, -3, 1		-4	-4
7	7	20	20	1.0	1/2	1/2	3/4	2	1	V7/III	b	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
8	8	21	21	5.0	0	0	3/4	2	1	I/III|PAC}	b	i		I/III	I				III	PAC	}	M	1	1	-3, 1, -2		-3	-3
9	9	24	24	0.0	0	0	3/4	2	1	{	b	i									{		1	1				
