mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
25	25	3/8	3/8	9/8	1	1	#viio/iv	d	i		#viio/iv	#vii	o			iv		o	1	1	4, 1, -2		4	4
25	25	3/4	3/4	9/8	1	1	iio6/iv	d	i		iio6/iv	ii	o	6		iv		o	1	1	-2, -5, 1		1	-2
26	26	0	0	9/8	1	1	iv6(#74)	d	i		iv6(#74)	iv		6	#74			m	1	1	0, 4, -2		-1	0
26	26	3/8	3/8	9/8	1	1	ii%65/iv	d	i		ii%65/iv	ii	%	65		iv		%7	1	1	-2, -5, -1, 1		1	-2
26	26	3/4	3/4	9/8	1	1	#viio/iv	d	i		#viio/iv	#vii	o			iv		o	1	1	4, 1, -2		4	4
27	27	0	0	9/8	1	1	iv\\	d	i		iv	iv					\\	m	1	1	-1, -4, 0		-1	-1
27	27	3/4	3/4	9/8	1	1	iio	d	i		iio	ii	o					o	1	1	2, -1, -4		2	2
28	28	0	0	9/8	1	1	#viio7	d	i		#viio7	#vii	o	7				o7	1	1	5, 2, -1, -4		5	5
28	28	3/8	3/8	9/8	1	1	iio6	d	i		iio6	ii	o	6				o	1	1	-1, -4, 2		2	-1
28	28	3/4	3/4	9/8	1	1	iio	d	i		iio	ii	o					o	1	1	2, -1, -4		2	2
29	29	0	0	9/8	1	1	V7	d	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
29	29	3/8	3/8	9/8	1	1	i	d	i		i	i						m	1	1	0, -3, 1		0	0
29	29	3/4	3/4	9/8	1	1	V7	d	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
30	30	0	0	9/8	1	1	i	d	i		i	i						m	1	1	0, -3, 1		0	0
30	30	3/8	3/8	9/8	1	1	i7	d	i		i7	i		7				mm7	1	1	0, -3, 1, -2		0	0
30	30	3/4	3/4	9/8	1	1	iv65	d	i		iv65	iv		65				mm7	1	1	-4, 0, -3, -1		-1	-4
31	31	0	0	9/8	1	1	V/III	d	i		V/III	V				III		M	1	1	-2, 2, -1		-2	-2
31	31	3/8	3/8	9/8	1	1	V7/III	d	i		V7/III	V		7		III		Mm7	1	1	-2, 2, -1, -4		-2	-2
31	31	3/4	3/4	9/8	1	1	IIIM65	d	i		IIIM65	III	M	65				MM7	1	1	1, -2, 2, -3		-3	1
32	32	0	0	9/8	1	1	VI	d	i		VI	VI						M	1	1	-4, 0, -3		-4	-4
32	32	3/8	3/8	9/8	1	1	V64	d	i		V64	V		64				M	1	1	2, 1, 5		1	2
32	32	3/4	3/4	9/8	1	1	i	d	i		i	i						m	1	1	0, -3, 1		0	0
33	33	0	0	9/8	1	1	viio6/V	d	i		viio6/V	vii	o	6		V		o	1	1	3, 0, 6		6	3
33	33	3/8	3/8	9/8	1	1	iio/V	d	i		iio/V	ii	o			V		o	1	1	3, 0, -3		3	3
34	34	0	0	9/8	1	1	V	d	i		V	V						M	1	1	1, 5, 2		1	1
34	34	3/8	3/8	9/8	1	1	V64	d	i		V64	V		64				M	1	1	2, 1, 5		1	2
34	34	3/4	3/4	9/8	1	1	i	d	i		i	i						m	1	1	0, -3, 1		0	0
35	35	0	0	9/8	1	1	viio7/V	d	i		viio7/V	vii	o	7		V		o7	1	1	6, 3, 0, -3		6	6
35	35	3/8	3/8	9/8	1	1	viio43/V	d	i		viio43/V	vii	o	43		V		o7	1	1	0, -3, 6, 3		6	0
35	35	3/4	3/4	9/8	1	1	viio65/V	d	i		viio65/V	vii	o	65		V		o7	1	1	3, 0, -3, 6		6	3
36	36	0	0	9/8	1	1	V	d	i		V	V						M	1	1	1, 5, 2		1	1
36	36	3/8	3/8	9/8	1	1	V64	d	i		V64	V		64				M	1	1	2, 1, 5		1	2
36	36	3/4	3/4	9/8	1	1	i	d	i		i	i						m	1	1	0, -3, 1		0	0
37	37	0	0	9/8	1	1	viio7/V	d	i		viio7/V	vii	o	7		V		o7	1	1	6, 3, 0, -3		6	6
38	38	0	0	9/8	1	1	V\\	d	i		V	V					\\	M	1	1	1, 5, 2		1	1
38	38	3/8	3/8	9/8	1	1	i	d	i		i	i						m	1	1	0, -3, 1		0	0
38	38	3/4	3/4	9/8	1	1	#viio	d	i		#viio	#vii	o					o	1	1	5, 2, -1		5	5
39	39	0	0	9/8	1	1	V/iv	d	i		V/iv	V				iv		M	1	1	0, 4, 1		0	0
39	39	3/8	3/8	9/8	1	1	iv	d	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
39	39	3/4	3/4	9/8	1	1	#viio/iv	d	i		#viio/iv	#vii	o			iv		o	1	1	4, 1, -2		4	4
40	40	0	0	9/8	1	1	iv	d	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
40	40	1/8	1/8	9/8	1	1	ii%65	d	i		ii%65	ii	%	65				%7	1	1	-1, -4, 0, 2		2	-1
40	40	3/8	3/8	9/8	1	1	#viio	d	i		#viio	#vii	o					o	1	1	5, 2, -1		5	5
40	40	3/4	3/4	9/8	1	1	i6(11#7)	d	i		i6(11#7)	i		6	11#7			m	1	1	-3, 1, 5	-1	0	-3
41	41	0	0	9/8	1	1	i6	d	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
41	41	5/8	5/8	9/8	1	1	VI	d	i		VI	VI						M	1	1	-4, 0, -3		-4	-4
41	41	3/4	3/4	9/8	1	1	iio6	d	i		iio6	ii	o	6				o	1	1	-1, -4, 2		2	-1
41	41	7/8	7/8	9/8	1	1	iv7	d	i		iv7	iv		7				mm7	1	1	-1, -4, 0, -3		-1	-1
41	41	1	1	9/8	1	1	V	d	i		V	V						M	1	1	1, 5, 2		1	1
42	42	0	0	9/8	1	1	VI\\	d	i		VI	VI					\\	M	1	1	-4, 0, -3		-4	-4
42	42	3/8	3/8	9/8	1	1	III.V2	d	III		V2	V		2				Mm7	1	0	-1, 1, 5, 2		1	-1
42	42	3/4	3/4	9/8	1	1	I6	d	III		I6	I		6				M	1	0	4, 1, 0		0	4
43	43	0	0	9/8	1	1	IVM2	d	III		IVM2	IV	M	2				MM7	1	0	4, -1, 3, 0		-1	4
43	43	3/8	3/8	9/8	1	1	ii	d	III		ii	ii						m	1	0	2, -1, 3		2	2
43	43	5/8	5/8	9/8	1	1	IV64	d	III		IV64	IV		64				M	1	0	0, -1, 3		-1	0
43	43	3/4	3/4	9/8	1	1	V65	d	III		V65	V		65				Mm7	1	0	5, 2, -1, 1		1	5
44	44	0	0	9/8	1	1	IM7	d	III		IM7	I	M	7				MM7	1	0	0, 4, 1, 5		0	0
44	44	3/8	3/8	9/8	1	1	IM2	d	III		IM2	I	M	2				MM7	1	0	5, 0, 4, 1		0	5
44	44	3/4	3/4	9/8	1	1	vi7(9)	d	III		vi7(9)	vi		7	9			mm7	1	0	3, 0, 4, 1	5	3	3
45	45	0	0	9/8	1	1	IM43	d	III		IM43	I	M	43				MM7	1	0	1, 5, 0, 4		0	1
45	45	3/8	3/8	9/8	1	1	V2(1311)	d	III		V2(1311)	V		2	1311			Mm7	1	0	-1, 1, 5, 2	4, 0	1	-1
45	45	3/4	3/4	9/8	1	1	IM65	d	III		IM65	I	M	65				MM7	1	0	4, 1, 5, 0		0	4
46	46	0	0	9/8	1	1	IV	d	III		IV	IV						M	1	0	-1, 3, 0		-1	-1
46	46	3/8	3/8	9/8	1	1	ii6	d	III		ii6	ii		6				m	1	0	-1, 3, 2		2	-1
46	46	3/4	3/4	9/8	1	1	I6	d	III		I6	I		6				M	1	0	4, 1, 0		0	4
47	47	0	0	9/8	1	1	V2	d	III		V2	V		2				Mm7	1	0	-1, 1, 5, 2		1	-1
47	47	3/8	3/8	9/8	1	1	I6	d	III		I6	I		6				M	1	0	4, 1, 0		0	4
47	47	5/8	5/8	9/8	1	1	ii65	d	III		ii65	ii		65				mm7	1	0	-1, 3, 0, 2		2	-1
47	47	3/4	3/4	9/8	1	1	V(4)	d	III		V(4)	V			4			M	1	0	1, 0, 2		1	1
47	47	1	1	9/8	1	1	V	d	III		V	V						M	1	0	1, 5, 2		1	1
48	48	0	0	9/8	1	1	I\\	d	III		I	I					\\	M	1	0	0, 4, 1		0	0
48	48	3/4	3/4	9/8	1	1	V65	d	III		V65	V		65				Mm7	1	0	5, 2, -1, 1		1	5
49	49	0	0	9/8	1	1	I	d	III		I	I						M	1	0	0, 4, 1		0	0
49	49	3/4	3/4	9/8	1	1	viio6/V	d	III		viio6/V	vii	o	6		V		o	1	0	3, 0, 6		6	3
49	49	7/8	7/8	9/8	1	1	V6	d	III		V6	V		6				M	1	0	5, 2, 1		1	5
49	49	1	1	9/8	1	1	vi6	d	III		vi6	vi		6				m	1	0	0, 4, 3		3	0
50	50	0	0	9/8	1	1	V6	d	III		V6	V		6				M	1	0	5, 2, 1		1	5
50	50	1/2	1/2	9/8	1	1	vi65	d	III		vi65	vi		65				mm7	1	0	0, 4, 1, 3		3	0
50	50	5/8	5/8	9/8	1	1	V43	d	III		V43	V		43				Mm7	1	0	2, -1, 1, 5		1	2
50	50	3/4	3/4	9/8	1	1	vi65	d	III		vi65	vi		65				mm7	1	0	0, 4, 1, 3		3	0
50	50	7/8	7/8	9/8	1	1	V43	d	III		V43	V		43				Mm7	1	0	2, -1, 1, 5		1	2
50	50	1	1	9/8	1	1	I6	d	III		I6	I		6				M	1	0	4, 1, 0		0	4
51	51	0	0	9/8	1	1	V43	d	III		V43	V		43				Mm7	1	0	2, -1, 1, 5		1	2
51	51	1/8	1/8	9/8	1	1	I6	d	III		I6	I		6				M	1	0	4, 1, 0		0	4
51	51	1/4	1/4	9/8	1	1	ii6(+4)	d	III		ii6(+4)	ii		6	+4			m	1	0	-1, 3, 2	1	2	-1
51	51	3/8	3/8	9/8	1	1	ii%7/ii	d	III		ii%7/ii	ii	%	7		ii		%7	1	0	4, 1, -2, 2		4	4
51	51	5/8	5/8	9/8	1	1	iv43/ii	d	III		iv43/ii	iv		43		ii		mm7	1	0	2, -1, 1, -2		1	2
51	51	3/4	3/4	9/8	1	1	#viio7/ii	d	III		#viio7/ii	#vii	o	7		ii		o7	1	0	7, 4, 1, -2		7	7
51	51	7/8	7/8	9/8	1	1	V65/ii	d	III		V65/ii	V		65		ii		Mm7	1	0	7, 4, 1, 3		3	7
52	52	0	0	9/8	1	1	V/V	d	III		V/V	V				V		M	1	0	2, 6, 3		2	2
52	52	3/8	3/8	9/8	1	1	viio/V	d	III		viio/V	vii	o			V		o	1	0	6, 3, 0		6	6
52	52	3/4	3/4	9/8	1	1	V6	d	III		V6	V		6				M	1	0	5, 2, 1		1	5
53	53	0	0	9/8	1	1	V7(9)/V	d	III		V7(9)/V	V		7	9	V		Mm7	1	0	2, 6, 3, 0	4	2	2
53	53	3/8	3/8	9/8	1	1	V(64)/V	d	III		V(64)/V	V			64	V		M	1	0	2, 1, 5		2	2
53	53	3/4	3/4	9/8	1	1	V7/V	d	III		V7/V	V		7		V		Mm7	1	0	2, 6, 3, 0		2	2
54	54	0	0	9/8	1	1	V	d	III		V	V						M	1	0	1, 5, 2		1	1
54	54	3/8	3/8	9/8	1	1	vi7(9)	d	III		vi7(9)	vi		7	9			mm7	1	0	3, 0, 4, 1	5	3	3
54	54	3/4	3/4	9/8	1	1	V6	d	III		V6	V		6				M	1	0	5, 2, 1		1	5
55	55	0	0	9/8	1	1	IM7	d	III		IM7	I	M	7				MM7	1	0	0, 4, 1, 5		0	0
55	55	3/8	3/8	9/8	1	1	V64	d	III		V64	V		64				M	1	0	2, 1, 5		1	2
55	55	3/4	3/4	9/8	1	1	viio65/II	d	III		viio65/II	vii	o	65		II		o7	1	0	4, 1, -2, 7		7	4
56	56	0	0	9/8	1	1	V7(9)/V	d	III		V7(9)/V	V		7	9	V		Mm7	1	0	2, 6, 3, 0	4	2	2
56	56	3/8	3/8	9/8	1	1	viio7/II	d	III		viio7/II	vii	o	7		II		o7	1	0	7, 4, 1, -2		7	7
56	56	3/4	3/4	9/8	1	1	V7/V	d	III		V7/V	V		7		V		Mm7	1	0	2, 6, 3, 0		2	2
57	57	0	0	9/8	1	1	V	d	III		V	V						M	1	0	1, 5, 2		1	1
57	57	3/8	3/8	9/8	1	1	V6	d	III		V6	V		6				M	1	0	5, 2, 1		1	5
57	57	3/4	3/4	9/8	1	1	#viio7/ii	d	III		#viio7/ii	#vii	o	7		ii		o7	1	0	7, 4, 1, -2		7	7
58	58	0	0	9/8	1	1	ii	d	III		ii	ii						m	1	0	2, -1, 3		2	2
58	58	5/8	5/8	9/8	1	1	ii43	d	III		ii43	ii		43				mm7	1	0	3, 0, 2, -1		2	3
58	58	3/4	3/4	9/8	1	1	V7(9)	d	III		V7(9)	V		7	9			Mm7	1	0	1, 5, 2, -1	3	1	1
58	58	7/8	7/8	9/8	1	1	V(6)	d	III		V(6)	V			6			M	1	0	1, 5, 4		1	1
58	58	1	1	9/8	1	1	V7	d	III		V7	V		7				Mm7	1	0	1, 5, 2, -1		1	1
59	59	0	0	9/8	1	1	I	d	III		I	I						M	1	0	0, 4, 1		0	0
59	59	5/8	5/8	9/8	1	1	i.i	d	i		i	i						m	1	1	0, -3, 1		0	0
59	59	3/4	3/4	9/8	1	1	#vi%7	d	i		#vi%7	#vi	%	7				%7	1	1	3, 0, -3, 1		3	3
60	60	0	0	9/8	1	1	ii	d	i		ii	ii						m	1	1	2, -1, 3		2	2
60	60	3/8	3/8	9/8	1	1	#viio	d	i		#viio	#vii	o					o	1	1	5, 2, -1		5	5
60	60	5/8	5/8	9/8	1	1	iio	d	i		iio	ii	o					o	1	1	2, -1, -4		2	2
60	60	3/4	3/4	9/8	1	1	V7(9)	d	i		V7(9)	V		7	9			Mm7	1	1	1, 5, 2, -1	-4	1	1
60	60	7/8	7/8	9/8	1	1	V(6)	d	i		V(6)	V			6			M	1	1	1, 5, -3		1	1
60	60	1	1	9/8	1	1	V7	d	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
61	61	0	0	9/8	1	1	i\\	d	i		i	i					\\	m	1	1	0, -3, 1		0	0
61	61	1/4	1/4	9/8	1	1	i64	d	i		i64	i		64				m	1	1	1, 0, -3		0	1
61	61	3/8	3/8	9/8	1	1	V7	d	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
61	61	3/4	3/4	9/8	1	1	i	d	i		i	i						m	1	1	0, -3, 1		0	0
62	62	0	0	9/8	1	1	ii6	d	i		ii6	ii		6				m	1	1	-1, 3, 2		2	-1
62	62	3/8	3/8	9/8	1	1	V7	d	i		V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
62	62	3/4	3/4	9/8	1	1	iv6	d	i		iv6	iv		6				m	1	1	-4, 0, -1		-1	-4
63	63	0	0	9/8	1	1	V65	d	i		V65	V		65				Mm7	1	1	5, 2, -1, 1		1	5
63	63	3/8	3/8	9/8	1	1	i7	d	i		i7	i		7				mm7	1	1	0, -3, 1, -2		0	0
63	63	3/4	3/4	9/8	1	1	iv65	d	i		iv65	iv		65				mm7	1	1	-4, 0, -3, -1		-1	-4
64	64	0	0	9/8	1	1	V	d	i		V	V						M	1	1	1, 5, 2		1	1
64	64	3/8	3/8	9/8	1	1	i	d	i		i	i						m	1	1	0, -3, 1		0	0
64	64	3/4	3/4	9/8	1	1	#viio	d	i		#viio	#vii	o					o	1	1	5, 2, -1		5	5
65	65	0	0	9/8	1	1	i	d	i		i	i						m	1	1	0, -3, 1		0	0
65	65	1/8	1/8	9/8	1	1	V/iv	d	i		V/iv	V				iv		M	1	1	0, 4, 1		0	0
65	65	3/8	3/8	9/8	1	1	iv	d	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
65	65	3/4	3/4	9/8	1	1	#viio6/iv	d	i		#viio6/iv	#vii	o	6		iv		o	1	1	1, -2, 4		4	1
66	66	0	0	9/8	1	1	V/VII	d	i		V/VII	V				VII		M	1	1	-1, 3, 0		-1	-1
66	66	3/8	3/8	9/8	1	1	VII	d	i		VII	VII						M	1	1	-2, 2, -1		-2	-2
66	66	3/4	3/4	9/8	1	1	viio/VII	d	i		viio/VII	vii	o			VII		o	1	1	3, 0, -3		3	3
67	67	0	0	9/8	1	1	V/III	d	i		V/III	V				III		M	1	1	-2, 2, -1		-2	-2
67	67	3/8	3/8	9/8	1	1	III	d	i		III	III						M	1	1	-3, 1, -2		-3	-3
67	67	3/4	3/4	9/8	1	1	viio6/III	d	i		viio6/III	vii	o	6		III		o	1	1	-1, -4, 2		2	-1
68	68	0	0	9/8	1	1	VIM65	d	i		VIM65	VI	M	65				MM7	1	1	0, -3, 1, -4		-4	0
68	68	3/8	3/8	9/8	1	1	v65	d	i		v65	v		65				mm7	1	1	-2, 2, -1, 1		1	-2
68	68	3/4	3/4	9/8	1	1	iv65	d	i		iv65	iv		65				mm7	1	1	-4, 0, -3, -1		-1	-4
69	69	0	0	9/8	1	1	IIIM65	d	i		IIIM65	III	M	65				MM7	1	1	1, -2, 2, -3		-3	1
69	69	3/8	3/8	9/8	1	1	ii%65	d	i		ii%65	ii	%	65				%7	1	1	-1, -4, 0, 2		2	-1
69	69	3/4	3/4	9/8	1	1	i65	d	i		i65	i		65				mm7	1	1	-3, 1, -2, 0		0	-3
70	70	0	0	9/8	1	1	iv6	d	i		iv6	iv		6				m	1	1	-4, 0, -1		-1	-4
70	70	3/4	3/4	9/8	1	1	i64	d	i		i64	i		64				m	1	1	1, 0, -3		0	1
71	71	0	0	9/8	1	1	iio6	d	i		iio6	ii	o	6				o	1	1	-1, -4, 2		2	-1
71	71	3/4	3/4	9/8	1	1	viio7/V	d	i		viio7/V	vii	o	7		V		o7	1	1	6, 3, 0, -3		6	6
72	72	0	0	9/8	1	1	V	d	i		V	V						M	1	1	1, 5, 2		1	1
72	72	3/8	3/8	9/8	1	1	i	d	i		i	i						m	1	1	0, -3, 1		0	0
72	72	3/4	3/4	9/8	1	1	#viio	d	i		#viio	#vii	o					o	1	1	5, 2, -1		5	5
73	73	0	0	9/8	1	1	i	d	i		i	i						m	1	1	0, -3, 1		0	0
73	73	1/8	1/8	9/8	1	1	iv6	d	i		iv6	iv		6				m	1	1	-4, 0, -1		-1	-4
73	73	3/8	3/8	9/8	1	1	VII	d	i		VII	VII						M	1	1	-2, 2, -1		-2	-2
73	73	1/2	1/2	9/8	1	1	III6	d	i		III6	III		6				M	1	1	1, -2, -3		-3	1
73	73	3/4	3/4	9/8	1	1	VI	d	i		VI	VI						M	1	1	-4, 0, -3		-4	-4
73	73	7/8	7/8	9/8	1	1	iio6	d	i		iio6	ii	o	6				o	1	1	-1, -4, 2		2	-1
74	74	0	0	9/8	1	1	v	d	i		v	v						m	1	1	1, -2, 2		1	1
74	74	1/8	1/8	9/8	1	1	i6	d	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
74	74	3/8	3/8	9/8	1	1	iv	d	i		iv	iv						m	1	1	-1, -4, 0		-1	-1
74	74	1/2	1/2	9/8	1	1	VII6	d	i		VII6	VII		6				M	1	1	2, -1, -2		-2	2
74	74	3/4	3/4	9/8	1	1	III	d	i		III	III						M	1	1	-3, 1, -2		-3	-3
74	74	7/8	7/8	9/8	1	1	VI6	d	i		VI6	VI		6				M	1	1	0, -3, -4		-4	0
75	75	0	0	9/8	1	1	V43	d	i		V43	V		43				Mm7	1	1	2, -1, 1, 5		1	2
75	75	3/8	3/8	9/8	1	1	#viio7	d	i		#viio7	#vii	o	7				o7	1	1	5, 2, -1, -4		5	5
75	75	3/4	3/4	9/8	1	1	i	d	i		i	i						m	1	1	0, -3, 1		0	0
76	76	0	0	9/8	1	1	V43	d	i		V43	V		43				Mm7	1	1	2, -1, 1, 5		1	2
76	76	3/8	3/8	9/8	1	1	VIM43	d	i		VIM43	VI	M	43				MM7	1	1	-3, 1, -4, 0		-4	-3
76	76	3/4	3/4	9/8	1	1	V43/III	d	i		V43/III	V		43		III		Mm7	1	1	-1, -4, -2, 2		-2	-1
77	77	0	0	9/8	1	1	i64	d	i		i64	i		64				m	1	1	1, 0, -3		0	1
77	77	1/4	1/4	9/8	1	1	#viio64/iv	d	i		#viio64/iv	#vii	o	64		iv		o	1	1	-2, 4, 1		4	-2
77	77	3/8	3/8	9/8	1	1	ii64	d	i		ii64	ii		64				m	1	1	3, 2, -1		2	3
77	77	5/8	5/8	9/8	1	1	viio64/V	d	i		viio64/V	vii	o	64		V		o	1	1	0, 6, 3		6	0
77	77	3/4	3/4	9/8	1	1	V6	d	i		V6	V		6				M	1	1	5, 2, 1		1	5
78	78	0	0	9/8	1	1	V[V7	d	i	V	V7	V		7				Mm7	1	1	1, 5, 2, -1		1	1
78	78	3/8	3/8	9/8	1	1	viio7/V	d	i	V	viio7/V	vii	o	7		V		o7	1	1	6, 3, 0, -3		6	6
78	78	3/4	3/4	9/8	1	1	#viio43	d	i	V	#viio43	#vii	o	43				o7	1	1	-1, -4, 5, 2		5	-1
79	79	0	0	9/8	1	1	viio2/V	d	i	V	viio2/V	vii	o	2		V		o7	1	1	-3, 6, 3, 0		6	-3
79	79	3/8	3/8	9/8	1	1	#viio65]	d	i	V	#viio65	#vii	o	65				o7	1	1	2, -1, -4, 5		5	2
79	79	3/4	3/4	9/8	1	1	V2	d	i		V2	V		2				Mm7	1	1	-1, 1, 5, 2		1	-1
80	80	0	0	9/8	1	1	i6	d	i		i6	i		6				m	1	1	-3, 1, 0		0	-3
80	80	3/8	3/8	9/8	1	1	iv7(9)	d	i		iv7(9)	iv		7	9			mm7	1	1	-1, -4, 0, -3	1	-1	-1
80	80	3/4	3/4	9/8	1	1	i64	d	i		i64	i		64				m	1	1	1, 0, -3		0	1
81	81	0	0	9/8	1	1	VIM7	d	i		VIM7	VI	M	7				MM7	1	1	-4, 0, -3, 1		-4	-4
