mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	2.0	0	0	3/4	2	1	c.i		c	i		i	i							m	1	1	0, -3, 1		0	0
1	1	2	1.0	1/2	1/2	3/4	2	1	v6		c	i		v6	v		6					m	1	1	-2, 2, 1		1	-2
2	2	3	1.0	0	0	3/4	2	1	iv6(2)		c	i		iv6(2)	iv		6	2				m	1	1	-4, 0, 1		-1	-4
2	2	4	0.5	1/4	1/4	3/4	2	1	iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
2	2	9/2	0.5	3/8	3/8	3/4	2	1	#viio2		c	i		#viio2	#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
2	2	5	0.5	1/2	1/2	3/4	2	1	i64(4)		c	i		i64(4)	i		64	4				m	1	1	1, 0, -1		0	1
2	2	11/2	0.5	5/8	5/8	3/4	2	1	iio6		c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
3	3	6	1.0	0	0	3/4	2	1	V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
3	3	7	1.0	1/4	1/4	3/4	2	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
3	3	8	1.0	1/2	1/2	3/4	2	1	#viio43		c	i		#viio43	#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
4	4	9	1.0	0	0	3/4	2	1	V65/V		c	i		V65/V	V		65		V			Mm7	1	1	6, 3, 0, 2		2	6
4	4	10	1.5	1/4	1/4	3/4	2	1	V}{		c	i		V	V						}{	M	1	1	1, 5, 2		1	1
4	4	23/2	0.5	5/8	5/8	3/4	2	1	V6		c	i		V6	V		6					M	1	1	5, 2, 1		1	5
5	5	12	2.0	0	0	3/4	2	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
5	5	14	0.5	1/2	1/2	3/4	2	1	IV6/iv		c	i		IV6/iv	IV		6		iv			M	1	1	2, -1, -2		-2	2
5	5	29/2	0.5	5/8	5/8	3/4	2	1	#viio/iv		c	i		#viio/iv	#vii	o			iv			o	1	1	4, 1, -2		4	4
6	6	15	1.0	0	0	3/4	2	1	ivM7(94)		c	i		ivM7(94)	iv	M	7	94				mM7	1	1	-1, -2, 0, 4	1	-1	-1
6	6	16	1.0	1/4	1/4	3/4	2	1	iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
6	6	17	0.5	1/2	1/2	3/4	2	1	IV6/VI		c	i		IV6/VI	IV		6		VI			M	1	1	-1, -4, -5		-5	-1
6	6	35/2	0.5	5/8	5/8	3/4	2	1	viio/VI		c	i		viio/VI	vii	o			VI			o	1	1	1, -2, -5		1	1
7	7	18	0.5	0	0	3/4	2	1	I(11^92)/VI		c	i		I(11^92)/VI	I			11^92	VI			M	1	1	-2, 0, -3	-5, -2	-4	-2
7	7	37/2	0.5	1/8	1/8	3/4	2	1	vi/VI	ii/III	c	i		vi/VI	vi				VI			m	1	1	-1, -4, 0		-1	-1
7	7	19	1.0	1/4	1/4	3/4	2	1	V7/III		c	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
7	7	20	0.5	1/2	1/2	3/4	2	1	V(64)/III		c	i		V(64)/III	V			64	III			M	1	1	-2, -3, 1		-2	-2
7	7	41/2	0.5	5/8	5/8	3/4	2	1	V7/III		c	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
8	8	21	5.5	0	0	3/4	2	1	I/III|PAC}		c	i		I/III	I				III	PAC	}	M	1	1	-3, 1, -2		-3	-3
9	9	24	0.0	0	0	3/4	2	2	{		c	i									{		1	1				
9	9	53/2	0.5	5/8	5/8	3/4	2	1	I6/III		c	i		I6/III	I		6		III			M	1	1	1, -2, -3		-3	1
10	10	27	0.5	0	0	3/4	2	1	ii7/VII		c	i		ii7/VII	ii		7		VII			mm7	1	1	0, -3, 1, -2		0	0
10	10	55/2	0.5	1/8	1/8	3/4	2	1	ii/VII		c	i		ii/VII	ii				VII			m	1	1	0, -3, 1		0	0
10	10	28	0.5	1/4	1/4	3/4	2	1	V65/VII		c	i		V65/VII	V		65		VII			Mm7	1	1	3, 0, -3, -1		-1	3
10	10	57/2	0.5	3/8	3/8	3/4	2	1	iii7/VII		c	i		iii7/VII	iii		7		VII			mm7	1	1	2, -1, 3, 0		2	2
10	10	29	0.5	1/2	1/2	3/4	2	1	IV(4)/VII		c	i		IV(4)/VII	IV			4	VII			M	1	1	-3, 3, -2		-3	-3
10	10	59/2	0.5	5/8	5/8	3/4	2	1	V/VII		c	i		V/VII	V				VII			M	1	1	-1, 3, 0		-1	-1
11	11	30	0.5	0	0	3/4	2	1	VII(974)		c	i		VII(974)	VII			974				M	1	1	-2, -3, -1	0, -4	-2	-2
11	11	61/2	0.5	1/8	1/8	3/4	2	1	VII		c	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
11	11	31	1.0	1/4	1/4	3/4	2	1	V43/v		c	i		V43/v	V		43		v			Mm7	1	1	3, 0, 2, 6		2	3
11	11	32	0.5	1/2	1/2	3/4	2	1	v(94)		c	i		v(94)	v			94				m	1	1	1, 0, 2	-4	1	1
11	11	65/2	0.5	5/8	5/8	3/4	2	1	v		c	i		v	v							m	1	1	1, -2, 2		1	1
12	12	33	0.5	0	0	3/4	2	1	iv7/v		c	i		iv7/v	iv		7		v			mm7	1	1	0, -3, 1, -2		0	0
12	12	67/2	0.5	1/8	1/8	3/4	2	1	ii%43/v		c	i		ii%43/v	ii	%	43		v			%7	1	1	-3, 1, 3, 0		3	-3
12	12	34	1.0	1/4	1/4	3/4	2	1	V/v		c	i		V/v	V				v			M	1	1	2, 6, 3		2	2
12	12	35	0.5	1/2	1/2	3/4	2	1	V7/v		c	i		V7/v	V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
12	12	71/2	0.5	5/8	5/8	3/4	2	1	V65/v		c	i		V65/v	V		65		v			Mm7	1	1	6, 3, 0, 2		2	6
13	13	36	1.0	0	0	3/4	2	1	VI6(6)/v		c	i		VI6(6)/v	VI		6	6	v			M	1	1	1, 0, -3		-3	1
13	13	37	0.5	1/4	1/4	3/4	2	1	VIM65/v		c	i		VIM65/v	VI	M	65		v			MM7	1	1	1, -2, 2, -3		-3	1
13	13	75/2	0.5	3/8	3/8	3/4	2	1	iv43/v		c	i		iv43/v	iv		43		v			mm7	1	1	1, -2, 0, -3		0	1
13	13	38	1.0	1/2	1/2	3/4	2	1	v6/v		c	i		v6/v	v		6		v			m	1	1	-1, 3, 2		2	-1
14	14	39	1.0	0	0	3/4	2	1	iv6(2)/v		c	i		iv6(2)/v	iv		6	2	v			m	1	1	-3, 1, 2		0	-3
14	14	40	0.5	1/4	1/4	3/4	2	1	iv6/v		c	i		iv6/v	iv		6		v			m	1	1	-3, 1, 0		0	-3
14	14	81/2	0.5	3/8	3/8	3/4	2	1	#viio2/v		c	i		#viio2/v	#vii	o	2		v			o7	1	1	-3, 6, 3, 0		6	-3
14	14	41	0.5	1/2	1/2	3/4	2	1	v64(4)		c	i		v64(4)	v		64	4				m	1	1	2, 1, 0		1	2
14	14	83/2	0.5	5/8	5/8	3/4	2	1	iio6/v		c	i		iio6/v	ii	o	6		v			o	1	1	0, -3, 3		3	0
15	15	42	0.5	0	0	3/4	2	1	v6(1311)		c	i		v6(1311)	v		6	1311				m	1	1	-2, 2, 1	-3, 0	1	-2
15	15	85/2	0.5	1/8	1/8	3/4	2	1	v(9)		c	i		v(9)	v			9				m	1	1	1, -2, 2	-4	1	1
15	15	43	0.5	1/4	1/4	3/4	2	1	V(64)/v		c	i		V(64)/v	V			64	v			M	1	1	2, 1, -2		2	2
15	15	87/2	1.5	3/8	3/8	3/4	2	1	V7/v		c	i		V7/v	V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
16	16	45	1.0	0	0	3/4	2	1	V(4)|HC		c	i		V(4)	V			4		HC		M	1	1	1, 0, 2		1	1
16	16	46	0.5	1/4	1/4	3/4	2	1	V}		c	i		V	V						}	M	1	1	1, 5, 2		1	1
16	16	93/2	0.5	3/8	3/8	3/4	2	1	V2{		c	i		V2	V		2				{	Mm7	1	1	-1, 1, 5, 2		1	-1
16	16	47	0.5	1/2	1/2	3/4	2	1	i6(#7)		c	i		i6(#7)	i		6	#7				m	1	1	-3, 1, 5		0	-3
16	16	95/2	0.5	5/8	5/8	3/4	2	1	V64		c	i		V64	V		64					M	1	1	2, 1, 5		1	2
17	17	48	0.5	0	0	3/4	2	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
17	17	97/2	0.5	1/8	1/8	3/4	2	1	i64		c	i		i64	i		64					m	1	1	1, 0, -3		0	1
17	17	49	0.5	1/4	1/4	3/4	2	1	iio6		c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
17	17	99/2	0.5	3/8	3/8	3/4	2	1	i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
17	17	50	0.5	1/2	1/2	3/4	2	1	iio		c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
17	17	101/2	0.5	5/8	5/8	3/4	2	1	iv64		c	i		iv64	iv		64					m	1	1	0, -1, -4		-1	0
18	18	51	2.0	0	0	3/4	2	1	iv7/iv		c	i		iv7/iv	iv		7		iv			mm7	1	1	-2, -5, -1, -4		-2	-2
18	18	53	0.5	1/2	1/2	3/4	2	1	#viio64(2)/iv		c	i		#viio64(2)/iv	#vii	o	64	2	iv			o	1	1	-2, -1, 1		4	-2
18	18	107/2	0.5	5/8	5/8	3/4	2	1	#viio64/iv		c	i		#viio64/iv	#vii	o	64		iv			o	1	1	-2, 4, 1		4	-2
19	19	54	0.5	0	0	3/4	2	1	iv6(#72)		c	i		iv6(#72)	iv		6	#72				m	1	1	-4, 0, 1, 4		-1	-4
19	19	109/2	0.5	1/8	1/8	3/4	2	1	iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
19	19	55	0.5	1/4	1/4	3/4	2	1	iv6(11#6)		c	i		iv6(11#6)	iv		6	11#6				m	1	1	-4, 0, -1	-2, 9	-1	-4
19	19	111/2	0.5	3/8	3/8	3/4	2	1	iv6(#76)		c	i		iv6(#76)	iv		6	#76				m	1	1	-4, 2, 4		-1	-4
19	19	56	0.5	1/2	1/2	3/4	2	1	#viio65(2)/iv		c	i		#viio65(2)/iv	#vii	o	65	2	iv			o7	1	1	1, -2, -5, -1		4	1
19	19	113/2	0.5	5/8	5/8	3/4	2	1	#viio6/iv		c	i		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1
20	20	57	0.25	0	0	3/4	2	1	iv(4)		c	i		iv(4)	iv			4				m	1	1	-1, -2, 0		-1	-1
20	20	229/4	0.75	1/16	1/16	3/4	2	1	iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
20	20	58	0.5	1/4	1/4	3/4	2	1	V7/iv}{		c	i		V7/iv	V		7		iv		}{	Mm7	1	1	0, 4, 1, -2		0	0
20	20	117/2	0.5	3/8	3/8	3/4	2	1	iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
20	20	59	0.5	1/2	1/2	3/4	2	1	V(4)		c	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
20	20	119/2	0.5	5/8	5/8	3/4	2	1	VI(11)		c	i		VI(11)	VI			11				M	1	1	-4, 0, -3	2	-4	-4
21	21	60	2.0	0	0	3/4	2	1	ii%7		c	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
21	21	62	0.5	1/2	1/2	3/4	2	1	iio(2)		c	i		iio(2)	ii	o		2				o	1	1	-3, -1, -4		2	-3
21	21	125/2	0.5	5/8	5/8	3/4	2	1	iio6		c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
22	22	63	0.5	0	0	3/4	2	1	#viio7		c	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
22	22	127/2	0.5	1/8	1/8	3/4	2	1	#viio		c	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
22	22	64	0.5	1/4	1/4	3/4	2	1	V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
22	22	129/2	0.5	3/8	3/8	3/4	2	1	V6(116)		c	i		V6(116)	V		6	116				M	1	1	5, -3, 1	0	1	5
22	22	65	0.5	1/2	1/2	3/4	2	1	VIM65		c	i		VIM65	VI	M	65					MM7	1	1	0, -3, 1, -4		-4	0
22	22	131/2	0.5	5/8	5/8	3/4	2	1	iio		c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
23	23	66	0.25	0	0	3/4	2	1	i6(13)		c	i		i6(13)	i		6	13				m	1	1	-3, 1, 0	-4	0	-3
23	23	265/4	0.25	1/16	1/16	3/4	2	1	i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
23	23	133/2	0.5	1/8	1/8	3/4	2	1	V64		c	i		V64	V		64					M	1	1	2, 1, 5		1	2
23	23	67	0.5	1/4	1/4	3/4	2	1	i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
23	23	135/2	0.5	3/8	3/8	3/4	2	1	iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
23	23	68	0.5	1/2	1/2	3/4	2	1	V(64)		c	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
23	23	137/2	0.5	5/8	5/8	3/4	2	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
24	24	69	1.0	0	0	3/4	2	1	i|PAC		c	i		i	i					PAC		m	1	1	0, -3, 1		0	0
24	24	70	1.0	1/4	1/4	3/4	2	1	i6		c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
24	24	71	1.0	1/2	1/2	3/4	2	1	i}		c	i		i	i						}	m	1	1	0, -3, 1		0	0
